band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
3759,3750,3601,3919,3574,3946,3747,3257,4270,3427,4080,3769,3759,3750,3601,3919,3574,3946,3747,3257,4270,3427,4080,3769,3759,3750,3601,3919,3574,3946,3747,3257,4270,3427,4080,3769,3759,3750,3601,3919,3574,3946,3747,3257,4270,3427,4080,3769,3759,3750,3601,3919,3574,3946,3747,3257,4270,3427,4080,3769,3759,3750,3601,3919,3574,3946,3747,3257,4270,3427,4080,3769,3759,3750,3601,3919,3574,3946,3747,3257,4270,3427,4080,3769,3759,3750,3601,3919,3574,3946,3747,3257,4270,3427,4080,3769,3759,3750,3601,3919,3574,3946,3747,3257,4270,3427,4080,3769,3759,3750,3601,3919,3574,3946,3747,3257,4270,3427,4080,3769,3759,3750,3601,3919,3574,3946,3747,3257,4270,3427,4080,3769,3759,3750,3601,3919,3574,3946,3747,3257,4270,3427,4080,3769,511
1471,1743,1611,1606,1605,1616,1562,1471,1773,1625,1625,1611,1471,1743,1611,1606,1605,1616,1562,1471,1773,1625,1625,1611,1471,1743,1611,1606,1605,1616,1562,1471,1773,1625,1625,1611,1471,1743,1611,1606,1605,1616,1562,1471,1773,1625,1625,1611,1471,1743,1611,1606,1605,1616,1562,1471,1773,1625,1625,1611,1471,1743,1611,1606,1605,1616,1562,1471,1773,1625,1625,1611,1471,1743,1611,1606,1605,1616,1562,1471,1773,1625,1625,1611,1471,1743,1611,1606,1605,1616,1562,1471,1773,1625,1625,1611,1471,1743,1611,1606,1605,1616,1562,1471,1773,1625,1625,1611,1471,1743,1611,1606,1605,1616,1562,1471,1773,1625,1625,1611,1471,1743,1611,1606,1605,1616,1562,1471,1773,1625,1625,1611,1471,1743,1611,1606,1605,1616,1562,1471,1773,1625,1625,1611,80
1649,1332,1724,2387,1867,1222,2637,1851,1814,1634,2215,2030,1649,1332,1724,2387,1867,1222,2637,1851,1814,1634,2215,2030,1649,1332,1724,2387,1867,1222,2637,1851,1814,1634,2215,2030,1649,1332,1724,2387,1867,1222,2637,1851,1814,1634,2215,2030,1649,1332,1724,2387,1867,1222,2637,1851,1814,1634,2215,2030,1649,1332,1724,2387,1867,1222,2637,1851,1814,1634,2215,2030,1649,1332,1724,2387,1867,1222,2637,1851,1814,1634,2215,2030,1649,1332,1724,2387,1867,1222,2637,1851,1814,1634,2215,2030,1649,1332,1724,2387,1867,1222,2637,1851,1814,1634,2215,2030,1649,1332,1724,2387,1867,1222,2637,1851,1814,1634,2215,2030,1649,1332,1724,2387,1867,1222,2637,1851,1814,1634,2215,2030,1649,1332,1724,2387,1867,1222,2637,1851,1814,1634,2215,2030,610
2848,2843,3062,2849,2989,2778,3079,2806,3054,2908,2902,2961,2848,2843,3062,2849,2989,2778,3079,2806,3054,2908,2902,2961,2848,2843,3062,2849,2989,2778,3079,2806,3054,2908,2902,2961,2848,2843,3062,2849,2989,2778,3079,2806,3054,2908,2902,2961,2848,2843,3062,2849,2989,2778,3079,2806,3054,2908,2902,2961,2848,2843,3062,2849,2989,2778,3079,2806,3054,2908,2902,2961,2848,2843,3062,2849,2989,2778,3079,2806,3054,2908,2902,2961,2848,2843,3062,2849,2989,2778,3079,2806,3054,2908,2902,2961,2848,2843,3062,2849,2989,2778,3079,2806,3054,2908,2902,2961,2848,2843,3062,2849,2989,2778,3079,2806,3054,2908,2902,2961,2848,2843,3062,2849,2989,2778,3079,2806,3054,2908,2902,2961,2848,2843,3062,2849,2989,2778,3079,2806,3054,2908,2902,2961,153
2878,2892,3508,2404,3707,2802,3103,3242,971,5307,2182,4168,2878,2892,3508,2404,3707,2802,3103,3242,971,5307,2182,4168,2878,2892,3508,2404,3707,2802,3103,3242,971,5307,2182,4168,2878,2892,3508,2404,3707,2802,3103,3242,971,5307,2182,4168,2878,2892,3508,2404,3707,2802,3103,3242,971,5307,2182,4168,2878,2892,3508,2404,3707,2802,3103,3242,971,5307,2182,4168,2878,2892,3508,2404,3707,2802,3103,3242,971,5307,2182,4168,2878,2892,3508,2404,3707,2802,3103,3242,971,5307,2182,4168,2878,2892,3508,2404,3707,2802,3103,3242,971,5307,2182,4168,2878,2892,3508,2404,3707,2802,3103,3242,971,5307,2182,4168,2878,2892,3508,2404,3707,2802,3103,3242,971,5307,2182,4168,2878,2892,3508,2404,3707,2802,3103,3242,971,5307,2182,4168,446
1265,1259,1241,1280,1286,1246,1236,1311,1254,1285,1261,1275,1265,1259,1241,1280,1286,1246,1236,1311,1254,1285,1261,1275,1265,1259,1241,1280,1286,1246,1236,1311,1254,1285,1261,1275,1265,1259,1241,1280,1286,1246,1236,1311,1254,1285,1261,1275,1265,1259,1241,1280,1286,1246,1236,1311,1254,1285,1261,1275,1265,1259,1241,1280,1286,1246,1236,1311,1254,1285,1261,1275,1265,1259,1241,1280,1286,1246,1236,1311,1254,1285,1261,1275,1265,1259,1241,1280,1286,1246,1236,1311,1254,1285,1261,1275,1265,1259,1241,1280,1286,1246,1236,1311,1254,1285,1261,1275,1265,1259,1241,1280,1286,1246,1236,1311,1254,1285,1261,1275,1265,1259,1241,1280,1286,1246,1236,1311,1254,1285,1261,1275,1265,1259,1241,1280,1286,1246,1236,1311,1254,1285,1261,1275,145
798,842,704,829,995,1067,781,971,859,954,899,882,798,842,704,829,995,1067,781,971,859,954,899,882,798,842,704,829,995,1067,781,971,859,954,899,882,798,842,704,829,995,1067,781,971,859,954,899,882,798,842,704,829,995,1067,781,971,859,954,899,882,798,842,704,829,995,1067,781,971,859,954,899,882,798,842,704,829,995,1067,781,971,859,954,899,882,798,842,704,829,995,1067,781,971,859,954,899,882,798,842,704,829,995,1067,781,971,859,954,899,882,798,842,704,829,995,1067,781,971,859,954,899,882,798,842,704,829,995,1067,781,971,859,954,899,882,798,842,704,829,995,1067,781,971,859,954,899,882,63
1792,1707,2067,1021,2754,1619,1920,513,3431,1553,745,3325,1792,1707,2067,1021,2754,1619,1920,513,3431,1553,745,3325,1792,1707,2067,1021,2754,1619,1920,513,3431,1553,745,3325,1792,1707,2067,1021,2754,1619,1920,513,3431,1553,745,3325,1792,1707,2067,1021,2754,1619,1920,513,3431,1553,745,3325,1792,1707,2067,1021,2754,1619,1920,513,3431,1553,745,3325,1792,1707,2067,1021,2754,1619,1920,513,3431,1553,745,3325,1792,1707,2067,1021,2754,1619,1920,513,3431,1553,745,3325,1792,1707,2067,1021,2754,1619,1920,513,3431,1553,745,3325,1792,1707,2067,1021,2754,1619,1920,513,3431,1553,745,3325,1792,1707,2067,1021,2754,1619,1920,513,3431,1553,745,3325,1792,1707,2067,1021,2754,1619,1920,513,3431,1553,745,3325,452
1754,1765,1742,1780,1746,1780,1745,1777,1755,1761,1770,1762,1754,1765,1742,1780,1746,1780,1745,1777,1755,1761,1770,1762,1754,1765,1742,1780,1746,1780,1745,1777,1755,1761,1770,1762,1754,1765,1742,1780,1746,1780,1745,1777,1755,1761,1770,1762,1754,1765,1742,1780,1746,1780,1745,1777,1755,1761,1770,1762,1754,1765,1742,1780,1746,1780,1745,1777,1755,1761,1770,1762,1754,1765,1742,1780,1746,1780,1745,1777,1755,1761,1770,1762,1754,1765,1742,1780,1746,1780,1745,1777,1755,1761,1770,1762,1754,1765,1742,1780,1746,1780,1745,1777,1755,1761,1770,1762,1754,1765,1742,1780,1746,1780,1745,1777,1755,1761,1770,1762,1754,1765,1742,1780,1746,1780,1745,1777,1755,1761,1770,1762,1754,1765,1742,1780,1746,1780,1745,1777,1755,1761,1770,1762,434
1618,1703,2169,1391,1914,1630,2073,2347,1416,2419,1904,1901,1618,1703,2169,1391,1914,1630,2073,2347,1416,2419,1904,1901,1618,1703,2169,1391,1914,1630,2073,2347,1416,2419,1904,1901,1618,1703,2169,1391,1914,1630,2073,2347,1416,2419,1904,1901,1618,1703,2169,1391,1914,1630,2073,2347,1416,2419,1904,1901,1618,1703,2169,1391,1914,1630,2073,2347,1416,2419,1904,1901,1618,1703,2169,1391,1914,1630,2073,2347,1416,2419,1904,1901,1618,1703,2169,1391,1914,1630,2073,2347,1416,2419,1904,1901,1618,1703,2169,1391,1914,1630,2073,2347,1416,2419,1904,1901,1618,1703,2169,1391,1914,1630,2073,2347,1416,2419,1904,1901,1618,1703,2169,1391,1914,1630,2073,2347,1416,2419,1904,1901,1618,1703,2169,1391,1914,1630,2073,2347,1416,2419,1904,1901,24
1044,900,1120,956,1258,1197,1055,1119,1072,1056,1134,1087,1044,900,1120,956,1258,1197,1055,1119,1072,1056,1134,1087,1044,900,1120,956,1258,1197,1055,1119,1072,1056,1134,1087,1044,900,1120,956,1258,1197,1055,1119,1072,1056,1134,1087,1044,900,1120,956,1258,1197,1055,1119,1072,1056,1134,1087,1044,900,1120,956,1258,1197,1055,1119,1072,1056,1134,1087,1044,900,1120,956,1258,1197,1055,1119,1072,1056,1134,1087,1044,900,1120,956,1258,1197,1055,1119,1072,1056,1134,1087,1044,900,1120,956,1258,1197,1055,1119,1072,1056,1134,1087,1044,900,1120,956,1258,1197,1055,1119,1072,1056,1134,1087,1044,900,1120,956,1258,1197,1055,1119,1072,1056,1134,1087,1044,900,1120,956,1258,1197,1055,1119,1072,1056,1134,1087,189
619,841,829,1138,1308,1020,824,750,555,1135,870,619,841,829,1138,1308,1020,824,750,555,1135,870,619,841,829,1138,1308,1020,824,750,555,1135,870,619,841,829,1138,1308,1020,824,750,555,1135,870,619,841,829,1138,1308,1020,824,750,555,1135,870,619,841,829,1138,1308,1020,824,750,555,1135,870,619,841,829,1138,1308,1020,824,750,555,1135,870,619,841,829,1138,1308,1020,824,750,555,1135,870,619,841,829,1138,1308,1020,824,750,555,1135,870,619,841,829,1138,1308,1020,824,750,555,1135,870,619,841,829,1138,1308,1020,824,750,555,1135,870,619,841,829,1138,1308,1020,824,750,555,1135,870,478,,,,,,,,,,,,
1844,1815,1860,1799,1893,1794,1843,1915,1755,1889,1915,1855,1844,1815,1860,1799,1893,1794,1843,1915,1755,1889,1915,1855,1844,1815,1860,1799,1893,1794,1843,1915,1755,1889,1915,1855,1844,1815,1860,1799,1893,1794,1843,1915,1755,1889,1915,1855,1844,1815,1860,1799,1893,1794,1843,1915,1755,1889,1915,1855,1844,1815,1860,1799,1893,1794,1843,1915,1755,1889,1915,1855,1844,1815,1860,1799,1893,1794,1843,1915,1755,1889,1915,1855,1844,1815,1860,1799,1893,1794,1843,1915,1755,1889,1915,1855,1844,1815,1860,1799,1893,1794,1843,1915,1755,1889,1915,1855,1844,1815,1860,1799,1893,1794,1843,1915,1755,1889,1915,1855,1844,1815,1860,1799,1893,1794,1843,1915,1755,1889,1915,1855,1844,1815,1860,1799,1893,1794,1843,1915,1755,1889,1915,1855,580
364,603,487,510,493,499,493,493,493,478,489,512,364,603,487,510,493,499,493,493,493,478,489,512,364,603,487,510,493,499,493,493,493,478,489,512,364,603,487,510,493,499,493,493,493,478,489,512,364,603,487,510,493,499,493,493,493,478,489,512,364,603,487,510,493,499,493,493,493,478,489,512,364,603,487,510,493,499,493,493,493,478,489,512,364,603,487,510,493,499,493,493,493,478,489,512,364,603,487,510,493,499,493,493,493,478,489,512,364,603,487,510,493,499,493,493,493,478,489,512,364,603,487,510,493,499,493,493,493,478,489,512,364,603,487,510,493,499,493,493,493,478,489,512,51
1190,1233,1163,894,1603,1226,1191,1246,1217,1133,1296,1236,1190,1233,1163,894,1603,1226,1191,1246,1217,1133,1296,1236,1190,1233,1163,894,1603,1226,1191,1246,1217,1133,1296,1236,1190,1233,1163,894,1603,1226,1191,1246,1217,1133,1296,1236,1190,1233,1163,894,1603,1226,1191,1246,1217,1133,1296,1236,1190,1233,1163,894,1603,1226,1191,1246,1217,1133,1296,1236,1190,1233,1163,894,1603,1226,1191,1246,1217,1133,1296,1236,1190,1233,1163,894,1603,1226,1191,1246,1217,1133,1296,1236,1190,1233,1163,894,1603,1226,1191,1246,1217,1133,1296,1236,1190,1233,1163,894,1603,1226,1191,1246,1217,1133,1296,1236,1190,1233,1163,894,1603,1226,1191,1246,1217,1133,1296,1236,1190,1233,1163,894,1603,1226,1191,1246,1217,1133,1296,1236,592
3551,3894,3757,3807,3721,3789,3747,3460,3672,3827,4060,3754,3551,3894,3757,3807,3721,3789,3747,3460,3672,3827,4060,3754,3551,3894,3757,3807,3721,3789,3747,3460,3672,3827,4060,3754,3551,3894,3757,3807,3721,3789,3747,3460,3672,3827,4060,3754,3551,3894,3757,3807,3721,3789,3747,3460,3672,3827,4060,3754,3551,3894,3757,3807,3721,3789,3747,3460,3672,3827,4060,3754,3551,3894,3757,3807,3721,3789,3747,3460,3672,3827,4060,3754,3551,3894,3757,3807,3721,3789,3747,3460,3672,3827,4060,3754,3551,3894,3757,3807,3721,3789,3747,3460,3672,3827,4060,3754,3551,3894,3757,3807,3721,3789,3747,3460,3672,3827,4060,3754,3551,3894,3757,3807,3721,3789,3747,3460,3672,3827,4060,3754,3551,3894,3757,3807,3721,3789,3747,3460,3672,3827,4060,3754,427
1541,1620,1845,1943,1697,292,3150,1312,2456,1764,1767,1767,1541,1620,1845,1943,1697,292,3150,1312,2456,1764,1767,1767,1541,1620,1845,1943,1697,292,3150,1312,2456,1764,1767,1767,1541,1620,1845,1943,1697,292,3150,1312,2456,1764,1767,1767,1541,1620,1845,1943,1697,292,3150,1312,2456,1764,1767,1767,1541,1620,1845,1943,1697,292,3150,1312,2456,1764,1767,1767,1541,1620,1845,1943,1697,292,3150,1312,2456,1764,1767,1767,1541,1620,1845,1943,1697,292,3150,1312,2456,1764,1767,1767,1541,1620,1845,1943,1697,292,3150,1312,2456,1764,1767,1767,1541,1620,1845,1943,1697,292,3150,1312,2456,1764,1767,1767,1541,1620,1845,1943,1697,292,3150,1312,2456,1764,1767,1767,1541,1620,1845,1943,1697,292,3150,1312,2456,1764,1767,1767,81
699,674,620,561,594,902,635,1461,846,663,763,699,674,620,561,594,902,635,1461,846,663,763,699,674,620,561,594,902,635,1461,846,663,763,699,674,620,561,594,902,635,1461,846,663,763,699,674,620,561,594,902,635,1461,846,663,763,699,674,620,561,594,902,635,1461,846,663,763,699,674,620,561,594,902,635,1461,846,663,763,699,674,620,561,594,902,635,1461,846,663,763,699,674,620,561,594,902,635,1461,846,663,763,699,674,620,561,594,902,635,1461,846,663,763,699,674,620,561,594,902,635,1461,846,663,763,699,674,620,561,594,902,635,1461,846,663,763,422,,,,,,,,,,,,
3444,3465,3454,3455,3454,3454,3453,3454,3453,3438,1857,5072,3444,3465,3454,3455,3454,3454,3453,3454,3453,3438,1857,5072,3444,3465,3454,3455,3454,3454,3453,3454,3453,3438,1857,5072,3444,3465,3454,3455,3454,3454,3453,3454,3453,3438,1857,5072,3444,3465,3454,3455,3454,3454,3453,3454,3453,3438,1857,5072,3444,3465,3454,3455,3454,3454,3453,3454,3453,3438,1857,5072,3444,3465,3454,3455,3454,3454,3453,3454,3453,3438,1857,5072,3444,3465,3454,3455,3454,3454,3453,3454,3453,3438,1857,5072,3444,3465,3454,3455,3454,3454,3453,3454,3453,3438,1857,5072,3444,3465,3454,3455,3454,3454,3453,3454,3453,3438,1857,5072,3444,3465,3454,3455,3454,3454,3453,3454,3453,3438,1857,5072,3444,3465,3454,3455,3454,3454,3453,3454,3453,3438,1857,5072,18
1660,1668,1594,1739,1664,1659,1628,1693,1530,1794,1647,1718,1660,1668,1594,1739,1664,1659,1628,1693,1530,1794,1647,1718,1660,1668,1594,1739,1664,1659,1628,1693,1530,1794,1647,1718,1660,1668,1594,1739,1664,1659,1628,1693,1530,1794,1647,1718,1660,1668,1594,1739,1664,1659,1628,1693,1530,1794,1647,1718,1660,1668,1594,1739,1664,1659,1628,1693,1530,1794,1647,1718,1660,1668,1594,1739,1664,1659,1628,1693,1530,1794,1647,1718,1660,1668,1594,1739,1664,1659,1628,1693,1530,1794,1647,1718,1660,1668,1594,1739,1664,1659,1628,1693,1530,1794,1647,1718,1660,1668,1594,1739,1664,1659,1628,1693,1530,1794,1647,1718,1660,1668,1594,1739,1664,1659,1628,1693,1530,1794,1647,1718,1660,1668,1594,1739,1664,1659,1628,1693,1530,1794,1647,1718,564
2295,1996,2553,1578,2141,2948,1638,1675,3342,2762,1984,2786,2295,1996,2553,1578,2141,2948,1638,1675,3342,2762,1984,2786,2295,1996,2553,1578,2141,2948,1638,1675,3342,2762,1984,2786,2295,1996,2553,1578,2141,2948,1638,1675,3342,2762,1984,2786,2295,1996,2553,1578,2141,2948,1638,1675,3342,2762,1984,2786,2295,1996,2553,1578,2141,2948,1638,1675,3342,2762,1984,2786,2295,1996,2553,1578,2141,2948,1638,1675,3342,2762,1984,2786,2295,1996,2553,1578,2141,2948,1638,1675,3342,2762,1984,2786,2295,1996,2553,1578,2141,2948,1638,1675,3342,2762,1984,2786,2295,1996,2553,1578,2141,2948,1638,1675,3342,2762,1984,2786,2295,1996,2553,1578,2141,2948,1638,1675,3342,2762,1984,2786,2295,1996,2553,1578,2141,2948,1638,1675,3342,2762,1984,2786,628
508,485,528,511,510,459,552,513,508,507,510,509,508,485,528,511,510,459,552,513,508,507,510,509,508,485,528,511,510,459,552,513,508,507,510,509,508,485,528,511,510,459,552,513,508,507,510,509,508,485,528,511,510,459,552,513,508,507,510,509,508,485,528,511,510,459,552,513,508,507,510,509,508,485,528,511,510,459,552,513,508,507,510,509,508,485,528,511,510,459,552,513,508,507,510,509,508,485,528,511,510,459,552,513,508,507,510,509,508,485,528,511,510,459,552,513,508,507,510,509,508,485,528,511,510,459,552,513,508,507,510,509,508,485,528,511,510,459,552,513,508,507,510,509,139
1186,998,1287,1318,1215,1201,1190,1124,1254,1234,1203,1201,1186,998,1287,1318,1215,1201,1190,1124,1254,1234,1203,1201,1186,998,1287,1318,1215,1201,1190,1124,1254,1234,1203,1201,1186,998,1287,1318,1215,1201,1190,1124,1254,1234,1203,1201,1186,998,1287,1318,1215,1201,1190,1124,1254,1234,1203,1201,1186,998,1287,1318,1215,1201,1190,1124,1254,1234,1203,1201,1186,998,1287,1318,1215,1201,1190,1124,1254,1234,1203,1201,1186,998,1287,1318,1215,1201,1190,1124,1254,1234,1203,1201,1186,998,1287,1318,1215,1201,1190,1124,1254,1234,1203,1201,1186,998,1287,1318,1215,1201,1190,1124,1254,1234,1203,1201,1186,998,1287,1318,1215,1201,1190,1124,1254,1234,1203,1201,1186,998,1287,1318,1215,1201,1190,1124,1254,1234,1203,1201,163
2149,1727,2612,2136,2148,2184,2151,1917,2456,1995,2337,2165,2149,1727,2612,2136,2148,2184,2151,1917,2456,1995,2337,2165,2149,1727,2612,2136,2148,2184,2151,1917,2456,1995,2337,2165,2149,1727,2612,2136,2148,2184,2151,1917,2456,1995,2337,2165,2149,1727,2612,2136,2148,2184,2151,1917,2456,1995,2337,2165,2149,1727,2612,2136,2148,2184,2151,1917,2456,1995,2337,2165,2149,1727,2612,2136,2148,2184,2151,1917,2456,1995,2337,2165,2149,1727,2612,2136,2148,2184,2151,1917,2456,1995,2337,2165,2149,1727,2612,2136,2148,2184,2151,1917,2456,1995,2337,2165,2149,1727,2612,2136,2148,2184,2151,1917,2456,1995,2337,2165,2149,1727,2612,2136,2148,2184,2151,1917,2456,1995,2337,2165,2149,1727,2612,2136,2148,2184,2151,1917,2456,1995,2337,2165,577
1768,1466,1563,2304,1533,1486,2224,1697,1917,1738,1668,1954,1768,1466,1563,2304,1533,1486,2224,1697,1917,1738,1668,1954,1768,1466,1563,2304,1533,1486,2224,1697,1917,1738,1668,1954,1768,1466,1563,2304,1533,1486,2224,1697,1917,1738,1668,1954,1768,1466,1563,2304,1533,1486,2224,1697,1917,1738,1668,1954,1768,1466,1563,2304,1533,1486,2224,1697,1917,1738,1668,1954,1768,1466,1563,2304,1533,1486,2224,1697,1917,1738,1668,1954,1768,1466,1563,2304,1533,1486,2224,1697,1917,1738,1668,1954,1768,1466,1563,2304,1533,1486,2224,1697,1917,1738,1668,1954,1768,1466,1563,2304,1533,1486,2224,1697,1917,1738,1668,1954,1768,1466,1563,2304,1533,1486,2224,1697,1917,1738,1668,1954,1768,1466,1563,2304,1533,1486,2224,1697,1917,1738,1668,1954,123
174,163,179,185,178,175,176,174,179,177,167,185,174,163,179,185,178,175,176,174,179,177,167,185,174,163,179,185,178,175,176,174,179,177,167,185,174,163,179,185,178,175,176,174,179,177,167,185,174,163,179,185,178,175,176,174,179,177,167,185,174,163,179,185,178,175,176,174,179,177,167,185,174,163,179,185,178,175,176,174,179,177,167,185,174,163,179,185,178,175,176,174,179,177,167,185,174,163,179,185,178,175,176,174,179,177,167,185,174,163,179,185,178,175,176,174,179,177,167,185,174,163,179,185,178,175,176,174,179,177,167,185,174,163,179,185,178,175,176,174,179,177,167,185,496
4802,4835,4805,4784,4906,4640,5017,4818,4800,4857,4840,4834,4802,4835,4805,4784,4906,4640,5017,4818,4800,4857,4840,4834,4802,4835,4805,4784,4906,4640,5017,4818,4800,4857,4840,4834,4802,4835,4805,4784,4906,4640,5017,4818,4800,4857,4840,4834,4802,4835,4805,4784,4906,4640,5017,4818,4800,4857,4840,4834,4802,4835,4805,4784,4906,4640,5017,4818,4800,4857,4840,4834,4802,4835,4805,4784,4906,4640,5017,4818,4800,4857,4840,4834,4802,4835,4805,4784,4906,4640,5017,4818,4800,4857,4840,4834,4802,4835,4805,4784,4906,4640,5017,4818,4800,4857,4840,4834,4802,4835,4805,4784,4906,4640,5017,4818,4800,4857,4840,4834,4802,4835,4805,4784,4906,4640,5017,4818,4800,4857,4840,4834,4802,4835,4805,4784,4906,4640,5017,4818,4800,4857,4840,4834,510
2292,2296,2269,2325,2283,2203,2398,2238,2352,2285,2305,2316,2292,2296,2269,2325,2283,2203,2398,2238,2352,2285,2305,2316,2292,2296,2269,2325,2283,2203,2398,2238,2352,2285,2305,2316,2292,2296,2269,2325,2283,2203,2398,2238,2352,2285,2305,2316,2292,2296,2269,2325,2283,2203,2398,2238,2352,2285,2305,2316,2292,2296,2269,2325,2283,2203,2398,2238,2352,2285,2305,2316,2292,2296,2269,2325,2283,2203,2398,2238,2352,2285,2305,2316,2292,2296,2269,2325,2283,2203,2398,2238,2352,2285,2305,2316,2292,2296,2269,2325,2283,2203,2398,2238,2352,2285,2305,2316,2292,2296,2269,2325,2283,2203,2398,2238,2352,2285,2305,2316,2292,2296,2269,2325,2283,2203,2398,2238,2352,2285,2305,2316,2292,2296,2269,2325,2283,2203,2398,2238,2352,2285,2305,2316,129
779,693,767,879,773,781,782,780,781,779,776,785,779,693,767,879,773,781,782,780,781,779,776,785,779,693,767,879,773,781,782,780,781,779,776,785,779,693,767,879,773,781,782,780,781,779,776,785,779,693,767,879,773,781,782,780,781,779,776,785,779,693,767,879,773,781,782,780,781,779,776,785,779,693,767,879,773,781,782,780,781,779,776,785,779,693,767,879,773,781,782,780,781,779,776,785,779,693,767,879,773,781,782,780,781,779,776,785,779,693,767,879,773,781,782,780,781,779,776,785,779,693,767,879,773,781,782,780,781,779,776,785,779,693,767,879,773,781,782,780,781,779,776,785,354
741,747,596,628,653,743,716,632,1079,793,805,791,741,747,596,628,653,743,716,632,1079,793,805,791,741,747,596,628,653,743,716,632,1079,793,805,791,741,747,596,628,653,743,716,632,1079,793,805,791,741,747,596,628,653,743,716,632,1079,793,805,791,741,747,596,628,653,743,716,632,1079,793,805,791,741,747,596,628,653,743,716,632,1079,793,805,791,741,747,596,628,653,743,716,632,1079,793,805,791,741,747,596,628,653,743,716,632,1079,793,805,791,741,747,596,628,653,743,716,632,1079,793,805,791,741,747,596,628,653,743,716,632,1079,793,805,791,741,747,596,628,653,743,716,632,1079,793,805,791,202
849,938,399,1437,441,1362,1017,1001,518,1267,1012,969,849,938,399,1437,441,1362,1017,1001,518,1267,1012,969,849,938,399,1437,441,1362,1017,1001,518,1267,1012,969,849,938,399,1437,441,1362,1017,1001,518,1267,1012,969,849,938,399,1437,441,1362,1017,1001,518,1267,1012,969,849,938,399,1437,441,1362,1017,1001,518,1267,1012,969,849,938,399,1437,441,1362,1017,1001,518,1267,1012,969,849,938,399,1437,441,1362,1017,1001,518,1267,1012,969,849,938,399,1437,441,1362,1017,1001,518,1267,1012,969,849,938,399,1437,441,1362,1017,1001,518,1267,1012,969,849,938,399,1437,441,1362,1017,1001,518,1267,1012,969,849,938,399,1437,441,1362,1017,1001,518,1267,1012,969,255
1578,2886,2138,2612,2839,2059,2515,2802,2453,2249,2619,2435,1578,2886,2138,2612,2839,2059,2515,2802,2453,2249,2619,2435,1578,2886,2138,2612,2839,2059,2515,2802,2453,2249,2619,2435,1578,2886,2138,2612,2839,2059,2515,2802,2453,2249,2619,2435,1578,2886,2138,2612,2839,2059,2515,2802,2453,2249,2619,2435,1578,2886,2138,2612,2839,2059,2515,2802,2453,2249,2619,2435,1578,2886,2138,2612,2839,2059,2515,2802,2453,2249,2619,2435,1578,2886,2138,2612,2839,2059,2515,2802,2453,2249,2619,2435,1578,2886,2138,2612,2839,2059,2515,2802,2453,2249,2619,2435,1578,2886,2138,2612,2839,2059,2515,2802,2453,2249,2619,2435,1578,2886,2138,2612,2839,2059,2515,2802,2453,2249,2619,2435,1578,2886,2138,2612,2839,2059,2515,2802,2453,2249,2619,2435,418
980,850,1115,785,974,1190,933,1040,962,1011,987,986,980,850,1115,785,974,1190,933,1040,962,1011,987,986,980,850,1115,785,974,1190,933,1040,962,1011,987,986,980,850,1115,785,974,1190,933,1040,962,1011,987,986,980,850,1115,785,974,1190,933,1040,962,1011,987,986,980,850,1115,785,974,1190,933,1040,962,1011,987,986,980,850,1115,785,974,1190,933,1040,962,1011,987,986,980,850,1115,785,974,1190,933,1040,962,1011,987,986,980,850,1115,785,974,1190,933,1040,962,1011,987,986,980,850,1115,785,974,1190,933,1040,962,1011,987,986,980,850,1115,785,974,1190,933,1040,962,1011,987,986,980,850,1115,785,974,1190,933,1040,962,1011,987,986,308
