band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
929,1060,773,1257,997,832,1094,968,1151,929,1060,773,1257,997,832,1094,968,1151,929,1060,773,1257,997,832,1094,968,1151,929,1060,773,1257,997,832,1094,968,1151,929,1060,773,1257,997,832,1094,968,1151,929,1060,773,1257,997,832,1094,968,1151,929,1060,773,1257,997,832,1094,968,1151,929,1060,773,1257,997,832,1094,968,1151,929,1060,773,1257,997,832,1094,968,1151,929,1060,773,1257,997,832,1094,968,1151,929,1060,773,1257,997,832,1094,968,1151,929,1060,773,1257,997,832,1094,968,1151,326
2773,2777,2779,2652,2797,2800,2838,2774,2796,2773,2777,2779,2652,2797,2800,2838,2774,2796,2773,2777,2779,2652,2797,2800,2838,2774,2796,2773,2777,2779,2652,2797,2800,2838,2774,2796,2773,2777,2779,2652,2797,2800,2838,2774,2796,2773,2777,2779,2652,2797,2800,2838,2774,2796,2773,2777,2779,2652,2797,2800,2838,2774,2796,2773,2777,2779,2652,2797,2800,2838,2774,2796,2773,2777,2779,2652,2797,2800,2838,2774,2796,2773,2777,2779,2652,2797,2800,2838,2774,2796,2773,2777,2779,2652,2797,2800,2838,2774,2796,2773,2777,2779,2652,2797,2800,2838,2774,2796,370
3870,3887,3881,3869,3894,3833,3930,3882,3882,3870,3887,3881,3869,3894,3833,3930,3882,3882,3870,3887,3881,3869,3894,3833,3930,3882,3882,3870,3887,3881,3869,3894,3833,3930,3882,3882,3870,3887,3881,3869,3894,3833,3930,3882,3882,3870,3887,3881,3869,3894,3833,3930,3882,3882,3870,3887,3881,3869,3894,3833,3930,3882,3882,3870,3887,3881,3869,3894,3833,3930,3882,3882,3870,3887,3881,3869,3894,3833,3930,3882,3882,3870,3887,3881,3869,3894,3833,3930,3882,3882,3870,3887,3881,3869,3894,3833,3930,3882,3882,3870,3887,3881,3869,3894,3833,3930,3882,3882,474
1394,1288,1496,1371,1419,1388,1299,1479,1408,1394,1288,1496,1371,1419,1388,1299,1479,1408,1394,1288,1496,1371,1419,1388,1299,1479,1408,1394,1288,1496,1371,1419,1388,1299,1479,1408,1394,1288,1496,1371,1419,1388,1299,1479,1408,1394,1288,1496,1371,1419,1388,1299,1479,1408,1394,1288,1496,1371,1419,1388,1299,1479,1408,1394,1288,1496,1371,1419,1388,1299,1479,1408,1394,1288,1496,1371,1419,1388,1299,1479,1408,1394,1288,1496,1371,1419,1388,1299,1479,1408,1394,1288,1496,1371,1419,1388,1299,1479,1408,1394,1288,1496,1371,1419,1388,1299,1479,1408,49
681,738,694,910,717,794,738,773,756,681,738,694,910,717,794,738,773,756,681,738,694,910,717,794,738,773,756,681,738,694,910,717,794,738,773,756,681,738,694,910,717,794,738,773,756,681,738,694,910,717,794,738,773,756,681,738,694,910,717,794,738,773,756,681,738,694,910,717,794,738,773,756,681,738,694,910,717,794,738,773,756,681,738,694,910,717,794,738,773,756,681,738,694,910,717,794,738,773,756,681,738,694,910,717,794,738,773,756,85
1145,1122,1241,1079,1260,1062,1221,1229,1176,1145,1122,1241,1079,1260,1062,1221,1229,1176,1145,1122,1241,1079,1260,1062,1221,1229,1176,1145,1122,1241,1079,1260,1062,1221,1229,1176,1145,1122,1241,1079,1260,1062,1221,1229,1176,1145,1122,1241,1079,1260,1062,1221,1229,1176,1145,1122,1241,1079,1260,1062,1221,1229,1176,1145,1122,1241,1079,1260,1062,1221,1229,1176,1145,1122,1241,1079,1260,1062,1221,1229,1176,1145,1122,1241,1079,1260,1062,1221,1229,1176,1145,1122,1241,1079,1260,1062,1221,1229,1176,1145,1122,1241,1079,1260,1062,1221,1229,1176,231
1050,1045,623,1534,831,1229,1073,1124,1069,1050,1045,623,1534,831,1229,1073,1124,1069,1050,1045,623,1534,831,1229,1073,1124,1069,1050,1045,623,1534,831,1229,1073,1124,1069,1050,1045,623,1534,831,1229,1073,1124,1069,1050,1045,623,1534,831,1229,1073,1124,1069,1050,1045,623,1534,831,1229,1073,1124,1069,1050,1045,623,1534,831,1229,1073,1124,1069,1050,1045,623,1534,831,1229,1073,1124,1069,1050,1045,623,1534,831,1229,1073,1124,1069,1050,1045,623,1534,831,1229,1073,1124,1069,1050,1045,623,1534,831,1229,1073,1124,1069,591
3437,2783,3678,3373,3917,3390,2778,4048,3569,3437,2783,3678,3373,3917,3390,2778,4048,3569,3437,2783,3678,3373,3917,3390,2778,4048,3569,3437,2783,3678,3373,3917,3390,2778,4048,3569,3437,2783,3678,3373,3917,3390,2778,4048,3569,3437,2783,3678,3373,3917,3390,2778,4048,3569,3437,2783,3678,3373,3917,3390,2778,4048,3569,3437,2783,3678,3373,3917,3390,2778,4048,3569,3437,2783,3678,3373,3917,3390,2778,4048,3569,3437,2783,3678,3373,3917,3390,2778,4048,3569,3437,2783,3678,3373,3917,3390,2778,4048,3569,3437,2783,3678,3373,3917,3390,2778,4048,3569,498
2011,1973,1753,2034,2305,2031,2038,2059,2026,2011,1973,1753,2034,2305,2031,2038,2059,2026,2011,1973,1753,2034,2305,2031,2038,2059,2026,2011,1973,1753,2034,2305,2031,2038,2059,2026,2011,1973,1753,2034,2305,2031,2038,2059,2026,2011,1973,1753,2034,2305,2031,2038,2059,2026,2011,1973,1753,2034,2305,2031,2038,2059,2026,2011,1973,1753,2034,2305,2031,2038,2059,2026,2011,1973,1753,2034,2305,2031,2038,2059,2026,2011,1973,1753,2034,2305,2031,2038,2059,2026,2011,1973,1753,2034,2305,2031,2038,2059,2026,2011,1973,1753,2034,2305,2031,2038,2059,2026,415
2357,2526,2563,2098,2653,2674,2430,2554,2483,2357,2526,2563,2098,2653,2674,2430,2554,2483,2357,2526,2563,2098,2653,2674,2430,2554,2483,2357,2526,2563,2098,2653,2674,2430,2554,2483,2357,2526,2563,2098,2653,2674,2430,2554,2483,2357,2526,2563,2098,2653,2674,2430,2554,2483,2357,2526,2563,2098,2653,2674,2430,2554,2483,2357,2526,2563,2098,2653,2674,2430,2554,2483,2357,2526,2563,2098,2653,2674,2430,2554,2483,2357,2526,2563,2098,2653,2674,2430,2554,2483,2357,2526,2563,2098,2653,2674,2430,2554,2483,2357,2526,2563,2098,2653,2674,2430,2554,2483,419
1686,1704,1705,1422,1476,2411,1733,1748,1741,1686,1704,1705,1422,1476,2411,1733,1748,1741,1686,1704,1705,1422,1476,2411,1733,1748,1741,1686,1704,1705,1422,1476,2411,1733,1748,1741,1686,1704,1705,1422,1476,2411,1733,1748,1741,1686,1704,1705,1422,1476,2411,1733,1748,1741,1686,1704,1705,1422,1476,2411,1733,1748,1741,1686,1704,1705,1422,1476,2411,1733,1748,1741,1686,1704,1705,1422,1476,2411,1733,1748,1741,1686,1704,1705,1422,1476,2411,1733,1748,1741,1686,1704,1705,1422,1476,2411,1733,1748,1741,1686,1704,1705,1422,1476,2411,1733,1748,1741,306
136,119,151,131,138,134,132,141,136,136,119,151,131,138,134,132,141,136,136,119,151,131,138,134,132,141,136,136,119,151,131,138,134,132,141,136,136,119,151,131,138,134,132,141,136,136,119,151,131,138,134,132,141,136,136,119,151,131,138,134,132,141,136,136,119,151,131,138,134,132,141,136,136,119,151,131,138,134,132,141,136,136,119,151,131,138,134,132,141,136,136,119,151,131,138,134,132,141,136,136,119,151,131,138,134,132,141,136,635
5542,5308,5548,6110,5559,5450,5966,5576,5718,5542,5308,5548,6110,5559,5450,5966,5576,5718,5542,5308,5548,6110,5559,5450,5966,5576,5718,5542,5308,5548,6110,5559,5450,5966,5576,5718,5542,5308,5548,6110,5559,5450,5966,5576,5718,5542,5308,5548,6110,5559,5450,5966,5576,5718,5542,5308,5548,6110,5559,5450,5966,5576,5718,5542,5308,5548,6110,5559,5450,5966,5576,5718,5542,5308,5548,6110,5559,5450,5966,5576,5718,5542,5308,5548,6110,5559,5450,5966,5576,5718,5542,5308,5548,6110,5559,5450,5966,5576,5718,5542,5308,5548,6110,5559,5450,5966,5576,5718,110
2511,2312,2693,2527,2428,2598,2512,2505,2518,2511,2312,2693,2527,2428,2598,2512,2505,2518,2511,2312,2693,2527,2428,2598,2512,2505,2518,2511,2312,2693,2527,2428,2598,2512,2505,2518,2511,2312,2693,2527,2428,2598,2512,2505,2518,2511,2312,2693,2527,2428,2598,2512,2505,2518,2511,2312,2693,2527,2428,2598,2512,2505,2518,2511,2312,2693,2527,2428,2598,2512,2505,2518,2511,2312,2693,2527,2428,2598,2512,2505,2518,2511,2312,2693,2527,2428,2598,2512,2505,2518,2511,2312,2693,2527,2428,2598,2512,2505,2518,2511,2312,2693,2527,2428,2598,2512,2505,2518,397
1524,1177,1598,1780,1477,1587,1216,1756,1605,1524,1177,1598,1780,1477,1587,1216,1756,1605,1524,1177,1598,1780,1477,1587,1216,1756,1605,1524,1177,1598,1780,1477,1587,1216,1756,1605,1524,1177,1598,1780,1477,1587,1216,1756,1605,1524,1177,1598,1780,1477,1587,1216,1756,1605,1524,1177,1598,1780,1477,1587,1216,1756,1605,1524,1177,1598,1780,1477,1587,1216,1756,1605,1524,1177,1598,1780,1477,1587,1216,1756,1605,1524,1177,1598,1780,1477,1587,1216,1756,1605,1524,1177,1598,1780,1477,1587,1216,1756,1605,1524,1177,1598,1780,1477,1587,1216,1756,1605,225
1567,2088,1911,1297,2288,1363,2315,1987,1893,1567,2088,1911,1297,2288,1363,2315,1987,1893,1567,2088,1911,1297,2288,1363,2315,1987,1893,1567,2088,1911,1297,2288,1363,2315,1987,1893,1567,2088,1911,1297,2288,1363,2315,1987,1893,1567,2088,1911,1297,2288,1363,2315,1987,1893,1567,2088,1911,1297,2288,1363,2315,1987,1893,1567,2088,1911,1297,2288,1363,2315,1987,1893,1567,2088,1911,1297,2288,1363,2315,1987,1893,1567,2088,1911,1297,2288,1363,2315,1987,1893,1567,2088,1911,1297,2288,1363,2315,1987,1893,1567,2088,1911,1297,2288,1363,2315,1987,1893,53
895,853,929,692,796,978,1133,807,987,895,853,929,692,796,978,1133,807,987,895,853,929,692,796,978,1133,807,987,895,853,929,692,796,978,1133,807,987,895,853,929,692,796,978,1133,807,987,895,853,929,692,796,978,1133,807,987,895,853,929,692,796,978,1133,807,987,895,853,929,692,796,978,1133,807,987,895,853,929,692,796,978,1133,807,987,895,853,929,692,796,978,1133,807,987,895,853,929,692,796,978,1133,807,987,895,853,929,692,796,978,1133,807,987,71
3018,3018,3006,3018,3024,3019,3019,2969,3072,3018,3018,3006,3018,3024,3019,3019,2969,3072,3018,3018,3006,3018,3024,3019,3019,2969,3072,3018,3018,3006,3018,3024,3019,3019,2969,3072,3018,3018,3006,3018,3024,3019,3019,2969,3072,3018,3018,3006,3018,3024,3019,3019,2969,3072,3018,3018,3006,3018,3024,3019,3019,2969,3072,3018,3018,3006,3018,3024,3019,3019,2969,3072,3018,3018,3006,3018,3024,3019,3019,2969,3072,3018,3018,3006,3018,3024,3019,3019,2969,3072,3018,3018,3006,3018,3024,3019,3019,2969,3072,3018,3018,3006,3018,3024,3019,3019,2969,3072,155
1517,1472,1567,1518,1506,1503,1547,1518,1521,1517,1472,1567,1518,1506,1503,1547,1518,1521,1517,1472,1567,1518,1506,1503,1547,1518,1521,1517,1472,1567,1518,1506,1503,1547,1518,1521,1517,1472,1567,1518,1506,1503,1547,1518,1521,1517,1472,1567,1518,1506,1503,1547,1518,1521,1517,1472,1567,1518,1506,1503,1547,1518,1521,1517,1472,1567,1518,1506,1503,1547,1518,1521,1517,1472,1567,1518,1506,1503,1547,1518,1521,1517,1472,1567,1518,1506,1503,1547,1518,1521,1517,1472,1567,1518,1506,1503,1547,1518,1521,1517,1472,1567,1518,1506,1503,1547,1518,1521,171
3866,3888,3843,3898,3630,4122,3843,3860,3940,3866,3888,3843,3898,3630,4122,3843,3860,3940,3866,3888,3843,3898,3630,4122,3843,3860,3940,3866,3888,3843,3898,3630,4122,3843,3860,3940,3866,3888,3843,3898,3630,4122,3843,3860,3940,3866,3888,3843,3898,3630,4122,3843,3860,3940,3866,3888,3843,3898,3630,4122,3843,3860,3940,3866,3888,3843,3898,3630,4122,3843,3860,3940,3866,3888,3843,3898,3630,4122,3843,3860,3940,3866,3888,3843,3898,3630,4122,3843,3860,3940,3866,3888,3843,3898,3630,4122,3843,3860,3940,3866,3888,3843,3898,3630,4122,3843,3860,3940,440
5156,5081,5275,4983,5377,5167,5171,5184,5176,5156,5081,5275,4983,5377,5167,5171,5184,5176,5156,5081,5275,4983,5377,5167,5171,5184,5176,5156,5081,5275,4983,5377,5167,5171,5184,5176,5156,5081,5275,4983,5377,5167,5171,5184,5176,5156,5081,5275,4983,5377,5167,5171,5184,5176,5156,5081,5275,4983,5377,5167,5171,5184,5176,5156,5081,5275,4983,5377,5167,5171,5184,5176,5156,5081,5275,4983,5377,5167,5171,5184,5176,5156,5081,5275,4983,5377,5167,5171,5184,5176,5156,5081,5275,4983,5377,5167,5171,5184,5176,5156,5081,5275,4983,5377,5167,5171,5184,5176,122
2056,2050,2083,2003,2107,2080,2066,2064,2064,2056,2050,2083,2003,2107,2080,2066,2064,2064,2056,2050,2083,2003,2107,2080,2066,2064,2064,2056,2050,2083,2003,2107,2080,2066,2064,2064,2056,2050,2083,2003,2107,2080,2066,2064,2064,2056,2050,2083,2003,2107,2080,2066,2064,2064,2056,2050,2083,2003,2107,2080,2066,2064,2064,2056,2050,2083,2003,2107,2080,2066,2064,2064,2056,2050,2083,2003,2107,2080,2066,2064,2064,2056,2050,2083,2003,2107,2080,2066,2064,2064,2056,2050,2083,2003,2107,2080,2066,2064,2064,2056,2050,2083,2003,2107,2080,2066,2064,2064,256
2519,2546,2541,2497,2533,2454,2651,2524,2553,2519,2546,2541,2497,2533,2454,2651,2524,2553,2519,2546,2541,2497,2533,2454,2651,2524,2553,2519,2546,2541,2497,2533,2454,2651,2524,2553,2519,2546,2541,2497,2533,2454,2651,2524,2553,2519,2546,2541,2497,2533,2454,2651,2524,2553,2519,2546,2541,2497,2533,2454,2651,2524,2553,2519,2546,2541,2497,2533,2454,2651,2524,2553,2519,2546,2541,2497,2533,2454,2651,2524,2553,2519,2546,2541,2497,2533,2454,2651,2524,2553,2519,2546,2541,2497,2533,2454,2651,2524,2553,2519,2546,2541,2497,2533,2454,2651,2524,2553,105
5258,5063,4786,5672,5718,5372,5384,5335,5337,5258,5063,4786,5672,5718,5372,5384,5335,5337,5258,5063,4786,5672,5718,5372,5384,5335,5337,5258,5063,4786,5672,5718,5372,5384,5335,5337,5258,5063,4786,5672,5718,5372,5384,5335,5337,5258,5063,4786,5672,5718,5372,5384,5335,5337,5258,5063,4786,5672,5718,5372,5384,5335,5337,5258,5063,4786,5672,5718,5372,5384,5335,5337,5258,5063,4786,5672,5718,5372,5384,5335,5337,5258,5063,4786,5672,5718,5372,5384,5335,5337,5258,5063,4786,5672,5718,5372,5384,5335,5337,5258,5063,4786,5672,5718,5372,5384,5335,5337,548
627,628,626,631,628,628,627,627,631,627,628,626,631,628,628,627,627,631,627,628,626,631,628,628,627,627,631,627,628,626,631,628,628,627,627,631,627,628,626,631,628,628,627,627,631,627,628,626,631,628,628,627,627,631,627,628,626,631,628,628,627,627,631,627,628,626,631,628,628,627,627,631,627,628,626,631,628,628,627,627,631,627,628,626,631,628,628,627,627,631,627,628,626,631,628,628,627,627,631,627,628,626,631,628,628,627,627,631,86
664,669,666,663,679,608,723,653,689,664,669,666,663,679,608,723,653,689,664,669,666,663,679,608,723,653,689,664,669,666,663,679,608,723,653,689,664,669,666,663,679,608,723,653,689,664,669,666,663,679,608,723,653,689,664,669,666,663,679,608,723,653,689,664,669,666,663,679,608,723,653,689,664,669,666,663,679,608,723,653,689,664,669,666,663,679,608,723,653,689,664,669,666,663,679,608,723,653,689,664,669,666,663,679,608,723,653,689,89
1353,461,1960,2383,1510,1482,1666,1656,1562,1353,461,1960,2383,1510,1482,1666,1656,1562,1353,461,1960,2383,1510,1482,1666,1656,1562,1353,461,1960,2383,1510,1482,1666,1656,1562,1353,461,1960,2383,1510,1482,1666,1656,1562,1353,461,1960,2383,1510,1482,1666,1656,1562,1353,461,1960,2383,1510,1482,1666,1656,1562,1353,461,1960,2383,1510,1482,1666,1656,1562,1353,461,1960,2383,1510,1482,1666,1656,1562,1353,461,1960,2383,1510,1482,1666,1656,1562,1353,461,1960,2383,1510,1482,1666,1656,1562,1353,461,1960,2383,1510,1482,1666,1656,1562,280
2941,2918,2760,3199,2972,2921,2835,3012,3093,2941,2918,2760,3199,2972,2921,2835,3012,3093,2941,2918,2760,3199,2972,2921,2835,3012,3093,2941,2918,2760,3199,2972,2921,2835,3012,3093,2941,2918,2760,3199,2972,2921,2835,3012,3093,2941,2918,2760,3199,2972,2921,2835,3012,3093,2941,2918,2760,3199,2972,2921,2835,3012,3093,2941,2918,2760,3199,2972,2921,2835,3012,3093,2941,2918,2760,3199,2972,2921,2835,3012,3093,2941,2918,2760,3199,2972,2921,2835,3012,3093,2941,2918,2760,3199,2972,2921,2835,3012,3093,2941,2918,2760,3199,2972,2921,2835,3012,3093,435
221,217,219,227,221,220,218,223,224,221,217,219,227,221,220,218,223,224,221,217,219,227,221,220,218,223,224,221,217,219,227,221,220,218,223,224,221,217,219,227,221,220,218,223,224,221,217,219,227,221,220,218,223,224,221,217,219,227,221,220,218,223,224,221,217,219,227,221,220,218,223,224,221,217,219,227,221,220,218,223,224,221,217,219,227,221,220,218,223,224,221,217,219,227,221,220,218,223,224,221,217,219,227,221,220,218,223,224,97
3355,3738,3594,3627,3520,3675,3536,3637,3615,3355,3738,3594,3627,3520,3675,3536,3637,3615,3355,3738,3594,3627,3520,3675,3536,3637,3615,3355,3738,3594,3627,3520,3675,3536,3637,3615,3355,3738,3594,3627,3520,3675,3536,3637,3615,3355,3738,3594,3627,3520,3675,3536,3637,3615,3355,3738,3594,3627,3520,3675,3536,3637,3615,3355,3738,3594,3627,3520,3675,3536,3637,3615,3355,3738,3594,3627,3520,3675,3536,3637,3615,3355,3738,3594,3627,3520,3675,3536,3637,3615,3355,3738,3594,3627,3520,3675,3536,3637,3615,3355,3738,3594,3627,3520,3675,3536,3637,3615,466
688,783,718,695,795,709,764,736,736,688,783,718,695,795,709,764,736,736,688,783,718,695,795,709,764,736,736,688,783,718,695,795,709,764,736,736,688,783,718,695,795,709,764,736,736,688,783,718,695,795,709,764,736,736,688,783,718,695,795,709,764,736,736,688,783,718,695,795,709,764,736,736,688,783,718,695,795,709,764,736,736,688,783,718,695,795,709,764,736,736,688,783,718,695,795,709,764,736,736,688,783,718,695,795,709,764,736,736,223
2609,2644,2635,2652,2514,2679,2513,2826,2646,2609,2644,2635,2652,2514,2679,2513,2826,2646,2609,2644,2635,2652,2514,2679,2513,2826,2646,2609,2644,2635,2652,2514,2679,2513,2826,2646,2609,2644,2635,2652,2514,2679,2513,2826,2646,2609,2644,2635,2652,2514,2679,2513,2826,2646,2609,2644,2635,2652,2514,2679,2513,2826,2646,2609,2644,2635,2652,2514,2679,2513,2826,2646,2609,2644,2635,2652,2514,2679,2513,2826,2646,2609,2644,2635,2652,2514,2679,2513,2826,2646,2609,2644,2635,2652,2514,2679,2513,2826,2646,2609,2644,2635,2652,2514,2679,2513,2826,2646,543
298,252,383,317,301,320,330,315,319,298,252,383,317,301,320,330,315,319,298,252,383,317,301,320,330,315,319,298,252,383,317,301,320,330,315,319,298,252,383,317,301,320,330,315,319,298,252,383,317,301,320,330,315,319,298,252,383,317,301,320,330,315,319,298,252,383,317,301,320,330,315,319,298,252,383,317,301,320,330,315,319,298,252,383,317,301,320,330,315,319,298,252,383,317,301,320,330,315,319,298,252,383,317,301,320,330,315,319,228
657,603,707,385,917,502,850,660,661,657,603,707,385,917,502,850,660,661,657,603,707,385,917,502,850,660,661,657,603,707,385,917,502,850,660,661,657,603,707,385,917,502,850,660,661,657,603,707,385,917,502,850,660,661,657,603,707,385,917,502,850,660,661,657,603,707,385,917,502,850,660,661,657,603,707,385,917,502,850,660,661,657,603,707,385,917,502,850,660,661,657,603,707,385,917,502,850,660,661,657,603,707,385,917,502,850,660,661,282
2309,1817,3426,2541,1439,2808,3434,2494,2588,2309,1817,3426,2541,1439,2808,3434,2494,2588,2309,1817,3426,2541,1439,2808,3434,2494,2588,2309,1817,3426,2541,1439,2808,3434,2494,2588,2309,1817,3426,2541,1439,2808,3434,2494,2588,2309,1817,3426,2541,1439,2808,3434,2494,2588,2309,1817,3426,2541,1439,2808,3434,2494,2588,2309,1817,3426,2541,1439,2808,3434,2494,2588,2309,1817,3426,2541,1439,2808,3434,2494,2588,2309,1817,3426,2541,1439,2808,3434,2494,2588,2309,1817,3426,2541,1439,2808,3434,2494,2588,2309,1817,3426,2541,1439,2808,3434,2494,2588,488
8192,8779,7964,10512,8929,8548,8691,9277,8989,8192,8779,7964,10512,8929,8548,8691,9277,8989,8192,8779,7964,10512,8929,8548,8691,9277,8989,8192,8779,7964,10512,8929,8548,8691,9277,8989,8192,8779,7964,10512,8929,8548,8691,9277,8989,8192,8779,7964,10512,8929,8548,8691,9277,8989,8192,8779,7964,10512,8929,8548,8691,9277,8989,8192,8779,7964,10512,8929,8548,8691,9277,8989,8192,8779,7964,10512,8929,8548,8691,9277,8989,8192,8779,7964,10512,8929,8548,8691,9277,8989,8192,8779,7964,10512,8929,8548,8691,9277,8989,8192,8779,7964,10512,8929,8548,8691,9277,8989,553
1149,1160,1159,939,974,1317,1198,1326,1185,1149,1160,1159,939,974,1317,1198,1326,1185,1149,1160,1159,939,974,1317,1198,1326,1185,1149,1160,1159,939,974,1317,1198,1326,1185,1149,1160,1159,939,974,1317,1198,1326,1185,1149,1160,1159,939,974,1317,1198,1326,1185,1149,1160,1159,939,974,1317,1198,1326,1185,1149,1160,1159,939,974,1317,1198,1326,1185,1149,1160,1159,939,974,1317,1198,1326,1185,1149,1160,1159,939,974,1317,1198,1326,1185,1149,1160,1159,939,974,1317,1198,1326,1185,1149,1160,1159,939,974,1317,1198,1326,1185,137
1446,1208,1708,1490,1464,1469,1276,1647,1472,1446,1208,1708,1490,1464,1469,1276,1647,1472,1446,1208,1708,1490,1464,1469,1276,1647,1472,1446,1208,1708,1490,1464,1469,1276,1647,1472,1446,1208,1708,1490,1464,1469,1276,1647,1472,1446,1208,1708,1490,1464,1469,1276,1647,1472,1446,1208,1708,1490,1464,1469,1276,1647,1472,1446,1208,1708,1490,1464,1469,1276,1647,1472,1446,1208,1708,1490,1464,1469,1276,1647,1472,1446,1208,1708,1490,1464,1469,1276,1647,1472,1446,1208,1708,1490,1464,1469,1276,1647,1472,1446,1208,1708,1490,1464,1469,1276,1647,1472,289
2583,2566,2234,2984,2172,3012,2490,2459,2833,2583,2566,2234,2984,2172,3012,2490,2459,2833,2583,2566,2234,2984,2172,3012,2490,2459,2833,2583,2566,2234,2984,2172,3012,2490,2459,2833,2583,2566,2234,2984,2172,3012,2490,2459,2833,2583,2566,2234,2984,2172,3012,2490,2459,2833,2583,2566,2234,2984,2172,3012,2490,2459,2833,2583,2566,2234,2984,2172,3012,2490,2459,2833,2583,2566,2234,2984,2172,3012,2490,2459,2833,2583,2566,2234,2984,2172,3012,2490,2459,2833,2583,2566,2234,2984,2172,3012,2490,2459,2833,2583,2566,2234,2984,2172,3012,2490,2459,2833,421
310,319,362,298,516,263,269,470,495,310,319,362,298,516,263,269,470,495,310,319,362,298,516,263,269,470,495,310,319,362,298,516,263,269,470,495,310,319,362,298,516,263,269,470,495,310,319,362,298,516,263,269,470,495,310,319,362,298,516,263,269,470,495,310,319,362,298,516,263,269,470,495,310,319,362,298,516,263,269,470,495,310,319,362,298,516,263,269,470,495,310,319,362,298,516,263,269,470,495,310,319,362,298,516,263,269,470,495,243
4827,4922,5280,4663,5030,4831,5506,5007,5033,4827,4922,5280,4663,5030,4831,5506,5007,5033,4827,4922,5280,4663,5030,4831,5506,5007,5033,4827,4922,5280,4663,5030,4831,5506,5007,5033,4827,4922,5280,4663,5030,4831,5506,5007,5033,4827,4922,5280,4663,5030,4831,5506,5007,5033,4827,4922,5280,4663,5030,4831,5506,5007,5033,4827,4922,5280,4663,5030,4831,5506,5007,5033,4827,4922,5280,4663,5030,4831,5506,5007,5033,4827,4922,5280,4663,5030,4831,5506,5007,5033,4827,4922,5280,4663,5030,4831,5506,5007,5033,4827,4922,5280,4663,5030,4831,5506,5007,5033,511
2128,2155,2148,2001,2296,1957,2335,2151,2148,2128,2155,2148,2001,2296,1957,2335,2151,2148,2128,2155,2148,2001,2296,1957,2335,2151,2148,2128,2155,2148,2001,2296,1957,2335,2151,2148,2128,2155,2148,2001,2296,1957,2335,2151,2148,2128,2155,2148,2001,2296,1957,2335,2151,2148,2128,2155,2148,2001,2296,1957,2335,2151,2148,2128,2155,2148,2001,2296,1957,2335,2151,2148,2128,2155,2148,2001,2296,1957,2335,2151,2148,2128,2155,2148,2001,2296,1957,2335,2151,2148,2128,2155,2148,2001,2296,1957,2335,2151,2148,2128,2155,2148,2001,2296,1957,2335,2151,2148,80
2290,2415,2387,2415,1774,3388,1814,2720,3159,2290,2415,2387,2415,1774,3388,1814,2720,3159,2290,2415,2387,2415,1774,3388,1814,2720,3159,2290,2415,2387,2415,1774,3388,1814,2720,3159,2290,2415,2387,2415,1774,3388,1814,2720,3159,2290,2415,2387,2415,1774,3388,1814,2720,3159,2290,2415,2387,2415,1774,3388,1814,2720,3159,2290,2415,2387,2415,1774,3388,1814,2720,3159,2290,2415,2387,2415,1774,3388,1814,2720,3159,2290,2415,2387,2415,1774,3388,1814,2720,3159,2290,2415,2387,2415,1774,3388,1814,2720,3159,2290,2415,2387,2415,1774,3388,1814,2720,3159,610
3618,4171,3813,3970,3631,4051,4024,3903,3898,3618,4171,3813,3970,3631,4051,4024,3903,3898,3618,4171,3813,3970,3631,4051,4024,3903,3898,3618,4171,3813,3970,3631,4051,4024,3903,3898,3618,4171,3813,3970,3631,4051,4024,3903,3898,3618,4171,3813,3970,3631,4051,4024,3903,3898,3618,4171,3813,3970,3631,4051,4024,3903,3898,3618,4171,3813,3970,3631,4051,4024,3903,3898,3618,4171,3813,3970,3631,4051,4024,3903,3898,3618,4171,3813,3970,3631,4051,4024,3903,3898,3618,4171,3813,3970,3631,4051,4024,3903,3898,3618,4171,3813,3970,3631,4051,4024,3903,3898,153
