band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,census_code
1002,1057,1093,986,925,1239,894,1228,1047,1064,1002,1057,1093,986,925,1239,894,1228,1047,1064,1002,1057,1093,986,925,1239,894,1228,1047,1064,1002,1057,1093,986,925,1239,894,1228,1047,1064,1002,1057,1093,986,925,1239,894,1228,1047,1064,1002,1057,1093,986,925,1239,894,1228,1047,1064,1002,1057,1093,986,925,1239,894,1228,1047,1064,1002,1057,1093,986,925,1239,894,1228,1047,1064,1002,1057,1093,986,925,1239,894,1228,1047,1064,1002,1057,1093,986,925,1239,894,1228,1047,1064,1002,1057,1093,986,925,1239,894,1228,1047,1064,1002,1057,1093,986,925,1239,894,1228,1047,1064,231
842,791,1085,779,774,1474,567,1350,911,1005,842,791,1085,779,774,1474,567,1350,911,1005,842,791,1085,779,774,1474,567,1350,911,1005,842,791,1085,779,774,1474,567,1350,911,1005,842,791,1085,779,774,1474,567,1350,911,1005,842,791,1085,779,774,1474,567,1350,911,1005,842,791,1085,779,774,1474,567,1350,911,1005,842,791,1085,779,774,1474,567,1350,911,1005,842,791,1085,779,774,1474,567,1350,911,1005,842,791,1085,779,774,1474,567,1350,911,1005,842,791,1085,779,774,1474,567,1350,911,1005,842,791,1085,779,774,1474,567,1350,911,1005,591
2982,3190,2775,2838,3305,3432,3144,2961,3248,3098,2982,3190,2775,2838,3305,3432,3144,2961,3248,3098,2982,3190,2775,2838,3305,3432,3144,2961,3248,3098,2982,3190,2775,2838,3305,3432,3144,2961,3248,3098,2982,3190,2775,2838,3305,3432,3144,2961,3248,3098,2982,3190,2775,2838,3305,3432,3144,2961,3248,3098,2982,3190,2775,2838,3305,3432,3144,2961,3248,3098,2982,3190,2775,2838,3305,3432,3144,2961,3248,3098,2982,3190,2775,2838,3305,3432,3144,2961,3248,3098,2982,3190,2775,2838,3305,3432,3144,2961,3248,3098,2982,3190,2775,2838,3305,3432,3144,2961,3248,3098,2982,3190,2775,2838,3305,3432,3144,2961,3248,3098,498
1777,1867,1735,1913,1777,1865,1826,1773,1849,1848,1777,1867,1735,1913,1777,1865,1826,1773,1849,1848,1777,1867,1735,1913,1777,1865,1826,1773,1849,1848,1777,1867,1735,1913,1777,1865,1826,1773,1849,1848,1777,1867,1735,1913,1777,1865,1826,1773,1849,1848,1777,1867,1735,1913,1777,1865,1826,1773,1849,1848,1777,1867,1735,1913,1777,1865,1826,1773,1849,1848,1777,1867,1735,1913,1777,1865,1826,1773,1849,1848,1777,1867,1735,1913,1777,1865,1826,1773,1849,1848,1777,1867,1735,1913,1777,1865,1826,1773,1849,1848,1777,1867,1735,1913,1777,1865,1826,1773,1849,1848,1777,1867,1735,1913,1777,1865,1826,1773,1849,1848,415
2231,2237,1890,2570,2236,1988,2424,2272,2253,2237,2231,2237,1890,2570,2236,1988,2424,2272,2253,2237,2231,2237,1890,2570,2236,1988,2424,2272,2253,2237,2231,2237,1890,2570,2236,1988,2424,2272,2253,2237,2231,2237,1890,2570,2236,1988,2424,2272,2253,2237,2231,2237,1890,2570,2236,1988,2424,2272,2253,2237,2231,2237,1890,2570,2236,1988,2424,2272,2253,2237,2231,2237,1890,2570,2236,1988,2424,2272,2253,2237,2231,2237,1890,2570,2236,1988,2424,2272,2253,2237,2231,2237,1890,2570,2236,1988,2424,2272,2253,2237,2231,2237,1890,2570,2236,1988,2424,2272,2253,2237,2231,2237,1890,2570,2236,1988,2424,2272,2253,2237,419
1553,1107,1910,1638,1573,1577,1190,1893,1622,1563,1553,1107,1910,1638,1573,1577,1190,1893,1622,1563,1553,1107,1910,1638,1573,1577,1190,1893,1622,1563,1553,1107,1910,1638,1573,1577,1190,1893,1622,1563,1553,1107,1910,1638,1573,1577,1190,1893,1622,1563,1553,1107,1910,1638,1573,1577,1190,1893,1622,1563,1553,1107,1910,1638,1573,1577,1190,1893,1622,1563,1553,1107,1910,1638,1573,1577,1190,1893,1622,1563,1553,1107,1910,1638,1573,1577,1190,1893,1622,1563,1553,1107,1910,1638,1573,1577,1190,1893,1622,1563,1553,1107,1910,1638,1573,1577,1190,1893,1622,1563,1553,1107,1910,1638,1573,1577,1190,1893,1622,1563,306
111,128,127,108,131,124,119,126,121,123,111,128,127,108,131,124,119,126,121,123,111,128,127,108,131,124,119,126,121,123,111,128,127,108,131,124,119,126,121,123,111,128,127,108,131,124,119,126,121,123,111,128,127,108,131,124,119,126,121,123,111,128,127,108,131,124,119,126,121,123,111,128,127,108,131,124,119,126,121,123,111,128,127,108,131,124,119,126,121,123,111,128,127,108,131,124,119,126,121,123,111,128,127,108,131,124,119,126,121,123,111,128,127,108,131,124,119,126,121,123,635
4565,5004,5664,5056,4431,5496,4845,5558,5079,5079,4565,5004,5664,5056,4431,5496,4845,5558,5079,5079,4565,5004,5664,5056,4431,5496,4845,5558,5079,5079,4565,5004,5664,5056,4431,5496,4845,5558,5079,5079,4565,5004,5664,5056,4431,5496,4845,5558,5079,5079,4565,5004,5664,5056,4431,5496,4845,5558,5079,5079,4565,5004,5664,5056,4431,5496,4845,5558,5079,5079,4565,5004,5664,5056,4431,5496,4845,5558,5079,5079,4565,5004,5664,5056,4431,5496,4845,5558,5079,5079,4565,5004,5664,5056,4431,5496,4845,5558,5079,5079,4565,5004,5664,5056,4431,5496,4845,5558,5079,5079,4565,5004,5664,5056,4431,5496,4845,5558,5079,5079,110
2254,2267,1975,2541,2265,2231,2290,2249,2269,2263,2254,2267,1975,2541,2265,2231,2290,2249,2269,2263,2254,2267,1975,2541,2265,2231,2290,2249,2269,2263,2254,2267,1975,2541,2265,2231,2290,2249,2269,2263,2254,2267,1975,2541,2265,2231,2290,2249,2269,2263,2254,2267,1975,2541,2265,2231,2290,2249,2269,2263,2254,2267,1975,2541,2265,2231,2290,2249,2269,2263,2254,2267,1975,2541,2265,2231,2290,2249,2269,2263,2254,2267,1975,2541,2265,2231,2290,2249,2269,2263,2254,2267,1975,2541,2265,2231,2290,2249,2269,2263,2254,2267,1975,2541,2265,2231,2290,2249,2269,2263,2254,2267,1975,2541,2265,2231,2290,2249,2269,2263,397
1292,1409,1405,850,1902,698,1751,1669,1323,1421,1292,1409,1405,850,1902,698,1751,1669,1323,1421,1292,1409,1405,850,1902,698,1751,1669,1323,1421,1292,1409,1405,850,1902,698,1751,1669,1323,1421,1292,1409,1405,850,1902,698,1751,1669,1323,1421,1292,1409,1405,850,1902,698,1751,1669,1323,1421,1292,1409,1405,850,1902,698,1751,1669,1323,1421,1292,1409,1405,850,1902,698,1751,1669,1323,1421,1292,1409,1405,850,1902,698,1751,1669,1323,1421,1292,1409,1405,850,1902,698,1751,1669,1323,1421,1292,1409,1405,850,1902,698,1751,1669,1323,1421,1292,1409,1405,850,1902,698,1751,1669,1323,1421,225
1567,992,2448,559,2133,1452,2512,1166,1987,1893,1567,992,2448,559,2133,1452,2512,1166,1987,1893,1567,992,2448,559,2133,1452,2512,1166,1987,1893,1567,992,2448,559,2133,1452,2512,1166,1987,1893,1567,992,2448,559,2133,1452,2512,1166,1987,1893,1567,992,2448,559,2133,1452,2512,1166,1987,1893,1567,992,2448,559,2133,1452,2512,1166,1987,1893,1567,992,2448,559,2133,1452,2512,1166,1987,1893,1567,992,2448,559,2133,1452,2512,1166,1987,1893,1567,992,2448,559,2133,1452,2512,1166,1987,1893,1567,992,2448,559,2133,1452,2512,1166,1987,1893,1567,992,2448,559,2133,1452,2512,1166,1987,1893,53
807,746,847,828,806,731,869,744,869,823,807,746,847,828,806,731,869,744,869,823,807,746,847,828,806,731,869,744,869,823,807,746,847,828,806,731,869,744,869,823,807,746,847,828,806,731,869,744,869,823,807,746,847,828,806,731,869,744,869,823,807,746,847,828,806,731,869,744,869,823,807,746,847,828,806,731,869,744,869,823,807,746,847,828,806,731,869,744,869,823,807,746,847,828,806,731,869,744,869,823,807,746,847,828,806,731,869,744,869,823,807,746,847,828,806,731,869,744,869,823,71
2660,2772,2693,2453,2987,2635,2747,2766,2726,2724,2660,2772,2693,2453,2987,2635,2747,2766,2726,2724,2660,2772,2693,2453,2987,2635,2747,2766,2726,2724,2660,2772,2693,2453,2987,2635,2747,2766,2726,2724,2660,2772,2693,2453,2987,2635,2747,2766,2726,2724,2660,2772,2693,2453,2987,2635,2747,2766,2726,2724,2660,2772,2693,2453,2987,2635,2747,2766,2726,2724,2660,2772,2693,2453,2987,2635,2747,2766,2726,2724,2660,2772,2693,2453,2987,2635,2747,2766,2726,2724,2660,2772,2693,2453,2987,2635,2747,2766,2726,2724,2660,2772,2693,2453,2987,2635,2747,2766,2726,2724,2660,2772,2693,2453,2987,2635,2747,2766,2726,2724,155
1367,1367,1359,1375,1360,1371,1368,1306,1418,1378,1367,1367,1359,1375,1360,1371,1368,1306,1418,1378,1367,1367,1359,1375,1360,1371,1368,1306,1418,1378,1367,1367,1359,1375,1360,1371,1368,1306,1418,1378,1367,1367,1359,1375,1360,1371,1368,1306,1418,1378,1367,1367,1359,1375,1360,1371,1368,1306,1418,1378,1367,1367,1359,1375,1360,1371,1368,1306,1418,1378,1367,1367,1359,1375,1360,1371,1368,1306,1418,1378,1367,1367,1359,1375,1360,1371,1368,1306,1418,1378,1367,1367,1359,1375,1360,1371,1368,1306,1418,1378,1367,1367,1359,1375,1360,1371,1368,1306,1418,1378,1367,1367,1359,1375,1360,1371,1368,1306,1418,1378,171
3476,3499,3360,3388,3648,3534,3330,3646,3519,3490,3476,3499,3360,3388,3648,3534,3330,3646,3519,3490,3476,3499,3360,3388,3648,3534,3330,3646,3519,3490,3476,3499,3360,3388,3648,3534,3330,3646,3519,3490,3476,3499,3360,3388,3648,3534,3330,3646,3519,3490,3476,3499,3360,3388,3648,3534,3330,3646,3519,3490,3476,3499,3360,3388,3648,3534,3330,3646,3519,3490,3476,3499,3360,3388,3648,3534,3330,3646,3519,3490,3476,3499,3360,3388,3648,3534,3330,3646,3519,3490,3476,3499,3360,3388,3648,3534,3330,3646,3519,3490,3476,3499,3360,3388,3648,3534,3330,3646,3519,3490,3476,3499,3360,3388,3648,3534,3330,3646,3519,3490,440
4657,4617,4657,4685,4656,4649,4676,4659,4657,4657,4657,4617,4657,4685,4656,4649,4676,4659,4657,4657,4657,4617,4657,4685,4656,4649,4676,4659,4657,4657,4657,4617,4657,4685,4656,4649,4676,4659,4657,4657,4657,4617,4657,4685,4656,4649,4676,4659,4657,4657,4657,4617,4657,4685,4656,4649,4676,4659,4657,4657,4657,4617,4657,4685,4656,4649,4676,4659,4657,4657,4657,4617,4657,4685,4656,4649,4676,4659,4657,4657,4657,4617,4657,4685,4656,4649,4676,4659,4657,4657,4657,4617,4657,4685,4656,4649,4676,4659,4657,4657,4657,4617,4657,4685,4656,4649,4676,4659,4657,4657,4657,4617,4657,4685,4656,4649,4676,4659,4657,4657,122
1744,1938,1862,1844,1841,1841,1930,1858,1857,1858,1744,1938,1862,1844,1841,1841,1930,1858,1857,1858,1744,1938,1862,1844,1841,1841,1930,1858,1857,1858,1744,1938,1862,1844,1841,1841,1930,1858,1857,1858,1744,1938,1862,1844,1841,1841,1930,1858,1857,1858,1744,1938,1862,1844,1841,1841,1930,1858,1857,1858,1744,1938,1862,1844,1841,1841,1930,1858,1857,1858,1744,1938,1862,1844,1841,1841,1930,1858,1857,1858,1744,1938,1862,1844,1841,1841,1930,1858,1857,1858,1744,1938,1862,1844,1841,1841,1930,1858,1857,1858,1744,1938,1862,1844,1841,1841,1930,1858,1857,1858,1744,1938,1862,1844,1841,1841,1930,1858,1857,1858,256
2276,2207,2324,2126,2467,2257,2106,2368,2313,2374,2276,2207,2324,2126,2467,2257,2106,2368,2313,2374,2276,2207,2324,2126,2467,2257,2106,2368,2313,2374,2276,2207,2324,2126,2467,2257,2106,2368,2313,2374,2276,2207,2324,2126,2467,2257,2106,2368,2313,2374,2276,2207,2324,2126,2467,2257,2106,2368,2313,2374,2276,2207,2324,2126,2467,2257,2106,2368,2313,2374,2276,2207,2324,2126,2467,2257,2106,2368,2313,2374,2276,2207,2324,2126,2467,2257,2106,2368,2313,2374,2276,2207,2324,2126,2467,2257,2106,2368,2313,2374,2276,2207,2324,2126,2467,2257,2106,2368,2313,2374,2276,2207,2324,2126,2467,2257,2106,2368,2313,2374,105
4668,4836,4382,5284,4788,4785,4802,4794,4793,4793,4668,4836,4382,5284,4788,4785,4802,4794,4793,4793,4668,4836,4382,5284,4788,4785,4802,4794,4793,4793,4668,4836,4382,5284,4788,4785,4802,4794,4793,4793,4668,4836,4382,5284,4788,4785,4802,4794,4793,4793,4668,4836,4382,5284,4788,4785,4802,4794,4793,4793,4668,4836,4382,5284,4788,4785,4802,4794,4793,4793,4668,4836,4382,5284,4788,4785,4802,4794,4793,4793,4668,4836,4382,5284,4788,4785,4802,4794,4793,4793,4668,4836,4382,5284,4788,4785,4802,4794,4793,4793,4668,4836,4382,5284,4788,4785,4802,4794,4793,4793,4668,4836,4382,5284,4788,4785,4802,4794,4793,4793,548
564,565,563,564,558,578,565,564,565,567,564,565,563,564,558,578,565,564,565,567,564,565,563,564,558,578,565,564,565,567,564,565,563,564,558,578,565,564,565,567,564,565,563,564,558,578,565,564,565,567,564,565,563,564,558,578,565,564,565,567,564,565,563,564,558,578,565,564,565,567,564,565,563,564,558,578,565,564,565,567,564,565,563,564,558,578,565,564,565,567,564,565,563,564,558,578,565,564,565,567,564,565,563,564,558,578,565,564,565,567,564,565,563,564,558,578,565,564,565,567,86
601,600,572,576,599,608,652,572,624,610,601,600,572,576,599,608,652,572,624,610,601,600,572,576,599,608,652,572,624,610,601,600,572,576,599,608,652,572,624,610,601,600,572,576,599,608,652,572,624,610,601,600,572,576,599,608,652,572,624,610,601,600,572,576,599,608,652,572,624,610,601,600,572,576,599,608,652,572,624,610,601,600,572,576,599,608,652,572,624,610,601,600,572,576,599,608,652,572,624,610,601,600,572,576,599,608,652,572,624,610,601,600,572,576,599,608,652,572,624,610,89
1353,461,1960,1721,662,2073,1307,1607,1391,1498,1353,461,1960,1721,662,2073,1307,1607,1391,1498,1353,461,1960,1721,662,2073,1307,1607,1391,1498,1353,461,1960,1721,662,2073,1307,1607,1391,1498,1353,461,1960,1721,662,2073,1307,1607,1391,1498,1353,461,1960,1721,662,2073,1307,1607,1391,1498,1353,461,1960,1721,662,2073,1307,1607,1391,1498,1353,461,1960,1721,662,2073,1307,1607,1391,1498,1353,461,1960,1721,662,2073,1307,1607,1391,1498,1353,461,1960,1721,662,2073,1307,1607,1391,1498,1353,461,1960,1721,662,2073,1307,1607,1391,1498,1353,461,1960,1721,662,2073,1307,1607,1391,1498,280
2514,2352,3128,1953,2593,3221,2892,2429,2903,2666,2514,2352,3128,1953,2593,3221,2892,2429,2903,2666,2514,2352,3128,1953,2593,3221,2892,2429,2903,2666,2514,2352,3128,1953,2593,3221,2892,2429,2903,2666,2514,2352,3128,1953,2593,3221,2892,2429,2903,2666,2514,2352,3128,1953,2593,3221,2892,2429,2903,2666,2514,2352,3128,1953,2593,3221,2892,2429,2903,2666,2514,2352,3128,1953,2593,3221,2892,2429,2903,2666,2514,2352,3128,1953,2593,3221,2892,2429,2903,2666,2514,2352,3128,1953,2593,3221,2892,2429,2903,2666,2514,2352,3128,1953,2593,3221,2892,2429,2903,2666,2514,2352,3128,1953,2593,3221,2892,2429,2903,2666,435
199,194,202,201,198,196,203,199,199,199,199,194,202,201,198,196,203,199,199,199,199,194,202,201,198,196,203,199,199,199,199,194,202,201,198,196,203,199,199,199,199,194,202,201,198,196,203,199,199,199,199,194,202,201,198,196,203,199,199,199,199,194,202,201,198,196,203,199,199,199,199,194,202,201,198,196,203,199,199,199,199,194,202,201,198,196,203,199,199,199,199,194,202,201,198,196,203,199,199,199,199,194,202,201,198,196,203,199,199,199,199,194,202,201,198,196,203,199,199,199,97
3193,3256,3240,3160,3296,3165,3287,3229,3185,3286,3193,3256,3240,3160,3296,3165,3287,3229,3185,3286,3193,3256,3240,3160,3296,3165,3287,3229,3185,3286,3193,3256,3240,3160,3296,3165,3287,3229,3185,3286,3193,3256,3240,3160,3296,3165,3287,3229,3185,3286,3193,3256,3240,3160,3296,3165,3287,3229,3185,3286,3193,3256,3240,3160,3296,3165,3287,3229,3185,3286,3193,3256,3240,3160,3296,3165,3287,3229,3185,3286,3193,3256,3240,3160,3296,3165,3287,3229,3185,3286,3193,3256,3240,3160,3296,3165,3287,3229,3185,3286,3193,3256,3240,3160,3296,3165,3287,3229,3185,3286,3193,3256,3240,3160,3296,3165,3287,3229,3185,3286,466
647,670,635,616,741,630,679,678,660,668,647,670,635,616,741,630,679,678,660,668,647,670,635,616,741,630,679,678,660,668,647,670,635,616,741,630,679,678,660,668,647,670,635,616,741,630,679,678,660,668,647,670,635,616,741,630,679,678,660,668,647,670,635,616,741,630,679,678,660,668,647,670,635,616,741,630,679,678,660,668,647,670,635,616,741,630,679,678,660,668,647,670,635,616,741,630,679,678,660,668,647,670,635,616,741,630,679,678,660,668,647,670,635,616,741,630,679,678,660,668,223
2366,2360,2358,2377,2382,2379,2293,2440,2361,2402,2366,2360,2358,2377,2382,2379,2293,2440,2361,2402,2366,2360,2358,2377,2382,2379,2293,2440,2361,2402,2366,2360,2358,2377,2382,2379,2293,2440,2361,2402,2366,2360,2358,2377,2382,2379,2293,2440,2361,2402,2366,2360,2358,2377,2382,2379,2293,2440,2361,2402,2366,2360,2358,2377,2382,2379,2293,2440,2361,2402,2366,2360,2358,2377,2382,2379,2293,2440,2361,2402,2366,2360,2358,2377,2382,2379,2293,2440,2361,2402,2366,2360,2358,2377,2382,2379,2293,2440,2361,2402,2366,2360,2358,2377,2382,2379,2293,2440,2361,2402,2366,2360,2358,2377,2382,2379,2293,2440,2361,2402,543
283,267,293,234,291,310,283,297,293,284,283,267,293,234,291,310,283,297,293,284,283,267,293,234,291,310,283,297,293,284,283,267,293,234,291,310,283,297,293,284,283,267,293,234,291,310,283,297,293,284,283,267,293,234,291,310,283,297,293,284,283,267,293,234,291,310,283,297,293,284,283,267,293,234,291,310,283,297,293,284,283,267,293,234,291,310,283,297,293,284,283,267,293,234,291,310,283,297,293,284,283,267,293,234,291,310,283,297,293,284,283,267,293,234,291,310,283,297,293,284,228
594,594,593,571,598,613,208,980,585,606,594,594,593,571,598,613,208,980,585,606,594,594,593,571,598,613,208,980,585,606,594,594,593,571,598,613,208,980,585,606,594,594,593,571,598,613,208,980,585,606,594,594,593,571,598,613,208,980,585,606,594,594,593,571,598,613,208,980,585,606,594,594,593,571,598,613,208,980,585,606,594,594,593,571,598,613,208,980,585,606,594,594,593,571,598,613,208,980,585,606,594,594,593,571,598,613,208,980,585,606,594,594,593,571,598,613,208,980,585,606,282
2274,1852,2477,1888,2844,2351,2298,1953,2331,2588,2274,1852,2477,1888,2844,2351,2298,1953,2331,2588,2274,1852,2477,1888,2844,2351,2298,1953,2331,2588,2274,1852,2477,1888,2844,2351,2298,1953,2331,2588,2274,1852,2477,1888,2844,2351,2298,1953,2331,2588,2274,1852,2477,1888,2844,2351,2298,1953,2331,2588,2274,1852,2477,1888,2844,2351,2298,1953,2331,2588,2274,1852,2477,1888,2844,2351,2298,1953,2331,2588,2274,1852,2477,1888,2844,2351,2298,1953,2331,2588,2274,1852,2477,1888,2844,2351,2298,1953,2331,2588,2274,1852,2477,1888,2844,2351,2298,1953,2331,2588,2274,1852,2477,1888,2844,2351,2298,1953,2331,2588,488
7978,7060,8636,8275,6442,8472,8267,7553,8209,8989,7978,7060,8636,8275,6442,8472,8267,7553,8209,8989,7978,7060,8636,8275,6442,8472,8267,7553,8209,8989,7978,7060,8636,8275,6442,8472,8267,7553,8209,8989,7978,7060,8636,8275,6442,8472,8267,7553,8209,8989,7978,7060,8636,8275,6442,8472,8267,7553,8209,8989,7978,7060,8636,8275,6442,8472,8267,7553,8209,8989,7978,7060,8636,8275,6442,8472,8267,7553,8209,8989,7978,7060,8636,8275,6442,8472,8267,7553,8209,8989,7978,7060,8636,8275,6442,8472,8267,7553,8209,8989,7978,7060,8636,8275,6442,8472,8267,7553,8209,8989,7978,7060,8636,8275,6442,8472,8267,7553,8209,8989,553
945,837,951,1267,1203,891,604,1198,1470,1041,945,837,951,1267,1203,891,604,1198,1470,1041,945,837,951,1267,1203,891,604,1198,1470,1041,945,837,951,1267,1203,891,604,1198,1470,1041,945,837,951,1267,1203,891,604,1198,1470,1041,945,837,951,1267,1203,891,604,1198,1470,1041,945,837,951,1267,1203,891,604,1198,1470,1041,945,837,951,1267,1203,891,604,1198,1470,1041,945,837,951,1267,1203,891,604,1198,1470,1041,945,837,951,1267,1203,891,604,1198,1470,1041,945,837,951,1267,1203,891,604,1198,1470,1041,945,837,951,1267,1203,891,604,1198,1470,1041,137
1306,1273,1328,1258,1244,1497,1320,1316,1316,1322,1306,1273,1328,1258,1244,1497,1320,1316,1316,1322,1306,1273,1328,1258,1244,1497,1320,1316,1316,1322,1306,1273,1328,1258,1244,1497,1320,1316,1316,1322,1306,1273,1328,1258,1244,1497,1320,1316,1316,1322,1306,1273,1328,1258,1244,1497,1320,1316,1316,1322,1306,1273,1328,1258,1244,1497,1320,1316,1316,1322,1306,1273,1328,1258,1244,1497,1320,1316,1316,1322,1306,1273,1328,1258,1244,1497,1320,1316,1316,1322,1306,1273,1328,1258,1244,1497,1320,1316,1316,1322,1306,1273,1328,1258,1244,1497,1320,1316,1316,1322,1306,1273,1328,1258,1244,1497,1320,1316,1316,1322,289
2328,2337,2045,2621,2128,2485,1628,3092,2335,2334,2328,2337,2045,2621,2128,2485,1628,3092,2335,2334,2328,2337,2045,2621,2128,2485,1628,3092,2335,2334,2328,2337,2045,2621,2128,2485,1628,3092,2335,2334,2328,2337,2045,2621,2128,2485,1628,3092,2335,2334,2328,2337,2045,2621,2128,2485,1628,3092,2335,2334,2328,2337,2045,2621,2128,2485,1628,3092,2335,2334,2328,2337,2045,2621,2128,2485,1628,3092,2335,2334,2328,2337,2045,2621,2128,2485,1628,3092,2335,2334,2328,2337,2045,2621,2128,2485,1628,3092,2335,2334,2328,2337,2045,2621,2128,2485,1628,3092,2335,2334,2328,2337,2045,2621,2128,2485,1628,3092,2335,2334,421
310,319,362,298,251,265,263,501,396,337,310,319,362,298,251,265,263,501,396,337,310,319,362,298,251,265,263,501,396,337,310,319,362,298,251,265,263,501,396,337,310,319,362,298,251,265,263,501,396,337,310,319,362,298,251,265,263,501,396,337,310,319,362,298,251,265,263,501,396,337,310,319,362,298,251,265,263,501,396,337,310,319,362,298,251,265,263,501,396,337,310,319,362,298,251,265,263,501,396,337,310,319,362,298,251,265,263,501,396,337,310,319,362,298,251,265,263,501,396,337,243
4402,4554,4567,4074,4952,3767,5253,4275,4694,4561,4402,4554,4567,4074,4952,3767,5253,4275,4694,4561,4402,4554,4567,4074,4952,3767,5253,4275,4694,4561,4402,4554,4567,4074,4952,3767,5253,4275,4694,4561,4402,4554,4567,4074,4952,3767,5253,4275,4694,4561,4402,4554,4567,4074,4952,3767,5253,4275,4694,4561,4402,4554,4567,4074,4952,3767,5253,4275,4694,4561,4402,4554,4567,4074,4952,3767,5253,4275,4694,4561,4402,4554,4567,4074,4952,3767,5253,4275,4694,4561,4402,4554,4567,4074,4952,3767,5253,4275,4694,4561,4402,4554,4567,4074,4952,3767,5253,4275,4694,4561,4402,4554,4567,4074,4952,3767,5253,4275,4694,4561,511
1471,2250,2038,1924,1969,1936,1934,1933,1927,1937,1471,2250,2038,1924,1969,1936,1934,1933,1927,1937,1471,2250,2038,1924,1969,1936,1934,1933,1927,1937,1471,2250,2038,1924,1969,1936,1934,1933,1927,1937,1471,2250,2038,1924,1969,1936,1934,1933,1927,1937,1471,2250,2038,1924,1969,1936,1934,1933,1927,1937,1471,2250,2038,1924,1969,1936,1934,1933,1927,1937,1471,2250,2038,1924,1969,1936,1934,1933,1927,1937,1471,2250,2038,1924,1969,1936,1934,1933,1927,1937,1471,2250,2038,1924,1969,1936,1934,1933,1927,1937,1471,2250,2038,1924,1969,1936,1934,1933,1927,1937,1471,2250,2038,1924,1969,1936,1934,1933,1927,1937,80
1649,2170,2597,1988,1777,2637,1851,1814,3425,2454,1649,2170,2597,1988,1777,2637,1851,1814,3425,2454,1649,2170,2597,1988,1777,2637,1851,1814,3425,2454,1649,2170,2597,1988,1777,2637,1851,1814,3425,2454,1649,2170,2597,1988,1777,2637,1851,1814,3425,2454,1649,2170,2597,1988,1777,2637,1851,1814,3425,2454,1649,2170,2597,1988,1777,2637,1851,1814,3425,2454,1649,2170,2597,1988,1777,2637,1851,1814,3425,2454,1649,2170,2597,1988,1777,2637,1851,1814,3425,2454,1649,2170,2597,1988,1777,2637,1851,1814,3425,2454,1649,2170,2597,1988,1777,2637,1851,1814,3425,2454,1649,2170,2597,1988,1777,2637,1851,1814,3425,2454,610
3502,3514,3500,3424,3429,3668,3496,3522,3501,3523,3502,3514,3500,3424,3429,3668,3496,3522,3501,3523,3502,3514,3500,3424,3429,3668,3496,3522,3501,3523,3502,3514,3500,3424,3429,3668,3496,3522,3501,3523,3502,3514,3500,3424,3429,3668,3496,3522,3501,3523,3502,3514,3500,3424,3429,3668,3496,3522,3501,3523,3502,3514,3500,3424,3429,3668,3496,3522,3501,3523,3502,3514,3500,3424,3429,3668,3496,3522,3501,3523,3502,3514,3500,3424,3429,3668,3496,3522,3501,3523,3502,3514,3500,3424,3429,3668,3496,3522,3501,3523,3502,3514,3500,3424,3429,3668,3496,3522,3501,3523,3502,3514,3500,3424,3429,3668,3496,3522,3501,3523,153
3645,2736,4419,3613,3778,3713,3603,4091,3398,4168,3645,2736,4419,3613,3778,3713,3603,4091,3398,4168,3645,2736,4419,3613,3778,3713,3603,4091,3398,4168,3645,2736,4419,3613,3778,3713,3603,4091,3398,4168,3645,2736,4419,3613,3778,3713,3603,4091,3398,4168,3645,2736,4419,3613,3778,3713,3603,4091,3398,4168,3645,2736,4419,3613,3778,3713,3603,4091,3398,4168,3645,2736,4419,3613,3778,3713,3603,4091,3398,4168,3645,2736,4419,3613,3778,3713,3603,4091,3398,4168,3645,2736,4419,3613,3778,3713,3603,4091,3398,4168,3645,2736,4419,3613,3778,3713,3603,4091,3398,4168,3645,2736,4419,3613,3778,3713,3603,4091,3398,4168,446
