band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
1408,1353,1444,1382,1415,1428,1400,1358,1476,1401,1414,1408,1353,1444,1382,1415,1428,1400,1358,1476,1401,1414,1408,1353,1444,1382,1415,1428,1400,1358,1476,1401,1414,1408,1353,1444,1382,1415,1428,1400,1358,1476,1401,1414,1408,1353,1444,1382,1415,1428,1400,1358,1476,1401,1414,1408,1353,1444,1382,1415,1428,1400,1358,1476,1401,1414,1408,1353,1444,1382,1415,1428,1400,1358,1476,1401,1414,1408,1353,1444,1382,1415,1428,1400,1358,1476,1401,1414,1408,1353,1444,1382,1415,1428,1400,1358,1476,1401,1414,1408,1353,1444,1382,1415,1428,1400,1358,1476,1401,1414,1408,1353,1444,1382,1415,1428,1400,1358,1476,1401,1414,1408,1353,1444,1382,1415,1428,1400,1358,1476,1401,1414,48
2467,3044,1841,3352,1610,3827,1036,4689,2084,3053,3380,2467,3044,1841,3352,1610,3827,1036,4689,2084,3053,3380,2467,3044,1841,3352,1610,3827,1036,4689,2084,3053,3380,2467,3044,1841,3352,1610,3827,1036,4689,2084,3053,3380,2467,3044,1841,3352,1610,3827,1036,4689,2084,3053,3380,2467,3044,1841,3352,1610,3827,1036,4689,2084,3053,3380,2467,3044,1841,3352,1610,3827,1036,4689,2084,3053,3380,2467,3044,1841,3352,1610,3827,1036,4689,2084,3053,3380,2467,3044,1841,3352,1610,3827,1036,4689,2084,3053,3380,2467,3044,1841,3352,1610,3827,1036,4689,2084,3053,3380,2467,3044,1841,3352,1610,3827,1036,4689,2084,3053,3380,2467,3044,1841,3352,1610,3827,1036,4689,2084,3053,3380,339
2852,2854,2564,2902,3088,2795,2894,2704,2654,3220,2853,2852,2854,2564,2902,3088,2795,2894,2704,2654,3220,2853,2852,2854,2564,2902,3088,2795,2894,2704,2654,3220,2853,2852,2854,2564,2902,3088,2795,2894,2704,2654,3220,2853,2852,2854,2564,2902,3088,2795,2894,2704,2654,3220,2853,2852,2854,2564,2902,3088,2795,2894,2704,2654,3220,2853,2852,2854,2564,2902,3088,2795,2894,2704,2654,3220,2853,2852,2854,2564,2902,3088,2795,2894,2704,2654,3220,2853,2852,2854,2564,2902,3088,2795,2894,2704,2654,3220,2853,2852,2854,2564,2902,3088,2795,2894,2704,2654,3220,2853,2852,2854,2564,2902,3088,2795,2894,2704,2654,3220,2853,2852,2854,2564,2902,3088,2795,2894,2704,2654,3220,2853,368
1560,1801,1742,1816,1596,1882,1738,1748,1098,2122,1998,1560,1801,1742,1816,1596,1882,1738,1748,1098,2122,1998,1560,1801,1742,1816,1596,1882,1738,1748,1098,2122,1998,1560,1801,1742,1816,1596,1882,1738,1748,1098,2122,1998,1560,1801,1742,1816,1596,1882,1738,1748,1098,2122,1998,1560,1801,1742,1816,1596,1882,1738,1748,1098,2122,1998,1560,1801,1742,1816,1596,1882,1738,1748,1098,2122,1998,1560,1801,1742,1816,1596,1882,1738,1748,1098,2122,1998,1560,1801,1742,1816,1596,1882,1738,1748,1098,2122,1998,1560,1801,1742,1816,1596,1882,1738,1748,1098,2122,1998,1560,1801,1742,1816,1596,1882,1738,1748,1098,2122,1998,1560,1801,1742,1816,1596,1882,1738,1748,1098,2122,1998,632
307,411,338,363,265,274,469,481,401,383,377,307,411,338,363,265,274,469,481,401,383,377,307,411,338,363,265,274,469,481,401,383,377,307,411,338,363,265,274,469,481,401,383,377,307,411,338,363,265,274,469,481,401,383,377,307,411,338,363,265,274,469,481,401,383,377,307,411,338,363,265,274,469,481,401,383,377,307,411,338,363,265,274,469,481,401,383,377,307,411,338,363,265,274,469,481,401,383,377,307,411,338,363,265,274,469,481,401,383,377,307,411,338,363,265,274,469,481,401,383,377,307,411,338,363,265,274,469,481,401,383,377,278
1459,1282,1871,1509,1065,1824,1564,1599,1795,1588,1616,1459,1282,1871,1509,1065,1824,1564,1599,1795,1588,1616,1459,1282,1871,1509,1065,1824,1564,1599,1795,1588,1616,1459,1282,1871,1509,1065,1824,1564,1599,1795,1588,1616,1459,1282,1871,1509,1065,1824,1564,1599,1795,1588,1616,1459,1282,1871,1509,1065,1824,1564,1599,1795,1588,1616,1459,1282,1871,1509,1065,1824,1564,1599,1795,1588,1616,1459,1282,1871,1509,1065,1824,1564,1599,1795,1588,1616,1459,1282,1871,1509,1065,1824,1564,1599,1795,1588,1616,1459,1282,1871,1509,1065,1824,1564,1599,1795,1588,1616,1459,1282,1871,1509,1065,1824,1564,1599,1795,1588,1616,1459,1282,1871,1509,1065,1824,1564,1599,1795,1588,1616,336
173,172,179,177,172,178,174,168,179,178,177,173,172,179,177,172,178,174,168,179,178,177,173,172,179,177,172,178,174,168,179,178,177,173,172,179,177,172,178,174,168,179,178,177,173,172,179,177,172,178,174,168,179,178,177,173,172,179,177,172,178,174,168,179,178,177,173,172,179,177,172,178,174,168,179,178,177,173,172,179,177,172,178,174,168,179,178,177,173,172,179,177,172,178,174,168,179,178,177,173,172,179,177,172,178,174,168,179,178,177,173,172,179,177,172,178,174,168,179,178,177,173,172,179,177,172,178,174,168,179,178,177,518
826,838,832,813,835,813,864,835,815,833,849,826,838,832,813,835,813,864,835,815,833,849,826,838,832,813,835,813,864,835,815,833,849,826,838,832,813,835,813,864,835,815,833,849,826,838,832,813,835,813,864,835,815,833,849,826,838,832,813,835,813,864,835,815,833,849,826,838,832,813,835,813,864,835,815,833,849,826,838,832,813,835,813,864,835,815,833,849,826,838,832,813,835,813,864,835,815,833,849,826,838,832,813,835,813,864,835,815,833,849,826,838,832,813,835,813,864,835,815,833,849,826,838,832,813,835,813,864,835,815,833,849,371
877,861,885,863,897,855,852,909,859,893,895,877,861,885,863,897,855,852,909,859,893,895,877,861,885,863,897,855,852,909,859,893,895,877,861,885,863,897,855,852,909,859,893,895,877,861,885,863,897,855,852,909,859,893,895,877,861,885,863,897,855,852,909,859,893,895,877,861,885,863,897,855,852,909,859,893,895,877,861,885,863,897,855,852,909,859,893,895,877,861,885,863,897,855,852,909,859,893,895,877,861,885,863,897,855,852,909,859,893,895,877,861,885,863,897,855,852,909,859,893,895,877,861,885,863,897,855,852,909,859,893,895,331
2758,2805,2808,2793,2746,2851,2794,2793,2792,2783,2806,2758,2805,2808,2793,2746,2851,2794,2793,2792,2783,2806,2758,2805,2808,2793,2746,2851,2794,2793,2792,2783,2806,2758,2805,2808,2793,2746,2851,2794,2793,2792,2783,2806,2758,2805,2808,2793,2746,2851,2794,2793,2792,2783,2806,2758,2805,2808,2793,2746,2851,2794,2793,2792,2783,2806,2758,2805,2808,2793,2746,2851,2794,2793,2792,2783,2806,2758,2805,2808,2793,2746,2851,2794,2793,2792,2783,2806,2758,2805,2808,2793,2746,2851,2794,2793,2792,2783,2806,2758,2805,2808,2793,2746,2851,2794,2793,2792,2783,2806,2758,2805,2808,2793,2746,2851,2794,2793,2792,2783,2806,2758,2805,2808,2793,2746,2851,2794,2793,2792,2783,2806,403
1066,1108,1148,527,1625,1179,989,1240,1073,1122,1150,1066,1108,1148,527,1625,1179,989,1240,1073,1122,1150,1066,1108,1148,527,1625,1179,989,1240,1073,1122,1150,1066,1108,1148,527,1625,1179,989,1240,1073,1122,1150,1066,1108,1148,527,1625,1179,989,1240,1073,1122,1150,1066,1108,1148,527,1625,1179,989,1240,1073,1122,1150,1066,1108,1148,527,1625,1179,989,1240,1073,1122,1150,1066,1108,1148,527,1625,1179,989,1240,1073,1122,1150,1066,1108,1148,527,1625,1179,989,1240,1073,1122,1150,1066,1108,1148,527,1625,1179,989,1240,1073,1122,1150,1066,1108,1148,527,1625,1179,989,1240,1073,1122,1150,1066,1108,1148,527,1625,1179,989,1240,1073,1122,1150,37
2223,2223,2211,2224,2209,2249,2222,2189,2212,2242,2251,2223,2223,2211,2224,2209,2249,2222,2189,2212,2242,2251,2223,2223,2211,2224,2209,2249,2222,2189,2212,2242,2251,2223,2223,2211,2224,2209,2249,2222,2189,2212,2242,2251,2223,2223,2211,2224,2209,2249,2222,2189,2212,2242,2251,2223,2223,2211,2224,2209,2249,2222,2189,2212,2242,2251,2223,2223,2211,2224,2209,2249,2222,2189,2212,2242,2251,2223,2223,2211,2224,2209,2249,2222,2189,2212,2242,2251,2223,2223,2211,2224,2209,2249,2222,2189,2212,2242,2251,2223,2223,2211,2224,2209,2249,2222,2189,2212,2242,2251,2223,2223,2211,2224,2209,2249,2222,2189,2212,2242,2251,2223,2223,2211,2224,2209,2249,2222,2189,2212,2242,2251,127
1182,1092,1108,1260,1128,1306,1208,1106,1262,1177,1190,1182,1092,1108,1260,1128,1306,1208,1106,1262,1177,1190,1182,1092,1108,1260,1128,1306,1208,1106,1262,1177,1190,1182,1092,1108,1260,1128,1306,1208,1106,1262,1177,1190,1182,1092,1108,1260,1128,1306,1208,1106,1262,1177,1190,1182,1092,1108,1260,1128,1306,1208,1106,1262,1177,1190,1182,1092,1108,1260,1128,1306,1208,1106,1262,1177,1190,1182,1092,1108,1260,1128,1306,1208,1106,1262,1177,1190,1182,1092,1108,1260,1128,1306,1208,1106,1262,1177,1190,1182,1092,1108,1260,1128,1306,1208,1106,1262,1177,1190,1182,1092,1108,1260,1128,1306,1208,1106,1262,1177,1190,1182,1092,1108,1260,1128,1306,1208,1106,1262,1177,1190,307
622,552,641,649,647,616,637,619,629,624,625,622,552,641,649,647,616,637,619,629,624,625,622,552,641,649,647,616,637,619,629,624,625,622,552,641,649,647,616,637,619,629,624,625,622,552,641,649,647,616,637,619,629,624,625,622,552,641,649,647,616,637,619,629,624,625,622,552,641,649,647,616,637,619,629,624,625,622,552,641,649,647,616,637,619,629,624,625,622,552,641,649,647,616,637,619,629,624,625,622,552,641,649,647,616,637,619,629,624,625,622,552,641,649,647,616,637,619,629,624,625,622,552,641,649,647,616,637,619,629,624,625,26
1687,1373,2438,1457,2313,1889,1321,2653,1918,1841,1989,1687,1373,2438,1457,2313,1889,1321,2653,1918,1841,1989,1687,1373,2438,1457,2313,1889,1321,2653,1918,1841,1989,1687,1373,2438,1457,2313,1889,1321,2653,1918,1841,1989,1687,1373,2438,1457,2313,1889,1321,2653,1918,1841,1989,1687,1373,2438,1457,2313,1889,1321,2653,1918,1841,1989,1687,1373,2438,1457,2313,1889,1321,2653,1918,1841,1989,1687,1373,2438,1457,2313,1889,1321,2653,1918,1841,1989,1687,1373,2438,1457,2313,1889,1321,2653,1918,1841,1989,1687,1373,2438,1457,2313,1889,1321,2653,1918,1841,1989,1687,1373,2438,1457,2313,1889,1321,2653,1918,1841,1989,1687,1373,2438,1457,2313,1889,1321,2653,1918,1841,1989,459
894,921,907,915,1005,887,959,911,966,928,935,894,921,907,915,1005,887,959,911,966,928,935,894,921,907,915,1005,887,959,911,966,928,935,894,921,907,915,1005,887,959,911,966,928,935,894,921,907,915,1005,887,959,911,966,928,935,894,921,907,915,1005,887,959,911,966,928,935,894,921,907,915,1005,887,959,911,966,928,935,894,921,907,915,1005,887,959,911,966,928,935,894,921,907,915,1005,887,959,911,966,928,935,894,921,907,915,1005,887,959,911,966,928,935,894,921,907,915,1005,887,959,911,966,928,935,894,921,907,915,1005,887,959,911,966,928,935,215
1306,1091,1632,1335,1477,500,1409,2240,1334,1321,1466,1306,1091,1632,1335,1477,500,1409,2240,1334,1321,1466,1306,1091,1632,1335,1477,500,1409,2240,1334,1321,1466,1306,1091,1632,1335,1477,500,1409,2240,1334,1321,1466,1306,1091,1632,1335,1477,500,1409,2240,1334,1321,1466,1306,1091,1632,1335,1477,500,1409,2240,1334,1321,1466,1306,1091,1632,1335,1477,500,1409,2240,1334,1321,1466,1306,1091,1632,1335,1477,500,1409,2240,1334,1321,1466,1306,1091,1632,1335,1477,500,1409,2240,1334,1321,1466,1306,1091,1632,1335,1477,500,1409,2240,1334,1321,1466,1306,1091,1632,1335,1477,500,1409,2240,1334,1321,1466,1306,1091,1632,1335,1477,500,1409,2240,1334,1321,1466,313
1318,1445,2138,1601,1370,1434,1283,2300,1546,1780,1764,1318,1445,2138,1601,1370,1434,1283,2300,1546,1780,1764,1318,1445,2138,1601,1370,1434,1283,2300,1546,1780,1764,1318,1445,2138,1601,1370,1434,1283,2300,1546,1780,1764,1318,1445,2138,1601,1370,1434,1283,2300,1546,1780,1764,1318,1445,2138,1601,1370,1434,1283,2300,1546,1780,1764,1318,1445,2138,1601,1370,1434,1283,2300,1546,1780,1764,1318,1445,2138,1601,1370,1434,1283,2300,1546,1780,1764,1318,1445,2138,1601,1370,1434,1283,2300,1546,1780,1764,1318,1445,2138,1601,1370,1434,1283,2300,1546,1780,1764,1318,1445,2138,1601,1370,1434,1283,2300,1546,1780,1764,1318,1445,2138,1601,1370,1434,1283,2300,1546,1780,1764,194
1719,1622,1857,1727,1518,1939,1739,1738,1677,1789,1733,1719,1622,1857,1727,1518,1939,1739,1738,1677,1789,1733,1719,1622,1857,1727,1518,1939,1739,1738,1677,1789,1733,1719,1622,1857,1727,1518,1939,1739,1738,1677,1789,1733,1719,1622,1857,1727,1518,1939,1739,1738,1677,1789,1733,1719,1622,1857,1727,1518,1939,1739,1738,1677,1789,1733,1719,1622,1857,1727,1518,1939,1739,1738,1677,1789,1733,1719,1622,1857,1727,1518,1939,1739,1738,1677,1789,1733,1719,1622,1857,1727,1518,1939,1739,1738,1677,1789,1733,1719,1622,1857,1727,1518,1939,1739,1738,1677,1789,1733,1719,1622,1857,1727,1518,1939,1739,1738,1677,1789,1733,1719,1622,1857,1727,1518,1939,1739,1738,1677,1789,1733,621
2918,2952,1477,4144,3013,3054,2989,2581,2858,3346,2956,2918,2952,1477,4144,3013,3054,2989,2581,2858,3346,2956,2918,2952,1477,4144,3013,3054,2989,2581,2858,3346,2956,2918,2952,1477,4144,3013,3054,2989,2581,2858,3346,2956,2918,2952,1477,4144,3013,3054,2989,2581,2858,3346,2956,2918,2952,1477,4144,3013,3054,2989,2581,2858,3346,2956,2918,2952,1477,4144,3013,3054,2989,2581,2858,3346,2956,2918,2952,1477,4144,3013,3054,2989,2581,2858,3346,2956,2918,2952,1477,4144,3013,3054,2989,2581,2858,3346,2956,2918,2952,1477,4144,3013,3054,2989,2581,2858,3346,2956,2918,2952,1477,4144,3013,3054,2989,2581,2858,3346,2956,2918,2952,1477,4144,3013,3054,2989,2581,2858,3346,2956,428
1593,1556,1605,1627,1520,1667,1367,1580,1774,1471,1787,1593,1556,1605,1627,1520,1667,1367,1580,1774,1471,1787,1593,1556,1605,1627,1520,1667,1367,1580,1774,1471,1787,1593,1556,1605,1627,1520,1667,1367,1580,1774,1471,1787,1593,1556,1605,1627,1520,1667,1367,1580,1774,1471,1787,1593,1556,1605,1627,1520,1667,1367,1580,1774,1471,1787,1593,1556,1605,1627,1520,1667,1367,1580,1774,1471,1787,1593,1556,1605,1627,1520,1667,1367,1580,1774,1471,1787,1593,1556,1605,1627,1520,1667,1367,1580,1774,1471,1787,1593,1556,1605,1627,1520,1667,1367,1580,1774,1471,1787,1593,1556,1605,1627,1520,1667,1367,1580,1774,1471,1787,1593,1556,1605,1627,1520,1667,1367,1580,1774,1471,1787,345
471,850,1048,643,1007,519,1073,759,861,902,887,471,850,1048,643,1007,519,1073,759,861,902,887,471,850,1048,643,1007,519,1073,759,861,902,887,471,850,1048,643,1007,519,1073,759,861,902,887,471,850,1048,643,1007,519,1073,759,861,902,887,471,850,1048,643,1007,519,1073,759,861,902,887,471,850,1048,643,1007,519,1073,759,861,902,887,471,850,1048,643,1007,519,1073,759,861,902,887,471,850,1048,643,1007,519,1073,759,861,902,887,471,850,1048,643,1007,519,1073,759,861,902,887,471,850,1048,643,1007,519,1073,759,861,902,887,471,850,1048,643,1007,519,1073,759,861,902,887,572
1369,1904,1729,1809,1883,1609,2001,1746,1689,1832,1764,1369,1904,1729,1809,1883,1609,2001,1746,1689,1832,1764,1369,1904,1729,1809,1883,1609,2001,1746,1689,1832,1764,1369,1904,1729,1809,1883,1609,2001,1746,1689,1832,1764,1369,1904,1729,1809,1883,1609,2001,1746,1689,1832,1764,1369,1904,1729,1809,1883,1609,2001,1746,1689,1832,1764,1369,1904,1729,1809,1883,1609,2001,1746,1689,1832,1764,1369,1904,1729,1809,1883,1609,2001,1746,1689,1832,1764,1369,1904,1729,1809,1883,1609,2001,1746,1689,1832,1764,1369,1904,1729,1809,1883,1609,2001,1746,1689,1832,1764,1369,1904,1729,1809,1883,1609,2001,1746,1689,1832,1764,1369,1904,1729,1809,1883,1609,2001,1746,1689,1832,1764,241
6066,6267,6048,6024,6232,5980,6511,6070,5990,6265,6381,6066,6267,6048,6024,6232,5980,6511,6070,5990,6265,6381,6066,6267,6048,6024,6232,5980,6511,6070,5990,6265,6381,6066,6267,6048,6024,6232,5980,6511,6070,5990,6265,6381,6066,6267,6048,6024,6232,5980,6511,6070,5990,6265,6381,6066,6267,6048,6024,6232,5980,6511,6070,5990,6265,6381,6066,6267,6048,6024,6232,5980,6511,6070,5990,6265,6381,6066,6267,6048,6024,6232,5980,6511,6070,5990,6265,6381,6066,6267,6048,6024,6232,5980,6511,6070,5990,6265,6381,6066,6267,6048,6024,6232,5980,6511,6070,5990,6265,6381,6066,6267,6048,6024,6232,5980,6511,6070,5990,6265,6381,6066,6267,6048,6024,6232,5980,6511,6070,5990,6265,6381,541
607,826,721,715,477,968,663,619,836,767,726,607,826,721,715,477,968,663,619,836,767,726,607,826,721,715,477,968,663,619,836,767,726,607,826,721,715,477,968,663,619,836,767,726,607,826,721,715,477,968,663,619,836,767,726,607,826,721,715,477,968,663,619,836,767,726,607,826,721,715,477,968,663,619,836,767,726,607,826,721,715,477,968,663,619,836,767,726,607,826,721,715,477,968,663,619,836,767,726,607,826,721,715,477,968,663,619,836,767,726,607,826,721,715,477,968,663,619,836,767,726,607,826,721,715,477,968,663,619,836,767,726,363
997,1015,1012,993,966,934,1146,1009,1009,938,1081,997,1015,1012,993,966,934,1146,1009,1009,938,1081,997,1015,1012,993,966,934,1146,1009,1009,938,1081,997,1015,1012,993,966,934,1146,1009,1009,938,1081,997,1015,1012,993,966,934,1146,1009,1009,938,1081,997,1015,1012,993,966,934,1146,1009,1009,938,1081,997,1015,1012,993,966,934,1146,1009,1009,938,1081,997,1015,1012,993,966,934,1146,1009,1009,938,1081,997,1015,1012,993,966,934,1146,1009,1009,938,1081,997,1015,1012,993,966,934,1146,1009,1009,938,1081,997,1015,1012,993,966,934,1146,1009,1009,938,1081,997,1015,1012,993,966,934,1146,1009,1009,938,1081,78
2650,2628,2635,2724,2437,2726,2776,2699,2660,2659,2660,2650,2628,2635,2724,2437,2726,2776,2699,2660,2659,2660,2650,2628,2635,2724,2437,2726,2776,2699,2660,2659,2660,2650,2628,2635,2724,2437,2726,2776,2699,2660,2659,2660,2650,2628,2635,2724,2437,2726,2776,2699,2660,2659,2660,2650,2628,2635,2724,2437,2726,2776,2699,2660,2659,2660,2650,2628,2635,2724,2437,2726,2776,2699,2660,2659,2660,2650,2628,2635,2724,2437,2726,2776,2699,2660,2659,2660,2650,2628,2635,2724,2437,2726,2776,2699,2660,2659,2660,2650,2628,2635,2724,2437,2726,2776,2699,2660,2659,2660,2650,2628,2635,2724,2437,2726,2776,2699,2660,2659,2660,2650,2628,2635,2724,2437,2726,2776,2699,2660,2659,2660,249
1033,972,814,916,766,1598,773,1205,1132,1122,1033,1033,972,814,916,766,1598,773,1205,1132,1122,1033,1033,972,814,916,766,1598,773,1205,1132,1122,1033,1033,972,814,916,766,1598,773,1205,1132,1122,1033,1033,972,814,916,766,1598,773,1205,1132,1122,1033,1033,972,814,916,766,1598,773,1205,1132,1122,1033,1033,972,814,916,766,1598,773,1205,1132,1122,1033,1033,972,814,916,766,1598,773,1205,1132,1122,1033,1033,972,814,916,766,1598,773,1205,1132,1122,1033,1033,972,814,916,766,1598,773,1205,1132,1122,1033,1033,972,814,916,766,1598,773,1205,1132,1122,1033,1033,972,814,916,766,1598,773,1205,1132,1122,1033,201
506,517,505,438,517,568,507,526,492,526,522,506,517,505,438,517,568,507,526,492,526,522,506,517,505,438,517,568,507,526,492,526,522,506,517,505,438,517,568,507,526,492,526,522,506,517,505,438,517,568,507,526,492,526,522,506,517,505,438,517,568,507,526,492,526,522,506,517,505,438,517,568,507,526,492,526,522,506,517,505,438,517,568,507,526,492,526,522,506,517,505,438,517,568,507,526,492,526,522,506,517,505,438,517,568,507,526,492,526,522,506,517,505,438,517,568,507,526,492,526,522,506,517,505,438,517,568,507,526,492,526,522,227
454,468,434,479,375,430,511,570,387,545,474,454,468,434,479,375,430,511,570,387,545,474,454,468,434,479,375,430,511,570,387,545,474,454,468,434,479,375,430,511,570,387,545,474,454,468,434,479,375,430,511,570,387,545,474,454,468,434,479,375,430,511,570,387,545,474,454,468,434,479,375,430,511,570,387,545,474,454,468,434,479,375,430,511,570,387,545,474,454,468,434,479,375,430,511,570,387,545,474,454,468,434,479,375,430,511,570,387,545,474,454,468,434,479,375,430,511,570,387,545,474,454,468,434,479,375,430,511,570,387,545,474,269
1372,1369,1399,1393,1409,1423,1403,1396,1395,1396,1397,1372,1369,1399,1393,1409,1423,1403,1396,1395,1396,1397,1372,1369,1399,1393,1409,1423,1403,1396,1395,1396,1397,1372,1369,1399,1393,1409,1423,1403,1396,1395,1396,1397,1372,1369,1399,1393,1409,1423,1403,1396,1395,1396,1397,1372,1369,1399,1393,1409,1423,1403,1396,1395,1396,1397,1372,1369,1399,1393,1409,1423,1403,1396,1395,1396,1397,1372,1369,1399,1393,1409,1423,1403,1396,1395,1396,1397,1372,1369,1399,1393,1409,1423,1403,1396,1395,1396,1397,1372,1369,1399,1393,1409,1423,1403,1396,1395,1396,1397,1372,1369,1399,1393,1409,1423,1403,1396,1395,1396,1397,1372,1369,1399,1393,1409,1423,1403,1396,1395,1396,1397,310
981,1015,956,1028,998,1006,898,1064,924,1102,1007,981,1015,956,1028,998,1006,898,1064,924,1102,1007,981,1015,956,1028,998,1006,898,1064,924,1102,1007,981,1015,956,1028,998,1006,898,1064,924,1102,1007,981,1015,956,1028,998,1006,898,1064,924,1102,1007,981,1015,956,1028,998,1006,898,1064,924,1102,1007,981,1015,956,1028,998,1006,898,1064,924,1102,1007,981,1015,956,1028,998,1006,898,1064,924,1102,1007,981,1015,956,1028,998,1006,898,1064,924,1102,1007,981,1015,956,1028,998,1006,898,1064,924,1102,1007,981,1015,956,1028,998,1006,898,1064,924,1102,1007,981,1015,956,1028,998,1006,898,1064,924,1102,1007,237
2088,2433,2227,2165,2000,2357,2518,2295,2265,2258,2265,2088,2433,2227,2165,2000,2357,2518,2295,2265,2258,2265,2088,2433,2227,2165,2000,2357,2518,2295,2265,2258,2265,2088,2433,2227,2165,2000,2357,2518,2295,2265,2258,2265,2088,2433,2227,2165,2000,2357,2518,2295,2265,2258,2265,2088,2433,2227,2165,2000,2357,2518,2295,2265,2258,2265,2088,2433,2227,2165,2000,2357,2518,2295,2265,2258,2265,2088,2433,2227,2165,2000,2357,2518,2295,2265,2258,2265,2088,2433,2227,2165,2000,2357,2518,2295,2265,2258,2265,2088,2433,2227,2165,2000,2357,2518,2295,2265,2258,2265,2088,2433,2227,2165,2000,2357,2518,2295,2265,2258,2265,2088,2433,2227,2165,2000,2357,2518,2295,2265,2258,2265,433
1782,1758,1768,1751,1843,1779,1778,1731,1789,1827,1789,1782,1758,1768,1751,1843,1779,1778,1731,1789,1827,1789,1782,1758,1768,1751,1843,1779,1778,1731,1789,1827,1789,1782,1758,1768,1751,1843,1779,1778,1731,1789,1827,1789,1782,1758,1768,1751,1843,1779,1778,1731,1789,1827,1789,1782,1758,1768,1751,1843,1779,1778,1731,1789,1827,1789,1782,1758,1768,1751,1843,1779,1778,1731,1789,1827,1789,1782,1758,1768,1751,1843,1779,1778,1731,1789,1827,1789,1782,1758,1768,1751,1843,1779,1778,1731,1789,1827,1789,1782,1758,1768,1751,1843,1779,1778,1731,1789,1827,1789,1782,1758,1768,1751,1843,1779,1778,1731,1789,1827,1789,1782,1758,1768,1751,1843,1779,1778,1731,1789,1827,1789,607
1784,1739,1926,1714,585,3131,950,2707,684,2236,2536,1784,1739,1926,1714,585,3131,950,2707,684,2236,2536,1784,1739,1926,1714,585,3131,950,2707,684,2236,2536,1784,1739,1926,1714,585,3131,950,2707,684,2236,2536,1784,1739,1926,1714,585,3131,950,2707,684,2236,2536,1784,1739,1926,1714,585,3131,950,2707,684,2236,2536,1784,1739,1926,1714,585,3131,950,2707,684,2236,2536,1784,1739,1926,1714,585,3131,950,2707,684,2236,2536,1784,1739,1926,1714,585,3131,950,2707,684,2236,2536,1784,1739,1926,1714,585,3131,950,2707,684,2236,2536,1784,1739,1926,1714,585,3131,950,2707,684,2236,2536,1784,1739,1926,1714,585,3131,950,2707,684,2236,2536,334
1210,1109,1418,795,1057,1362,1528,1463,1105,1413,1566,1210,1109,1418,795,1057,1362,1528,1463,1105,1413,1566,1210,1109,1418,795,1057,1362,1528,1463,1105,1413,1566,1210,1109,1418,795,1057,1362,1528,1463,1105,1413,1566,1210,1109,1418,795,1057,1362,1528,1463,1105,1413,1566,1210,1109,1418,795,1057,1362,1528,1463,1105,1413,1566,1210,1109,1418,795,1057,1362,1528,1463,1105,1413,1566,1210,1109,1418,795,1057,1362,1528,1463,1105,1413,1566,1210,1109,1418,795,1057,1362,1528,1463,1105,1413,1566,1210,1109,1418,795,1057,1362,1528,1463,1105,1413,1566,1210,1109,1418,795,1057,1362,1528,1463,1105,1413,1566,1210,1109,1418,795,1057,1362,1528,1463,1105,1413,1566,300
3552,4222,3789,3983,3882,2887,3357,5422,3870,3746,4052,3552,4222,3789,3983,3882,2887,3357,5422,3870,3746,4052,3552,4222,3789,3983,3882,2887,3357,5422,3870,3746,4052,3552,4222,3789,3983,3882,2887,3357,5422,3870,3746,4052,3552,4222,3789,3983,3882,2887,3357,5422,3870,3746,4052,3552,4222,3789,3983,3882,2887,3357,5422,3870,3746,4052,3552,4222,3789,3983,3882,2887,3357,5422,3870,3746,4052,3552,4222,3789,3983,3882,2887,3357,5422,3870,3746,4052,3552,4222,3789,3983,3882,2887,3357,5422,3870,3746,4052,3552,4222,3789,3983,3882,2887,3357,5422,3870,3746,4052,3552,4222,3789,3983,3882,2887,3357,5422,3870,3746,4052,3552,4222,3789,3983,3882,2887,3357,5422,3870,3746,4052,505
