band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
2237,2239,2114,2284,2294,2244,2162,2308,2154,2341,2216,2240,2252,2243,2237,2239,2114,2284,2294,2244,2162,2308,2154,2341,2216,2240,2252,2243,2237,2239,2114,2284,2294,2244,2162,2308,2154,2341,2216,2240,2252,2243,2237,2239,2114,2284,2294,2244,2162,2308,2154,2341,2216,2240,2252,2243,2237,2239,2114,2284,2294,2244,2162,2308,2154,2341,2216,2240,2252,2243,2237,2239,2114,2284,2294,2244,2162,2308,2154,2341,2216,2240,2252,2243,2237,2239,2114,2284,2294,2244,2162,2308,2154,2341,2216,2240,2252,2243,2237,2239,2114,2284,2294,2244,2162,2308,2154,2341,2216,2240,2252,2243,2237,2239,2114,2284,2294,2244,2162,2308,2154,2341,2216,2240,2252,2243,2237,2239,2114,2284,2294,2244,2162,2308,2154,2341,2216,2240,2252,2243,2237,2239,2114,2284,2294,2244,2162,2308,2154,2341,2216,2240,2252,2243,2237,2239,2114,2284,2294,2244,2162,2308,2154,2341,2216,2240,2252,2243,426
2450,2553,2368,2326,2776,2475,2544,2515,2441,2525,2474,2515,2551,2510,2450,2553,2368,2326,2776,2475,2544,2515,2441,2525,2474,2515,2551,2510,2450,2553,2368,2326,2776,2475,2544,2515,2441,2525,2474,2515,2551,2510,2450,2553,2368,2326,2776,2475,2544,2515,2441,2525,2474,2515,2551,2510,2450,2553,2368,2326,2776,2475,2544,2515,2441,2525,2474,2515,2551,2510,2450,2553,2368,2326,2776,2475,2544,2515,2441,2525,2474,2515,2551,2510,2450,2553,2368,2326,2776,2475,2544,2515,2441,2525,2474,2515,2551,2510,2450,2553,2368,2326,2776,2475,2544,2515,2441,2525,2474,2515,2551,2510,2450,2553,2368,2326,2776,2475,2544,2515,2441,2525,2474,2515,2551,2510,2450,2553,2368,2326,2776,2475,2544,2515,2441,2525,2474,2515,2551,2510,2450,2553,2368,2326,2776,2475,2544,2515,2441,2525,2474,2515,2551,2510,2450,2553,2368,2326,2776,2475,2544,2515,2441,2525,2474,2515,2551,2510,568
144,143,148,145,140,146,148,132,156,146,140,149,146,145,144,143,148,145,140,146,148,132,156,146,140,149,146,145,144,143,148,145,140,146,148,132,156,146,140,149,146,145,144,143,148,145,140,146,148,132,156,146,140,149,146,145,144,143,148,145,140,146,148,132,156,146,140,149,146,145,144,143,148,145,140,146,148,132,156,146,140,149,146,145,144,143,148,145,140,146,148,132,156,146,140,149,146,145,144,143,148,145,140,146,148,132,156,146,140,149,146,145,144,143,148,145,140,146,148,132,156,146,140,149,146,145,144,143,148,145,140,146,148,132,156,146,140,149,146,145,144,143,148,145,140,146,148,132,156,146,140,149,146,145,144,143,148,145,140,146,148,132,156,146,140,149,146,145,90
5121,5165,5142,5143,5142,5142,5142,5143,5140,5146,5133,5152,3725,6561,5121,5165,5142,5143,5142,5142,5142,5143,5140,5146,5133,5152,3725,6561,5121,5165,5142,5143,5142,5142,5142,5143,5140,5146,5133,5152,3725,6561,5121,5165,5142,5143,5142,5142,5142,5143,5140,5146,5133,5152,3725,6561,5121,5165,5142,5143,5142,5142,5142,5143,5140,5146,5133,5152,3725,6561,5121,5165,5142,5143,5142,5142,5142,5143,5140,5146,5133,5152,3725,6561,5121,5165,5142,5143,5142,5142,5142,5143,5140,5146,5133,5152,3725,6561,5121,5165,5142,5143,5142,5142,5142,5143,5140,5146,5133,5152,3725,6561,5121,5165,5142,5143,5142,5142,5142,5143,5140,5146,5133,5152,3725,6561,5121,5165,5142,5143,5142,5142,5142,5143,5140,5146,5133,5152,3725,6561,5121,5165,5142,5143,5142,5142,5142,5143,5140,5146,5133,5152,3725,6561,5121,5165,5142,5143,5142,5142,5142,5143,5140,5146,5133,5152,3725,6561,4
805,927,836,879,872,867,867,657,1038,576,1100,908,905,887,805,927,836,879,872,867,867,657,1038,576,1100,908,905,887,805,927,836,879,872,867,867,657,1038,576,1100,908,905,887,805,927,836,879,872,867,867,657,1038,576,1100,908,905,887,805,927,836,879,872,867,867,657,1038,576,1100,908,905,887,805,927,836,879,872,867,867,657,1038,576,1100,908,905,887,805,927,836,879,872,867,867,657,1038,576,1100,908,905,887,805,927,836,879,872,867,867,657,1038,576,1100,908,905,887,805,927,836,879,872,867,867,657,1038,576,1100,908,905,887,805,927,836,879,872,867,867,657,1038,576,1100,908,905,887,805,927,836,879,872,867,867,657,1038,576,1100,908,905,887,805,927,836,879,872,867,867,657,1038,576,1100,908,905,887,373
623,690,572,688,395,743,680,700,736,582,649,412,991,792,623,690,572,688,395,743,680,700,736,582,649,412,991,792,623,690,572,688,395,743,680,700,736,582,649,412,991,792,623,690,572,688,395,743,680,700,736,582,649,412,991,792,623,690,572,688,395,743,680,700,736,582,649,412,991,792,623,690,572,688,395,743,680,700,736,582,649,412,991,792,623,690,572,688,395,743,680,700,736,582,649,412,991,792,623,690,572,688,395,743,680,700,736,582,649,412,991,792,623,690,572,688,395,743,680,700,736,582,649,412,991,792,623,690,572,688,395,743,680,700,736,582,649,412,991,792,623,690,572,688,395,743,680,700,736,582,649,412,991,792,623,690,572,688,395,743,680,700,736,582,649,412,991,792,6
1875,2118,1636,2280,1917,2090,2033,2024,1588,2008,2386,1888,2110,2000,1875,2118,1636,2280,1917,2090,2033,2024,1588,2008,2386,1888,2110,2000,1875,2118,1636,2280,1917,2090,2033,2024,1588,2008,2386,1888,2110,2000,1875,2118,1636,2280,1917,2090,2033,2024,1588,2008,2386,1888,2110,2000,1875,2118,1636,2280,1917,2090,2033,2024,1588,2008,2386,1888,2110,2000,1875,2118,1636,2280,1917,2090,2033,2024,1588,2008,2386,1888,2110,2000,1875,2118,1636,2280,1917,2090,2033,2024,1588,2008,2386,1888,2110,2000,1875,2118,1636,2280,1917,2090,2033,2024,1588,2008,2386,1888,2110,2000,1875,2118,1636,2280,1917,2090,2033,2024,1588,2008,2386,1888,2110,2000,1875,2118,1636,2280,1917,2090,2033,2024,1588,2008,2386,1888,2110,2000,1875,2118,1636,2280,1917,2090,2033,2024,1588,2008,2386,1888,2110,2000,1875,2118,1636,2280,1917,2090,2033,2024,1588,2008,2386,1888,2110,2000,328
1139,1282,1044,1447,1101,1092,1373,1421,1192,1064,1408,1372,1212,1278,1139,1282,1044,1447,1101,1092,1373,1421,1192,1064,1408,1372,1212,1278,1139,1282,1044,1447,1101,1092,1373,1421,1192,1064,1408,1372,1212,1278,1139,1282,1044,1447,1101,1092,1373,1421,1192,1064,1408,1372,1212,1278,1139,1282,1044,1447,1101,1092,1373,1421,1192,1064,1408,1372,1212,1278,1139,1282,1044,1447,1101,1092,1373,1421,1192,1064,1408,1372,1212,1278,1139,1282,1044,1447,1101,1092,1373,1421,1192,1064,1408,1372,1212,1278,1139,1282,1044,1447,1101,1092,1373,1421,1192,1064,1408,1372,1212,1278,1139,1282,1044,1447,1101,1092,1373,1421,1192,1064,1408,1372,1212,1278,1139,1282,1044,1447,1101,1092,1373,1421,1192,1064,1408,1372,1212,1278,1139,1282,1044,1447,1101,1092,1373,1421,1192,1064,1408,1372,1212,1278,1139,1282,1044,1447,1101,1092,1373,1421,1192,1064,1408,1372,1212,1278,412
595,647,441,906,173,624,813,913,705,548,577,739,611,769,595,647,441,906,173,624,813,913,705,548,577,739,611,769,595,647,441,906,173,624,813,913,705,548,577,739,611,769,595,647,441,906,173,624,813,913,705,548,577,739,611,769,595,647,441,906,173,624,813,913,705,548,577,739,611,769,595,647,441,906,173,624,813,913,705,548,577,739,611,769,595,647,441,906,173,624,813,913,705,548,577,739,611,769,595,647,441,906,173,624,813,913,705,548,577,739,611,769,595,647,441,906,173,624,813,913,705,548,577,739,611,769,595,647,441,906,173,624,813,913,705,548,577,739,611,769,595,647,441,906,173,624,813,913,705,548,577,739,611,769,595,647,441,906,173,624,813,913,705,548,577,739,611,769,326
1774,1796,1776,1670,1906,1786,1765,1728,1850,1772,1693,1899,1732,1839,1774,1796,1776,1670,1906,1786,1765,1728,1850,1772,1693,1899,1732,1839,1774,1796,1776,1670,1906,1786,1765,1728,1850,1772,1693,1899,1732,1839,1774,1796,1776,1670,1906,1786,1765,1728,1850,1772,1693,1899,1732,1839,1774,1796,1776,1670,1906,1786,1765,1728,1850,1772,1693,1899,1732,1839,1774,1796,1776,1670,1906,1786,1765,1728,1850,1772,1693,1899,1732,1839,1774,1796,1776,1670,1906,1786,1765,1728,1850,1772,1693,1899,1732,1839,1774,1796,1776,1670,1906,1786,1765,1728,1850,1772,1693,1899,1732,1839,1774,1796,1776,1670,1906,1786,1765,1728,1850,1772,1693,1899,1732,1839,1774,1796,1776,1670,1906,1786,1765,1728,1850,1772,1693,1899,1732,1839,1774,1796,1776,1670,1906,1786,1765,1728,1850,1772,1693,1899,1732,1839,1774,1796,1776,1670,1906,1786,1765,1728,1850,1772,1693,1899,1732,1839,370
2481,2507,2487,2417,2576,2497,2490,2451,2543,2499,2486,2468,2514,2512,2481,2507,2487,2417,2576,2497,2490,2451,2543,2499,2486,2468,2514,2512,2481,2507,2487,2417,2576,2497,2490,2451,2543,2499,2486,2468,2514,2512,2481,2507,2487,2417,2576,2497,2490,2451,2543,2499,2486,2468,2514,2512,2481,2507,2487,2417,2576,2497,2490,2451,2543,2499,2486,2468,2514,2512,2481,2507,2487,2417,2576,2497,2490,2451,2543,2499,2486,2468,2514,2512,2481,2507,2487,2417,2576,2497,2490,2451,2543,2499,2486,2468,2514,2512,2481,2507,2487,2417,2576,2497,2490,2451,2543,2499,2486,2468,2514,2512,2481,2507,2487,2417,2576,2497,2490,2451,2543,2499,2486,2468,2514,2512,2481,2507,2487,2417,2576,2497,2490,2451,2543,2499,2486,2468,2514,2512,2481,2507,2487,2417,2576,2497,2490,2451,2543,2499,2486,2468,2514,2512,2481,2507,2487,2417,2576,2497,2490,2451,2543,2499,2486,2468,2514,2512,474
722,1066,894,605,995,838,1126,812,993,891,893,905,902,900,722,1066,894,605,995,838,1126,812,993,891,893,905,902,900,722,1066,894,605,995,838,1126,812,993,891,893,905,902,900,722,1066,894,605,995,838,1126,812,993,891,893,905,902,900,722,1066,894,605,995,838,1126,812,993,891,893,905,902,900,722,1066,894,605,995,838,1126,812,993,891,893,905,902,900,722,1066,894,605,995,838,1126,812,993,891,893,905,902,900,722,1066,894,605,995,838,1126,812,993,891,893,905,902,900,722,1066,894,605,995,838,1126,812,993,891,893,905,902,900,722,1066,894,605,995,838,1126,812,993,891,893,905,902,900,722,1066,894,605,995,838,1126,812,993,891,893,905,902,900,722,1066,894,605,995,838,1126,812,993,891,893,905,902,900,49
451,464,504,520,462,398,587,493,484,495,472,499,482,490,451,464,504,520,462,398,587,493,484,495,472,499,482,490,451,464,504,520,462,398,587,493,484,495,472,499,482,490,451,464,504,520,462,398,587,493,484,495,472,499,482,490,451,464,504,520,462,398,587,493,484,495,472,499,482,490,451,464,504,520,462,398,587,493,484,495,472,499,482,490,451,464,504,520,462,398,587,493,484,495,472,499,482,490,451,464,504,520,462,398,587,493,484,495,472,499,482,490,451,464,504,520,462,398,587,493,484,495,472,499,482,490,451,464,504,520,462,398,587,493,484,495,472,499,482,490,451,464,504,520,462,398,587,493,484,495,472,499,482,490,451,464,504,520,462,398,587,493,484,495,472,499,482,490,85
710,632,908,657,854,735,567,950,740,770,607,803,843,759,710,632,908,657,854,735,567,950,740,770,607,803,843,759,710,632,908,657,854,735,567,950,740,770,607,803,843,759,710,632,908,657,854,735,567,950,740,770,607,803,843,759,710,632,908,657,854,735,567,950,740,770,607,803,843,759,710,632,908,657,854,735,567,950,740,770,607,803,843,759,710,632,908,657,854,735,567,950,740,770,607,803,843,759,710,632,908,657,854,735,567,950,740,770,607,803,843,759,710,632,908,657,854,735,567,950,740,770,607,803,843,759,710,632,908,657,854,735,567,950,740,770,607,803,843,759,710,632,908,657,854,735,567,950,740,770,607,803,843,759,710,632,908,657,854,735,567,950,740,770,607,803,843,759,231
685,594,773,666,698,681,174,812,696,956,650,774,710,709,685,594,773,666,698,681,174,812,696,956,650,774,710,709,685,594,773,666,698,681,174,812,696,956,650,774,710,709,685,594,773,666,698,681,174,812,696,956,650,774,710,709,685,594,773,666,698,681,174,812,696,956,650,774,710,709,685,594,773,666,698,681,174,812,696,956,650,774,710,709,685,594,773,666,698,681,174,812,696,956,650,774,710,709,685,594,773,666,698,681,174,812,696,956,650,774,710,709,685,594,773,666,698,681,174,812,696,956,650,774,710,709,685,594,773,666,698,681,174,812,696,956,650,774,710,709,685,594,773,666,698,681,174,812,696,956,650,774,710,709,685,594,773,666,698,681,174,812,696,956,650,774,710,709,591
2125,2091,2004,2528,2314,2209,1819,2223,2596,2208,2000,2281,2313,2262,2125,2091,2004,2528,2314,2209,1819,2223,2596,2208,2000,2281,2313,2262,2125,2091,2004,2528,2314,2209,1819,2223,2596,2208,2000,2281,2313,2262,2125,2091,2004,2528,2314,2209,1819,2223,2596,2208,2000,2281,2313,2262,2125,2091,2004,2528,2314,2209,1819,2223,2596,2208,2000,2281,2313,2262,2125,2091,2004,2528,2314,2209,1819,2223,2596,2208,2000,2281,2313,2262,2125,2091,2004,2528,2314,2209,1819,2223,2596,2208,2000,2281,2313,2262,2125,2091,2004,2528,2314,2209,1819,2223,2596,2208,2000,2281,2313,2262,2125,2091,2004,2528,2314,2209,1819,2223,2596,2208,2000,2281,2313,2262,2125,2091,2004,2528,2314,2209,1819,2223,2596,2208,2000,2281,2313,2262,2125,2091,2004,2528,2314,2209,1819,2223,2596,2208,2000,2281,2313,2262,2125,2091,2004,2528,2314,2209,1819,2223,2596,2208,2000,2281,2313,2262,498
1271,1183,1445,1239,1371,1262,1298,1345,1304,1223,1381,1299,1267,1342,1271,1183,1445,1239,1371,1262,1298,1345,1304,1223,1381,1299,1267,1342,1271,1183,1445,1239,1371,1262,1298,1345,1304,1223,1381,1299,1267,1342,1271,1183,1445,1239,1371,1262,1298,1345,1304,1223,1381,1299,1267,1342,1271,1183,1445,1239,1371,1262,1298,1345,1304,1223,1381,1299,1267,1342,1271,1183,1445,1239,1371,1262,1298,1345,1304,1223,1381,1299,1267,1342,1271,1183,1445,1239,1371,1262,1298,1345,1304,1223,1381,1299,1267,1342,1271,1183,1445,1239,1371,1262,1298,1345,1304,1223,1381,1299,1267,1342,1271,1183,1445,1239,1371,1262,1298,1345,1304,1223,1381,1299,1267,1342,1271,1183,1445,1239,1371,1262,1298,1345,1304,1223,1381,1299,1267,1342,1271,1183,1445,1239,1371,1262,1298,1345,1304,1223,1381,1299,1267,1342,1271,1183,1445,1239,1371,1262,1298,1345,1304,1223,1381,1299,1267,1342,415
1594,1462,1635,1667,1488,1698,1620,1588,1589,1606,1604,1595,1596,1596,1594,1462,1635,1667,1488,1698,1620,1588,1589,1606,1604,1595,1596,1596,1594,1462,1635,1667,1488,1698,1620,1588,1589,1606,1604,1595,1596,1596,1594,1462,1635,1667,1488,1698,1620,1588,1589,1606,1604,1595,1596,1596,1594,1462,1635,1667,1488,1698,1620,1588,1589,1606,1604,1595,1596,1596,1594,1462,1635,1667,1488,1698,1620,1588,1589,1606,1604,1595,1596,1596,1594,1462,1635,1667,1488,1698,1620,1588,1589,1606,1604,1595,1596,1596,1594,1462,1635,1667,1488,1698,1620,1588,1589,1606,1604,1595,1596,1596,1594,1462,1635,1667,1488,1698,1620,1588,1589,1606,1604,1595,1596,1596,1594,1462,1635,1667,1488,1698,1620,1588,1589,1606,1604,1595,1596,1596,1594,1462,1635,1667,1488,1698,1620,1588,1589,1606,1604,1595,1596,1596,1594,1462,1635,1667,1488,1698,1620,1588,1589,1606,1604,1595,1596,1596,419
1108,738,1482,405,1362,1422,1264,212,1424,1131,1646,1182,1129,1121,1108,738,1482,405,1362,1422,1264,212,1424,1131,1646,1182,1129,1121,1108,738,1482,405,1362,1422,1264,212,1424,1131,1646,1182,1129,1121,1108,738,1482,405,1362,1422,1264,212,1424,1131,1646,1182,1129,1121,1108,738,1482,405,1362,1422,1264,212,1424,1131,1646,1182,1129,1121,1108,738,1482,405,1362,1422,1264,212,1424,1131,1646,1182,1129,1121,1108,738,1482,405,1362,1422,1264,212,1424,1131,1646,1182,1129,1121,1108,738,1482,405,1362,1422,1264,212,1424,1131,1646,1182,1129,1121,1108,738,1482,405,1362,1422,1264,212,1424,1131,1646,1182,1129,1121,1108,738,1482,405,1362,1422,1264,212,1424,1131,1646,1182,1129,1121,1108,738,1482,405,1362,1422,1264,212,1424,1131,1646,1182,1129,1121,1108,738,1482,405,1362,1422,1264,212,1424,1131,1646,1182,1129,1121,306
83,83,89,91,69,106,84,81,96,82,93,83,91,87,83,83,89,91,69,106,84,81,96,82,93,83,91,87,83,83,89,91,69,106,84,81,96,82,93,83,91,87,83,83,89,91,69,106,84,81,96,82,93,83,91,87,83,83,89,91,69,106,84,81,96,82,93,83,91,87,83,83,89,91,69,106,84,81,96,82,93,83,91,87,83,83,89,91,69,106,84,81,96,82,93,83,91,87,83,83,89,91,69,106,84,81,96,82,93,83,91,87,83,83,89,91,69,106,84,81,96,82,93,83,91,87,83,83,89,91,69,106,84,81,96,82,93,83,91,87,83,83,89,91,69,106,84,81,96,82,93,83,91,87,83,83,89,91,69,106,84,81,96,82,93,83,91,87,635
3450,2957,4443,2842,3694,4208,3126,4275,3629,3276,3583,4027,3631,3636,3450,2957,4443,2842,3694,4208,3126,4275,3629,3276,3583,4027,3631,3636,3450,2957,4443,2842,3694,4208,3126,4275,3629,3276,3583,4027,3631,3636,3450,2957,4443,2842,3694,4208,3126,4275,3629,3276,3583,4027,3631,3636,3450,2957,4443,2842,3694,4208,3126,4275,3629,3276,3583,4027,3631,3636,3450,2957,4443,2842,3694,4208,3126,4275,3629,3276,3583,4027,3631,3636,3450,2957,4443,2842,3694,4208,3126,4275,3629,3276,3583,4027,3631,3636,3450,2957,4443,2842,3694,4208,3126,4275,3629,3276,3583,4027,3631,3636,3450,2957,4443,2842,3694,4208,3126,4275,3629,3276,3583,4027,3631,3636,3450,2957,4443,2842,3694,4208,3126,4275,3629,3276,3583,4027,3631,3636,3450,2957,4443,2842,3694,4208,3126,4275,3629,3276,3583,4027,3631,3636,3450,2957,4443,2842,3694,4208,3126,4275,3629,3276,3583,4027,3631,3636,110
1605,1624,1594,1624,1599,1589,1667,1482,1747,1609,1515,1606,1721,1622,1605,1624,1594,1624,1599,1589,1667,1482,1747,1609,1515,1606,1721,1622,1605,1624,1594,1624,1599,1589,1667,1482,1747,1609,1515,1606,1721,1622,1605,1624,1594,1624,1599,1589,1667,1482,1747,1609,1515,1606,1721,1622,1605,1624,1594,1624,1599,1589,1667,1482,1747,1609,1515,1606,1721,1622,1605,1624,1594,1624,1599,1589,1667,1482,1747,1609,1515,1606,1721,1622,1605,1624,1594,1624,1599,1589,1667,1482,1747,1609,1515,1606,1721,1622,1605,1624,1594,1624,1599,1589,1667,1482,1747,1609,1515,1606,1721,1622,1605,1624,1594,1624,1599,1589,1667,1482,1747,1609,1515,1606,1721,1622,1605,1624,1594,1624,1599,1589,1667,1482,1747,1609,1515,1606,1721,1622,1605,1624,1594,1624,1599,1589,1667,1482,1747,1609,1515,1606,1721,1622,1605,1624,1594,1624,1599,1589,1667,1482,1747,1609,1515,1606,1721,1622,397
975,978,748,809,1380,990,978,698,1005,746,1052,1161,1193,1007,975,978,748,809,1380,990,978,698,1005,746,1052,1161,1193,1007,975,978,748,809,1380,990,978,698,1005,746,1052,1161,1193,1007,975,978,748,809,1380,990,978,698,1005,746,1052,1161,1193,1007,975,978,748,809,1380,990,978,698,1005,746,1052,1161,1193,1007,975,978,748,809,1380,990,978,698,1005,746,1052,1161,1193,1007,975,978,748,809,1380,990,978,698,1005,746,1052,1161,1193,1007,975,978,748,809,1380,990,978,698,1005,746,1052,1161,1193,1007,975,978,748,809,1380,990,978,698,1005,746,1052,1161,1193,1007,975,978,748,809,1380,990,978,698,1005,746,1052,1161,1193,1007,975,978,748,809,1380,990,978,698,1005,746,1052,1161,1193,1007,975,978,748,809,1380,990,978,698,1005,746,1052,1161,1193,1007,225
923,1369,1289,248,1737,1297,836,1452,1363,1251,1064,1328,659,1893,923,1369,1289,248,1737,1297,836,1452,1363,1251,1064,1328,659,1893,923,1369,1289,248,1737,1297,836,1452,1363,1251,1064,1328,659,1893,923,1369,1289,248,1737,1297,836,1452,1363,1251,1064,1328,659,1893,923,1369,1289,248,1737,1297,836,1452,1363,1251,1064,1328,659,1893,923,1369,1289,248,1737,1297,836,1452,1363,1251,1064,1328,659,1893,923,1369,1289,248,1737,1297,836,1452,1363,1251,1064,1328,659,1893,923,1369,1289,248,1737,1297,836,1452,1363,1251,1064,1328,659,1893,923,1369,1289,248,1737,1297,836,1452,1363,1251,1064,1328,659,1893,923,1369,1289,248,1737,1297,836,1452,1363,1251,1064,1328,659,1893,923,1369,1289,248,1737,1297,836,1452,1363,1251,1064,1328,659,1893,923,1369,1289,248,1737,1297,836,1452,1363,1251,1064,1328,659,1893,53
576,575,552,542,585,539,665,464,645,491,705,567,581,583,576,575,552,542,585,539,665,464,645,491,705,567,581,583,576,575,552,542,585,539,665,464,645,491,705,567,581,583,576,575,552,542,585,539,665,464,645,491,705,567,581,583,576,575,552,542,585,539,665,464,645,491,705,567,581,583,576,575,552,542,585,539,665,464,645,491,705,567,581,583,576,575,552,542,585,539,665,464,645,491,705,567,581,583,576,575,552,542,585,539,665,464,645,491,705,567,581,583,576,575,552,542,585,539,665,464,645,491,705,567,581,583,576,575,552,542,585,539,665,464,645,491,705,567,581,583,576,575,552,542,585,539,665,464,645,491,705,567,581,583,576,575,552,542,585,539,665,464,645,491,705,567,581,583,71
1933,1943,1936,1754,2124,1736,2139,1862,1991,1977,1893,1965,1965,1945,1933,1943,1936,1754,2124,1736,2139,1862,1991,1977,1893,1965,1965,1945,1933,1943,1936,1754,2124,1736,2139,1862,1991,1977,1893,1965,1965,1945,1933,1943,1936,1754,2124,1736,2139,1862,1991,1977,1893,1965,1965,1945,1933,1943,1936,1754,2124,1736,2139,1862,1991,1977,1893,1965,1965,1945,1933,1943,1936,1754,2124,1736,2139,1862,1991,1977,1893,1965,1965,1945,1933,1943,1936,1754,2124,1736,2139,1862,1991,1977,1893,1965,1965,1945,1933,1943,1936,1754,2124,1736,2139,1862,1991,1977,1893,1965,1965,1945,1933,1943,1936,1754,2124,1736,2139,1862,1991,1977,1893,1965,1965,1945,1933,1943,1936,1754,2124,1736,2139,1862,1991,1977,1893,1965,1965,1945,1933,1943,1936,1754,2124,1736,2139,1862,1991,1977,1893,1965,1965,1945,1933,1943,1936,1754,2124,1736,2139,1862,1991,1977,1893,1965,1965,1945,155
969,984,958,989,981,962,985,932,1027,965,987,977,975,978,969,984,958,989,981,962,985,932,1027,965,987,977,975,978,969,984,958,989,981,962,985,932,1027,965,987,977,975,978,969,984,958,989,981,962,985,932,1027,965,987,977,975,978,969,984,958,989,981,962,985,932,1027,965,987,977,975,978,969,984,958,989,981,962,985,932,1027,965,987,977,975,978,969,984,958,989,981,962,985,932,1027,965,987,977,975,978,969,984,958,989,981,962,985,932,1027,965,987,977,975,978,969,984,958,989,981,962,985,932,1027,965,987,977,975,978,969,984,958,989,981,962,985,932,1027,965,987,977,975,978,969,984,958,989,981,962,985,932,1027,965,987,977,975,978,969,984,958,989,981,962,985,932,1027,965,987,977,975,978,171
2447,2506,2518,2433,2467,2569,2431,2557,2458,2490,2533,2489,2472,2520,2447,2506,2518,2433,2467,2569,2431,2557,2458,2490,2533,2489,2472,2520,2447,2506,2518,2433,2467,2569,2431,2557,2458,2490,2533,2489,2472,2520,2447,2506,2518,2433,2467,2569,2431,2557,2458,2490,2533,2489,2472,2520,2447,2506,2518,2433,2467,2569,2431,2557,2458,2490,2533,2489,2472,2520,2447,2506,2518,2433,2467,2569,2431,2557,2458,2490,2533,2489,2472,2520,2447,2506,2518,2433,2467,2569,2431,2557,2458,2490,2533,2489,2472,2520,2447,2506,2518,2433,2467,2569,2431,2557,2458,2490,2533,2489,2472,2520,2447,2506,2518,2433,2467,2569,2431,2557,2458,2490,2533,2489,2472,2520,2447,2506,2518,2433,2467,2569,2431,2557,2458,2490,2533,2489,2472,2520,2447,2506,2518,2433,2467,2569,2431,2557,2458,2490,2533,2489,2472,2520,2447,2506,2518,2433,2467,2569,2431,2557,2458,2490,2533,2489,2472,2520,440
3320,3329,3112,3476,3392,3330,3313,3313,3343,3336,3309,3343,3327,3327,3320,3329,3112,3476,3392,3330,3313,3313,3343,3336,3309,3343,3327,3327,3320,3329,3112,3476,3392,3330,3313,3313,3343,3336,3309,3343,3327,3327,3320,3329,3112,3476,3392,3330,3313,3313,3343,3336,3309,3343,3327,3327,3320,3329,3112,3476,3392,3330,3313,3313,3343,3336,3309,3343,3327,3327,3320,3329,3112,3476,3392,3330,3313,3313,3343,3336,3309,3343,3327,3327,3320,3329,3112,3476,3392,3330,3313,3313,3343,3336,3309,3343,3327,3327,3320,3329,3112,3476,3392,3330,3313,3313,3343,3336,3309,3343,3327,3327,3320,3329,3112,3476,3392,3330,3313,3313,3343,3336,3309,3343,3327,3327,3320,3329,3112,3476,3392,3330,3313,3313,3343,3336,3309,3343,3327,3327,3320,3329,3112,3476,3392,3330,3313,3313,3343,3336,3309,3343,3327,3327,3320,3329,3112,3476,3392,3330,3313,3313,3343,3336,3309,3343,3327,3327,122
