band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
1638,1645,1627,1652,1634,1663,1643,1641,1604,1387,1929,1635,1559,1747,1644,1638,1645,1627,1652,1634,1663,1643,1641,1604,1387,1929,1635,1559,1747,1644,1638,1645,1627,1652,1634,1663,1643,1641,1604,1387,1929,1635,1559,1747,1644,1638,1645,1627,1652,1634,1663,1643,1641,1604,1387,1929,1635,1559,1747,1644,1638,1645,1627,1652,1634,1663,1643,1641,1604,1387,1929,1635,1559,1747,1644,1638,1645,1627,1652,1634,1663,1643,1641,1604,1387,1929,1635,1559,1747,1644,1638,1645,1627,1652,1634,1663,1643,1641,1604,1387,1929,1635,1559,1747,1644,1638,1645,1627,1652,1634,1663,1643,1641,1604,1387,1929,1635,1559,1747,1644,1638,1645,1627,1652,1634,1663,1643,1641,1604,1387,1929,1635,1559,1747,1644,1638,1645,1627,1652,1634,1663,1643,1641,1604,1387,1929,1635,1559,1747,1644,1638,1645,1627,1652,1634,1663,1643,1641,1604,1387,1929,1635,1559,1747,1644,1638,1645,1627,1652,1634,1663,1643,1641,1604,1387,1929,1635,1559,1747,1644,399
762,761,750,770,765,761,752,767,760,768,754,769,761,762,762,762,761,750,770,765,761,752,767,760,768,754,769,761,762,762,762,761,750,770,765,761,752,767,760,768,754,769,761,762,762,762,761,750,770,765,761,752,767,760,768,754,769,761,762,762,762,761,750,770,765,761,752,767,760,768,754,769,761,762,762,762,761,750,770,765,761,752,767,760,768,754,769,761,762,762,762,761,750,770,765,761,752,767,760,768,754,769,761,762,762,762,761,750,770,765,761,752,767,760,768,754,769,761,762,762,762,761,750,770,765,761,752,767,760,768,754,769,761,762,762,762,761,750,770,765,761,752,767,760,768,754,769,761,762,762,762,761,750,770,765,761,752,767,760,768,754,769,761,762,762,762,761,750,770,765,761,752,767,760,768,754,769,761,762,762,157
2403,2387,2297,2507,2413,2382,2389,2425,2416,2348,2411,2437,2354,2450,2413,2403,2387,2297,2507,2413,2382,2389,2425,2416,2348,2411,2437,2354,2450,2413,2403,2387,2297,2507,2413,2382,2389,2425,2416,2348,2411,2437,2354,2450,2413,2403,2387,2297,2507,2413,2382,2389,2425,2416,2348,2411,2437,2354,2450,2413,2403,2387,2297,2507,2413,2382,2389,2425,2416,2348,2411,2437,2354,2450,2413,2403,2387,2297,2507,2413,2382,2389,2425,2416,2348,2411,2437,2354,2450,2413,2403,2387,2297,2507,2413,2382,2389,2425,2416,2348,2411,2437,2354,2450,2413,2403,2387,2297,2507,2413,2382,2389,2425,2416,2348,2411,2437,2354,2450,2413,2403,2387,2297,2507,2413,2382,2389,2425,2416,2348,2411,2437,2354,2450,2413,2403,2387,2297,2507,2413,2382,2389,2425,2416,2348,2411,2437,2354,2450,2413,2403,2387,2297,2507,2413,2382,2389,2425,2416,2348,2411,2437,2354,2450,2413,2403,2387,2297,2507,2413,2382,2389,2425,2416,2348,2411,2437,2354,2450,2413,531
2088,2056,2078,2126,1993,2188,2042,2121,2057,2136,2061,2108,2080,2104,2090,2088,2056,2078,2126,1993,2188,2042,2121,2057,2136,2061,2108,2080,2104,2090,2088,2056,2078,2126,1993,2188,2042,2121,2057,2136,2061,2108,2080,2104,2090,2088,2056,2078,2126,1993,2188,2042,2121,2057,2136,2061,2108,2080,2104,2090,2088,2056,2078,2126,1993,2188,2042,2121,2057,2136,2061,2108,2080,2104,2090,2088,2056,2078,2126,1993,2188,2042,2121,2057,2136,2061,2108,2080,2104,2090,2088,2056,2078,2126,1993,2188,2042,2121,2057,2136,2061,2108,2080,2104,2090,2088,2056,2078,2126,1993,2188,2042,2121,2057,2136,2061,2108,2080,2104,2090,2088,2056,2078,2126,1993,2188,2042,2121,2057,2136,2061,2108,2080,2104,2090,2088,2056,2078,2126,1993,2188,2042,2121,2057,2136,2061,2108,2080,2104,2090,2088,2056,2078,2126,1993,2188,2042,2121,2057,2136,2061,2108,2080,2104,2090,2088,2056,2078,2126,1993,2188,2042,2121,2057,2136,2061,2108,2080,2104,2090,426
2312,2275,2224,2502,2307,2307,2416,2335,2325,2289,2387,2296,2372,2330,2346,2312,2275,2224,2502,2307,2307,2416,2335,2325,2289,2387,2296,2372,2330,2346,2312,2275,2224,2502,2307,2307,2416,2335,2325,2289,2387,2296,2372,2330,2346,2312,2275,2224,2502,2307,2307,2416,2335,2325,2289,2387,2296,2372,2330,2346,2312,2275,2224,2502,2307,2307,2416,2335,2325,2289,2387,2296,2372,2330,2346,2312,2275,2224,2502,2307,2307,2416,2335,2325,2289,2387,2296,2372,2330,2346,2312,2275,2224,2502,2307,2307,2416,2335,2325,2289,2387,2296,2372,2330,2346,2312,2275,2224,2502,2307,2307,2416,2335,2325,2289,2387,2296,2372,2330,2346,2312,2275,2224,2502,2307,2307,2416,2335,2325,2289,2387,2296,2372,2330,2346,2312,2275,2224,2502,2307,2307,2416,2335,2325,2289,2387,2296,2372,2330,2346,2312,2275,2224,2502,2307,2307,2416,2335,2325,2289,2387,2296,2372,2330,2346,2312,2275,2224,2502,2307,2307,2416,2335,2325,2289,2387,2296,2372,2330,2346,568
132,137,137,135,135,134,136,136,135,135,135,134,135,136,136,132,137,137,135,135,134,136,136,135,135,135,134,135,136,136,132,137,137,135,135,134,136,136,135,135,135,134,135,136,136,132,137,137,135,135,134,136,136,135,135,135,134,135,136,136,132,137,137,135,135,134,136,136,135,135,135,134,135,136,136,132,137,137,135,135,134,136,136,135,135,135,134,135,136,136,132,137,137,135,135,134,136,136,135,135,135,134,135,136,136,132,137,137,135,135,134,136,136,135,135,135,134,135,136,136,132,137,137,135,135,134,136,136,135,135,135,134,135,136,136,132,137,137,135,135,134,136,136,135,135,135,134,135,136,136,132,137,137,135,135,134,136,136,135,135,135,134,135,136,136,132,137,137,135,135,134,136,136,135,135,135,134,135,136,136,90
4800,4800,4799,4800,4800,4798,4795,4802,4762,4840,4801,4795,4683,3161,6561,4800,4800,4799,4800,4800,4798,4795,4802,4762,4840,4801,4795,4683,3161,6561,4800,4800,4799,4800,4800,4798,4795,4802,4762,4840,4801,4795,4683,3161,6561,4800,4800,4799,4800,4800,4798,4795,4802,4762,4840,4801,4795,4683,3161,6561,4800,4800,4799,4800,4800,4798,4795,4802,4762,4840,4801,4795,4683,3161,6561,4800,4800,4799,4800,4800,4798,4795,4802,4762,4840,4801,4795,4683,3161,6561,4800,4800,4799,4800,4800,4798,4795,4802,4762,4840,4801,4795,4683,3161,6561,4800,4800,4799,4800,4800,4798,4795,4802,4762,4840,4801,4795,4683,3161,6561,4800,4800,4799,4800,4800,4798,4795,4802,4762,4840,4801,4795,4683,3161,6561,4800,4800,4799,4800,4800,4798,4795,4802,4762,4840,4801,4795,4683,3161,6561,4800,4800,4799,4800,4800,4798,4795,4802,4762,4840,4801,4795,4683,3161,6561,4800,4800,4799,4800,4800,4798,4795,4802,4762,4840,4801,4795,4683,3161,6561,4
805,812,800,801,816,807,758,669,970,510,1092,584,908,905,887,805,812,800,801,816,807,758,669,970,510,1092,584,908,905,887,805,812,800,801,816,807,758,669,970,510,1092,584,908,905,887,805,812,800,801,816,807,758,669,970,510,1092,584,908,905,887,805,812,800,801,816,807,758,669,970,510,1092,584,908,905,887,805,812,800,801,816,807,758,669,970,510,1092,584,908,905,887,805,812,800,801,816,807,758,669,970,510,1092,584,908,905,887,805,812,800,801,816,807,758,669,970,510,1092,584,908,905,887,805,812,800,801,816,807,758,669,970,510,1092,584,908,905,887,805,812,800,801,816,807,758,669,970,510,1092,584,908,905,887,805,812,800,801,816,807,758,669,970,510,1092,584,908,905,887,805,812,800,801,816,807,758,669,970,510,1092,584,908,905,887,373
524,701,460,769,514,626,117,680,700,736,582,649,894,681,620,524,701,460,769,514,626,117,680,700,736,582,649,894,681,620,524,701,460,769,514,626,117,680,700,736,582,649,894,681,620,524,701,460,769,514,626,117,680,700,736,582,649,894,681,620,524,701,460,769,514,626,117,680,700,736,582,649,894,681,620,524,701,460,769,514,626,117,680,700,736,582,649,894,681,620,524,701,460,769,514,626,117,680,700,736,582,649,894,681,620,524,701,460,769,514,626,117,680,700,736,582,649,894,681,620,524,701,460,769,514,626,117,680,700,736,582,649,894,681,620,524,701,460,769,514,626,117,680,700,736,582,649,894,681,620,524,701,460,769,514,626,117,680,700,736,582,649,894,681,620,524,701,460,769,514,626,117,680,700,736,582,649,894,681,620,6
1850,1682,2006,1644,2119,1852,1830,1241,2487,1896,1806,1936,1877,1862,1865,1850,1682,2006,1644,2119,1852,1830,1241,2487,1896,1806,1936,1877,1862,1865,1850,1682,2006,1644,2119,1852,1830,1241,2487,1896,1806,1936,1877,1862,1865,1850,1682,2006,1644,2119,1852,1830,1241,2487,1896,1806,1936,1877,1862,1865,1850,1682,2006,1644,2119,1852,1830,1241,2487,1896,1806,1936,1877,1862,1865,1850,1682,2006,1644,2119,1852,1830,1241,2487,1896,1806,1936,1877,1862,1865,1850,1682,2006,1644,2119,1852,1830,1241,2487,1896,1806,1936,1877,1862,1865,1850,1682,2006,1644,2119,1852,1830,1241,2487,1896,1806,1936,1877,1862,1865,1850,1682,2006,1644,2119,1852,1830,1241,2487,1896,1806,1936,1877,1862,1865,1850,1682,2006,1644,2119,1852,1830,1241,2487,1896,1806,1936,1877,1862,1865,1850,1682,2006,1644,2119,1852,1830,1241,2487,1896,1806,1936,1877,1862,1865,1850,1682,2006,1644,2119,1852,1830,1241,2487,1896,1806,1936,1877,1862,1865,328
1139,664,1662,1091,1250,1083,1172,1230,890,1385,1088,1192,1192,1224,1163,1139,664,1662,1091,1250,1083,1172,1230,890,1385,1088,1192,1192,1224,1163,1139,664,1662,1091,1250,1083,1172,1230,890,1385,1088,1192,1192,1224,1163,1139,664,1662,1091,1250,1083,1172,1230,890,1385,1088,1192,1192,1224,1163,1139,664,1662,1091,1250,1083,1172,1230,890,1385,1088,1192,1192,1224,1163,1139,664,1662,1091,1250,1083,1172,1230,890,1385,1088,1192,1192,1224,1163,1139,664,1662,1091,1250,1083,1172,1230,890,1385,1088,1192,1192,1224,1163,1139,664,1662,1091,1250,1083,1172,1230,890,1385,1088,1192,1192,1224,1163,1139,664,1662,1091,1250,1083,1172,1230,890,1385,1088,1192,1192,1224,1163,1139,664,1662,1091,1250,1083,1172,1230,890,1385,1088,1192,1192,1224,1163,1139,664,1662,1091,1250,1083,1172,1230,890,1385,1088,1192,1192,1224,1163,1139,664,1662,1091,1250,1083,1172,1230,890,1385,1088,1192,1192,1224,1163,412
595,499,589,454,625,624,813,913,736,704,625,643,472,769,595,499,589,454,625,624,813,913,736,704,625,643,472,769,595,499,589,454,625,624,813,913,736,704,625,643,472,769,595,499,589,454,625,624,813,913,736,704,625,643,472,769,595,499,589,454,625,624,813,913,736,704,625,643,472,769,595,499,589,454,625,624,813,913,736,704,625,643,472,769,595,499,589,454,625,624,813,913,736,704,625,643,472,769,595,499,589,454,625,624,813,913,736,704,625,643,472,769,595,499,589,454,625,624,813,913,736,704,625,643,472,769,595,499,589,454,625,624,813,913,736,704,625,643,472,769,595,499,589,454,625,624,813,913,736,704,625,643,472,769,595,499,589,454,625,624,813,913,736,704,625,643,472,769,326,,,,,,,,,,,,
1656,1675,1661,1657,1680,1660,1654,1669,1655,1611,1727,1628,1721,1493,1839,1656,1675,1661,1657,1680,1660,1654,1669,1655,1611,1727,1628,1721,1493,1839,1656,1675,1661,1657,1680,1660,1654,1669,1655,1611,1727,1628,1721,1493,1839,1656,1675,1661,1657,1680,1660,1654,1669,1655,1611,1727,1628,1721,1493,1839,1656,1675,1661,1657,1680,1660,1654,1669,1655,1611,1727,1628,1721,1493,1839,1656,1675,1661,1657,1680,1660,1654,1669,1655,1611,1727,1628,1721,1493,1839,1656,1675,1661,1657,1680,1660,1654,1669,1655,1611,1727,1628,1721,1493,1839,1656,1675,1661,1657,1680,1660,1654,1669,1655,1611,1727,1628,1721,1493,1839,1656,1675,1661,1657,1680,1660,1654,1669,1655,1611,1727,1628,1721,1493,1839,1656,1675,1661,1657,1680,1660,1654,1669,1655,1611,1727,1628,1721,1493,1839,1656,1675,1661,1657,1680,1660,1654,1669,1655,1611,1727,1628,1721,1493,1839,1656,1675,1661,1657,1680,1660,1654,1669,1655,1611,1727,1628,1721,1493,1839,370
2302,2355,2329,2304,2348,2328,2318,2343,2199,2408,2380,2320,2337,2312,2345,2302,2355,2329,2304,2348,2328,2318,2343,2199,2408,2380,2320,2337,2312,2345,2302,2355,2329,2304,2348,2328,2318,2343,2199,2408,2380,2320,2337,2312,2345,2302,2355,2329,2304,2348,2328,2318,2343,2199,2408,2380,2320,2337,2312,2345,2302,2355,2329,2304,2348,2328,2318,2343,2199,2408,2380,2320,2337,2312,2345,2302,2355,2329,2304,2348,2328,2318,2343,2199,2408,2380,2320,2337,2312,2345,2302,2355,2329,2304,2348,2328,2318,2343,2199,2408,2380,2320,2337,2312,2345,2302,2355,2329,2304,2348,2328,2318,2343,2199,2408,2380,2320,2337,2312,2345,2302,2355,2329,2304,2348,2328,2318,2343,2199,2408,2380,2320,2337,2312,2345,2302,2355,2329,2304,2348,2328,2318,2343,2199,2408,2380,2320,2337,2312,2345,2302,2355,2329,2304,2348,2328,2318,2343,2199,2408,2380,2320,2337,2312,2345,2302,2355,2329,2304,2348,2328,2318,2343,2199,2408,2380,2320,2337,2312,2345,474
722,926,852,787,891,613,1061,835,696,973,827,849,833,839,838,722,926,852,787,891,613,1061,835,696,973,827,849,833,839,838,722,926,852,787,891,613,1061,835,696,973,827,849,833,839,838,722,926,852,787,891,613,1061,835,696,973,827,849,833,839,838,722,926,852,787,891,613,1061,835,696,973,827,849,833,839,838,722,926,852,787,891,613,1061,835,696,973,827,849,833,839,838,722,926,852,787,891,613,1061,835,696,973,827,849,833,839,838,722,926,852,787,891,613,1061,835,696,973,827,849,833,839,838,722,926,852,787,891,613,1061,835,696,973,827,849,833,839,838,722,926,852,787,891,613,1061,835,696,973,827,849,833,839,838,722,926,852,787,891,613,1061,835,696,973,827,849,833,839,838,722,926,852,787,891,613,1061,835,696,973,827,849,833,839,838,49
451,456,275,587,344,606,360,467,440,548,443,452,464,445,463,451,456,275,587,344,606,360,467,440,548,443,452,464,445,463,451,456,275,587,344,606,360,467,440,548,443,452,464,445,463,451,456,275,587,344,606,360,467,440,548,443,452,464,445,463,451,456,275,587,344,606,360,467,440,548,443,452,464,445,463,451,456,275,587,344,606,360,467,440,548,443,452,464,445,463,451,456,275,587,344,606,360,467,440,548,443,452,464,445,463,451,456,275,587,344,606,360,467,440,548,443,452,464,445,463,451,456,275,587,344,606,360,467,440,548,443,452,464,445,463,451,456,275,587,344,606,360,467,440,548,443,452,464,445,463,451,456,275,587,344,606,360,467,440,548,443,452,464,445,463,451,456,275,587,344,606,360,467,440,548,443,452,464,445,463,85
682,660,717,724,725,630,711,712,741,607,816,699,699,666,746,682,660,717,724,725,630,711,712,741,607,816,699,699,666,746,682,660,717,724,725,630,711,712,741,607,816,699,699,666,746,682,660,717,724,725,630,711,712,741,607,816,699,699,666,746,682,660,717,724,725,630,711,712,741,607,816,699,699,666,746,682,660,717,724,725,630,711,712,741,607,816,699,699,666,746,682,660,717,724,725,630,711,712,741,607,816,699,699,666,746,682,660,717,724,725,630,711,712,741,607,816,699,699,666,746,682,660,717,724,725,630,711,712,741,607,816,699,699,666,746,682,660,717,724,725,630,711,712,741,607,816,699,699,666,746,682,660,717,724,725,630,711,712,741,607,816,699,699,666,746,682,660,717,724,725,630,711,712,741,607,816,699,699,666,746,231
562,704,367,886,199,779,774,812,662,567,423,927,610,646,660,562,704,367,886,199,779,774,812,662,567,423,927,610,646,660,562,704,367,886,199,779,774,812,662,567,423,927,610,646,660,562,704,367,886,199,779,774,812,662,567,423,927,610,646,660,562,704,367,886,199,779,774,812,662,567,423,927,610,646,660,562,704,367,886,199,779,774,812,662,567,423,927,610,646,660,562,704,367,886,199,779,774,812,662,567,423,927,610,646,660,562,704,367,886,199,779,774,812,662,567,423,927,610,646,660,562,704,367,886,199,779,774,812,662,567,423,927,610,646,660,562,704,367,886,199,779,774,812,662,567,423,927,610,646,660,562,704,367,886,199,779,774,812,662,567,423,927,610,646,660,562,704,367,886,199,779,774,812,662,567,423,927,610,646,660,591
2048,2082,2042,1591,2135,1887,2139,2493,2105,2056,2112,1937,1771,2391,2184,2048,2082,2042,1591,2135,1887,2139,2493,2105,2056,2112,1937,1771,2391,2184,2048,2082,2042,1591,2135,1887,2139,2493,2105,2056,2112,1937,1771,2391,2184,2048,2082,2042,1591,2135,1887,2139,2493,2105,2056,2112,1937,1771,2391,2184,2048,2082,2042,1591,2135,1887,2139,2493,2105,2056,2112,1937,1771,2391,2184,2048,2082,2042,1591,2135,1887,2139,2493,2105,2056,2112,1937,1771,2391,2184,2048,2082,2042,1591,2135,1887,2139,2493,2105,2056,2112,1937,1771,2391,2184,2048,2082,2042,1591,2135,1887,2139,2493,2105,2056,2112,1937,1771,2391,2184,2048,2082,2042,1591,2135,1887,2139,2493,2105,2056,2112,1937,1771,2391,2184,2048,2082,2042,1591,2135,1887,2139,2493,2105,2056,2112,1937,1771,2391,2184,2048,2082,2042,1591,2135,1887,2139,2493,2105,2056,2112,1937,1771,2391,2184,2048,2082,2042,1591,2135,1887,2139,2493,2105,2056,2112,1937,1771,2391,2184,498
1191,1178,1275,1149,944,1555,1066,1232,1344,1173,1259,1167,1266,1208,1223,1191,1178,1275,1149,944,1555,1066,1232,1344,1173,1259,1167,1266,1208,1223,1191,1178,1275,1149,944,1555,1066,1232,1344,1173,1259,1167,1266,1208,1223,1191,1178,1275,1149,944,1555,1066,1232,1344,1173,1259,1167,1266,1208,1223,1191,1178,1275,1149,944,1555,1066,1232,1344,1173,1259,1167,1266,1208,1223,1191,1178,1275,1149,944,1555,1066,1232,1344,1173,1259,1167,1266,1208,1223,1191,1178,1275,1149,944,1555,1066,1232,1344,1173,1259,1167,1266,1208,1223,1191,1178,1275,1149,944,1555,1066,1232,1344,1173,1259,1167,1266,1208,1223,1191,1178,1275,1149,944,1555,1066,1232,1344,1173,1259,1167,1266,1208,1223,1191,1178,1275,1149,944,1555,1066,1232,1344,1173,1259,1167,1266,1208,1223,1191,1178,1275,1149,944,1555,1066,1232,1344,1173,1259,1167,1266,1208,1223,1191,1178,1275,1149,944,1555,1066,1232,1344,1173,1259,1167,1266,1208,1223,415
1471,1410,1587,1487,1491,1482,1494,1440,1290,1719,1343,1634,1376,1624,1490,1471,1410,1587,1487,1491,1482,1494,1440,1290,1719,1343,1634,1376,1624,1490,1471,1410,1587,1487,1491,1482,1494,1440,1290,1719,1343,1634,1376,1624,1490,1471,1410,1587,1487,1491,1482,1494,1440,1290,1719,1343,1634,1376,1624,1490,1471,1410,1587,1487,1491,1482,1494,1440,1290,1719,1343,1634,1376,1624,1490,1471,1410,1587,1487,1491,1482,1494,1440,1290,1719,1343,1634,1376,1624,1490,1471,1410,1587,1487,1491,1482,1494,1440,1290,1719,1343,1634,1376,1624,1490,1471,1410,1587,1487,1491,1482,1494,1440,1290,1719,1343,1634,1376,1624,1490,1471,1410,1587,1487,1491,1482,1494,1440,1290,1719,1343,1634,1376,1624,1490,1471,1410,1587,1487,1491,1482,1494,1440,1290,1719,1343,1634,1376,1624,1490,1471,1410,1587,1487,1491,1482,1494,1440,1290,1719,1343,1634,1376,1624,1490,1471,1410,1587,1487,1491,1482,1494,1440,1290,1719,1343,1634,1376,1624,1490,419
1033,813,814,1073,1362,1113,309,1476,1365,1046,953,1084,1090,1050,1045,1033,813,814,1073,1362,1113,309,1476,1365,1046,953,1084,1090,1050,1045,1033,813,814,1073,1362,1113,309,1476,1365,1046,953,1084,1090,1050,1045,1033,813,814,1073,1362,1113,309,1476,1365,1046,953,1084,1090,1050,1045,1033,813,814,1073,1362,1113,309,1476,1365,1046,953,1084,1090,1050,1045,1033,813,814,1073,1362,1113,309,1476,1365,1046,953,1084,1090,1050,1045,1033,813,814,1073,1362,1113,309,1476,1365,1046,953,1084,1090,1050,1045,1033,813,814,1073,1362,1113,309,1476,1365,1046,953,1084,1090,1050,1045,1033,813,814,1073,1362,1113,309,1476,1365,1046,953,1084,1090,1050,1045,1033,813,814,1073,1362,1113,309,1476,1365,1046,953,1084,1090,1050,1045,1033,813,814,1073,1362,1113,309,1476,1365,1046,953,1084,1090,1050,1045,1033,813,814,1073,1362,1113,309,1476,1365,1046,953,1084,1090,1050,1045,306
80,83,76,86,81,68,94,82,79,80,84,81,80,81,83,80,83,76,86,81,68,94,82,79,80,84,81,80,81,83,80,83,76,86,81,68,94,82,79,80,84,81,80,81,83,80,83,76,86,81,68,94,82,79,80,84,81,80,81,83,80,83,76,86,81,68,94,82,79,80,84,81,80,81,83,80,83,76,86,81,68,94,82,79,80,84,81,80,81,83,80,83,76,86,81,68,94,82,79,80,84,81,80,81,83,80,83,76,86,81,68,94,82,79,80,84,81,80,81,83,80,83,76,86,81,68,94,82,79,80,84,81,80,81,83,80,83,76,86,81,68,94,82,79,80,84,81,80,81,83,80,83,76,86,81,68,94,82,79,80,84,81,80,81,83,80,83,76,86,81,68,94,82,79,80,84,81,80,81,83,635
3386,3021,3162,3123,3706,3891,3386,3371,3170,3301,3685,3417,3386,3268,3504,3386,3021,3162,3123,3706,3891,3386,3371,3170,3301,3685,3417,3386,3268,3504,3386,3021,3162,3123,3706,3891,3386,3371,3170,3301,3685,3417,3386,3268,3504,3386,3021,3162,3123,3706,3891,3386,3371,3170,3301,3685,3417,3386,3268,3504,3386,3021,3162,3123,3706,3891,3386,3371,3170,3301,3685,3417,3386,3268,3504,3386,3021,3162,3123,3706,3891,3386,3371,3170,3301,3685,3417,3386,3268,3504,3386,3021,3162,3123,3706,3891,3386,3371,3170,3301,3685,3417,3386,3268,3504,3386,3021,3162,3123,3706,3891,3386,3371,3170,3301,3685,3417,3386,3268,3504,3386,3021,3162,3123,3706,3891,3386,3371,3170,3301,3685,3417,3386,3268,3504,3386,3021,3162,3123,3706,3891,3386,3371,3170,3301,3685,3417,3386,3268,3504,3386,3021,3162,3123,3706,3891,3386,3371,3170,3301,3685,3417,3386,3268,3504,3386,3021,3162,3123,3706,3891,3386,3371,3170,3301,3685,3417,3386,3268,3504,110
1504,1416,1601,1507,1488,1521,1512,1506,1478,1536,1421,1582,1518,1499,1515,1504,1416,1601,1507,1488,1521,1512,1506,1478,1536,1421,1582,1518,1499,1515,1504,1416,1601,1507,1488,1521,1512,1506,1478,1536,1421,1582,1518,1499,1515,1504,1416,1601,1507,1488,1521,1512,1506,1478,1536,1421,1582,1518,1499,1515,1504,1416,1601,1507,1488,1521,1512,1506,1478,1536,1421,1582,1518,1499,1515,1504,1416,1601,1507,1488,1521,1512,1506,1478,1536,1421,1582,1518,1499,1515,1504,1416,1601,1507,1488,1521,1512,1506,1478,1536,1421,1582,1518,1499,1515,1504,1416,1601,1507,1488,1521,1512,1506,1478,1536,1421,1582,1518,1499,1515,1504,1416,1601,1507,1488,1521,1512,1506,1478,1536,1421,1582,1518,1499,1515,1504,1416,1601,1507,1488,1521,1512,1506,1478,1536,1421,1582,1518,1499,1515,1504,1416,1601,1507,1488,1521,1512,1506,1478,1536,1421,1582,1518,1499,1515,1504,1416,1601,1507,1488,1521,1512,1506,1478,1536,1421,1582,1518,1499,1515,397
813,720,1168,809,789,657,1224,700,676,1587,817,1016,901,836,1007,813,720,1168,809,789,657,1224,700,676,1587,817,1016,901,836,1007,813,720,1168,809,789,657,1224,700,676,1587,817,1016,901,836,1007,813,720,1168,809,789,657,1224,700,676,1587,817,1016,901,836,1007,813,720,1168,809,789,657,1224,700,676,1587,817,1016,901,836,1007,813,720,1168,809,789,657,1224,700,676,1587,817,1016,901,836,1007,813,720,1168,809,789,657,1224,700,676,1587,817,1016,901,836,1007,813,720,1168,809,789,657,1224,700,676,1587,817,1016,901,836,1007,813,720,1168,809,789,657,1224,700,676,1587,817,1016,901,836,1007,813,720,1168,809,789,657,1224,700,676,1587,817,1016,901,836,1007,813,720,1168,809,789,657,1224,700,676,1587,817,1016,901,836,1007,813,720,1168,809,789,657,1224,700,676,1587,817,1016,901,836,1007,225
923,1304,332,1270,1737,2133,1452,1363,1251,1064,1328,1427,1125,923,1304,332,1270,1737,2133,1452,1363,1251,1064,1328,1427,1125,923,1304,332,1270,1737,2133,1452,1363,1251,1064,1328,1427,1125,923,1304,332,1270,1737,2133,1452,1363,1251,1064,1328,1427,1125,923,1304,332,1270,1737,2133,1452,1363,1251,1064,1328,1427,1125,923,1304,332,1270,1737,2133,1452,1363,1251,1064,1328,1427,1125,923,1304,332,1270,1737,2133,1452,1363,1251,1064,1328,1427,1125,923,1304,332,1270,1737,2133,1452,1363,1251,1064,1328,1427,1125,923,1304,332,1270,1737,2133,1452,1363,1251,1064,1328,1427,1125,923,1304,332,1270,1737,2133,1452,1363,1251,1064,1328,1427,1125,923,1304,332,1270,1737,2133,1452,1363,1251,1064,1328,1427,1125,923,1304,332,1270,1737,2133,1452,1363,1251,1064,1328,1427,1125,53,,,,,,,,,,,,,,,,,,,,,,,,
