band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
1473,1761,1563,1327,1997,1670,1633,1529,1654,1788,1641,1634,1648,1473,1761,1563,1327,1997,1670,1633,1529,1654,1788,1641,1634,1648,1473,1761,1563,1327,1997,1670,1633,1529,1654,1788,1641,1634,1648,1473,1761,1563,1327,1997,1670,1633,1529,1654,1788,1641,1634,1648,1473,1761,1563,1327,1997,1670,1633,1529,1654,1788,1641,1634,1648,1473,1761,1563,1327,1997,1670,1633,1529,1654,1788,1641,1634,1648,1473,1761,1563,1327,1997,1670,1633,1529,1654,1788,1641,1634,1648,1473,1761,1563,1327,1997,1670,1633,1529,1654,1788,1641,1634,1648,1473,1761,1563,1327,1997,1670,1633,1529,1654,1788,1641,1634,1648,1473,1761,1563,1327,1997,1670,1633,1529,1654,1788,1641,1634,1648,1473,1761,1563,1327,1997,1670,1633,1529,1654,1788,1641,1634,1648,1473,1761,1563,1327,1997,1670,1633,1529,1654,1788,1641,1634,1648,123
163,157,165,163,161,160,168,154,171,162,163,162,163,163,157,165,163,161,160,168,154,171,162,163,162,163,163,157,165,163,161,160,168,154,171,162,163,162,163,163,157,165,163,161,160,168,154,171,162,163,162,163,163,157,165,163,161,160,168,154,171,162,163,162,163,163,157,165,163,161,160,168,154,171,162,163,162,163,163,157,165,163,161,160,168,154,171,162,163,162,163,163,157,165,163,161,160,168,154,171,162,163,162,163,163,157,165,163,161,160,168,154,171,162,163,162,163,163,157,165,163,161,160,168,154,171,162,163,162,163,163,157,165,163,161,160,168,154,171,162,163,162,163,163,157,165,163,161,160,168,154,171,162,163,162,163,496
4454,4188,4691,4445,4497,4375,4352,4162,4846,4445,4308,4690,4485,4454,4188,4691,4445,4497,4375,4352,4162,4846,4445,4308,4690,4485,4454,4188,4691,4445,4497,4375,4352,4162,4846,4445,4308,4690,4485,4454,4188,4691,4445,4497,4375,4352,4162,4846,4445,4308,4690,4485,4454,4188,4691,4445,4497,4375,4352,4162,4846,4445,4308,4690,4485,4454,4188,4691,4445,4497,4375,4352,4162,4846,4445,4308,4690,4485,4454,4188,4691,4445,4497,4375,4352,4162,4846,4445,4308,4690,4485,4454,4188,4691,4445,4497,4375,4352,4162,4846,4445,4308,4690,4485,4454,4188,4691,4445,4497,4375,4352,4162,4846,4445,4308,4690,4485,4454,4188,4691,4445,4497,4375,4352,4162,4846,4445,4308,4690,4485,4454,4188,4691,4445,4497,4375,4352,4162,4846,4445,4308,4690,4485,4454,4188,4691,4445,4497,4375,4352,4162,4846,4445,4308,4690,4485,510
2116,2083,2107,2173,2029,2169,2155,2128,2092,2149,2116,2110,2135,2116,2083,2107,2173,2029,2169,2155,2128,2092,2149,2116,2110,2135,2116,2083,2107,2173,2029,2169,2155,2128,2092,2149,2116,2110,2135,2116,2083,2107,2173,2029,2169,2155,2128,2092,2149,2116,2110,2135,2116,2083,2107,2173,2029,2169,2155,2128,2092,2149,2116,2110,2135,2116,2083,2107,2173,2029,2169,2155,2128,2092,2149,2116,2110,2135,2116,2083,2107,2173,2029,2169,2155,2128,2092,2149,2116,2110,2135,2116,2083,2107,2173,2029,2169,2155,2128,2092,2149,2116,2110,2135,2116,2083,2107,2173,2029,2169,2155,2128,2092,2149,2116,2110,2135,2116,2083,2107,2173,2029,2169,2155,2128,2092,2149,2116,2110,2135,2116,2083,2107,2173,2029,2169,2155,2128,2092,2149,2116,2110,2135,2116,2083,2107,2173,2029,2169,2155,2128,2092,2149,2116,2110,2135,129
716,711,724,620,827,686,750,722,718,720,719,722,720,716,711,724,620,827,686,750,722,718,720,719,722,720,716,711,724,620,827,686,750,722,718,720,719,722,720,716,711,724,620,827,686,750,722,718,720,719,722,720,716,711,724,620,827,686,750,722,718,720,719,722,720,716,711,724,620,827,686,750,722,718,720,719,722,720,716,711,724,620,827,686,750,722,718,720,719,722,720,716,711,724,620,827,686,750,722,718,720,719,722,720,716,711,724,620,827,686,750,722,718,720,719,722,720,716,711,724,620,827,686,750,722,718,720,719,722,720,716,711,724,620,827,686,750,722,718,720,719,722,720,716,711,724,620,827,686,750,722,718,720,719,722,720,354
658,473,928,653,653,743,668,680,560,519,793,903,693,658,473,928,653,653,743,668,680,560,519,793,903,693,658,473,928,653,653,743,668,680,560,519,793,903,693,658,473,928,653,653,743,668,680,560,519,793,903,693,658,473,928,653,653,743,668,680,560,519,793,903,693,658,473,928,653,653,743,668,680,560,519,793,903,693,658,473,928,653,653,743,668,680,560,519,793,903,693,658,473,928,653,653,743,668,680,560,519,793,903,693,658,473,928,653,653,743,668,680,560,519,793,903,693,658,473,928,653,653,743,668,680,560,519,793,903,693,658,473,928,653,653,743,668,680,560,519,793,903,693,658,473,928,653,653,743,668,680,560,519,793,903,693,202
849,624,713,965,913,870,913,596,1001,1081,704,1083,898,849,624,713,965,913,870,913,596,1001,1081,704,1083,898,849,624,713,965,913,870,913,596,1001,1081,704,1083,898,849,624,713,965,913,870,913,596,1001,1081,704,1083,898,849,624,713,965,913,870,913,596,1001,1081,704,1083,898,849,624,713,965,913,870,913,596,1001,1081,704,1083,898,849,624,713,965,913,870,913,596,1001,1081,704,1083,898,849,624,713,965,913,870,913,596,1001,1081,704,1083,898,849,624,713,965,913,870,913,596,1001,1081,704,1083,898,849,624,713,965,913,870,913,596,1001,1081,704,1083,898,849,624,713,965,913,870,913,596,1001,1081,704,1083,898,849,624,713,965,913,870,913,596,1001,1081,704,1083,898,255
1578,2886,2138,1965,2624,862,2059,3808,1509,2523,2542,2432,2259,1578,2886,2138,1965,2624,862,2059,3808,1509,2523,2542,2432,2259,1578,2886,2138,1965,2624,862,2059,3808,1509,2523,2542,2432,2259,1578,2886,2138,1965,2624,862,2059,3808,1509,2523,2542,2432,2259,1578,2886,2138,1965,2624,862,2059,3808,1509,2523,2542,2432,2259,1578,2886,2138,1965,2624,862,2059,3808,1509,2523,2542,2432,2259,1578,2886,2138,1965,2624,862,2059,3808,1509,2523,2542,2432,2259,1578,2886,2138,1965,2624,862,2059,3808,1509,2523,2542,2432,2259,1578,2886,2138,1965,2624,862,2059,3808,1509,2523,2542,2432,2259,1578,2886,2138,1965,2624,862,2059,3808,1509,2523,2542,2432,2259,1578,2886,2138,1965,2624,862,2059,3808,1509,2523,2542,2432,2259,1578,2886,2138,1965,2624,862,2059,3808,1509,2523,2542,2432,2259,418
876,940,902,851,943,821,883,1034,921,877,945,911,909,876,940,902,851,943,821,883,1034,921,877,945,911,909,876,940,902,851,943,821,883,1034,921,877,945,911,909,876,940,902,851,943,821,883,1034,921,877,945,911,909,876,940,902,851,943,821,883,1034,921,877,945,911,909,876,940,902,851,943,821,883,1034,921,877,945,911,909,876,940,902,851,943,821,883,1034,921,877,945,911,909,876,940,902,851,943,821,883,1034,921,877,945,911,909,876,940,902,851,943,821,883,1034,921,877,945,911,909,876,940,902,851,943,821,883,1034,921,877,945,911,909,876,940,902,851,943,821,883,1034,921,877,945,911,909,876,940,902,851,943,821,883,1034,921,877,945,911,909,308
2687,2463,2935,2616,2770,2704,2710,2641,2740,2679,2523,2822,2783,2687,2463,2935,2616,2770,2704,2710,2641,2740,2679,2523,2822,2783,2687,2463,2935,2616,2770,2704,2710,2641,2740,2679,2523,2822,2783,2687,2463,2935,2616,2770,2704,2710,2641,2740,2679,2523,2822,2783,2687,2463,2935,2616,2770,2704,2710,2641,2740,2679,2523,2822,2783,2687,2463,2935,2616,2770,2704,2710,2641,2740,2679,2523,2822,2783,2687,2463,2935,2616,2770,2704,2710,2641,2740,2679,2523,2822,2783,2687,2463,2935,2616,2770,2704,2710,2641,2740,2679,2523,2822,2783,2687,2463,2935,2616,2770,2704,2710,2641,2740,2679,2523,2822,2783,2687,2463,2935,2616,2770,2704,2710,2641,2740,2679,2523,2822,2783,2687,2463,2935,2616,2770,2704,2710,2641,2740,2679,2523,2822,2783,2687,2463,2935,2616,2770,2704,2710,2641,2740,2679,2523,2822,2783,566
1392,1640,1499,1434,1582,1572,1493,1377,1610,1596,1480,1561,1521,1392,1640,1499,1434,1582,1572,1493,1377,1610,1596,1480,1561,1521,1392,1640,1499,1434,1582,1572,1493,1377,1610,1596,1480,1561,1521,1392,1640,1499,1434,1582,1572,1493,1377,1610,1596,1480,1561,1521,1392,1640,1499,1434,1582,1572,1493,1377,1610,1596,1480,1561,1521,1392,1640,1499,1434,1582,1572,1493,1377,1610,1596,1480,1561,1521,1392,1640,1499,1434,1582,1572,1493,1377,1610,1596,1480,1561,1521,1392,1640,1499,1434,1582,1572,1493,1377,1610,1596,1480,1561,1521,1392,1640,1499,1434,1582,1572,1493,1377,1610,1596,1480,1561,1521,1392,1640,1499,1434,1582,1572,1493,1377,1610,1596,1480,1561,1521,1392,1640,1499,1434,1582,1572,1493,1377,1610,1596,1480,1561,1521,1392,1640,1499,1434,1582,1572,1493,1377,1610,1596,1480,1561,1521,279
22,21,22,21,22,21,22,18,23,23,8,35,22,22,21,22,21,22,21,22,18,23,23,8,35,22,22,21,22,21,22,21,22,18,23,23,8,35,22,22,21,22,21,22,21,22,18,23,23,8,35,22,22,21,22,21,22,21,22,18,23,23,8,35,22,22,21,22,21,22,21,22,18,23,23,8,35,22,22,21,22,21,22,21,22,18,23,23,8,35,22,22,21,22,21,22,21,22,18,23,23,8,35,22,22,21,22,21,22,21,22,18,23,23,8,35,22,22,21,22,21,22,21,22,18,23,23,8,35,22,22,21,22,21,22,21,22,18,23,23,8,35,22,22,21,22,21,22,21,22,18,23,23,8,35,22,92
1453,2141,1665,1722,2869,2117,1997,1777,2192,1937,2082,2001,2000,1453,2141,1665,1722,2869,2117,1997,1777,2192,1937,2082,2001,2000,1453,2141,1665,1722,2869,2117,1997,1777,2192,1937,2082,2001,2000,1453,2141,1665,1722,2869,2117,1997,1777,2192,1937,2082,2001,2000,1453,2141,1665,1722,2869,2117,1997,1777,2192,1937,2082,2001,2000,1453,2141,1665,1722,2869,2117,1997,1777,2192,1937,2082,2001,2000,1453,2141,1665,1722,2869,2117,1997,1777,2192,1937,2082,2001,2000,1453,2141,1665,1722,2869,2117,1997,1777,2192,1937,2082,2001,2000,1453,2141,1665,1722,2869,2117,1997,1777,2192,1937,2082,2001,2000,1453,2141,1665,1722,2869,2117,1997,1777,2192,1937,2082,2001,2000,1453,2141,1665,1722,2869,2117,1997,1777,2192,1937,2082,2001,2000,1453,2141,1665,1722,2869,2117,1997,1777,2192,1937,2082,2001,2000,258
385,321,446,387,395,377,362,419,354,425,345,429,396,385,321,446,387,395,377,362,419,354,425,345,429,396,385,321,446,387,395,377,362,419,354,425,345,429,396,385,321,446,387,395,377,362,419,354,425,345,429,396,385,321,446,387,395,377,362,419,354,425,345,429,396,385,321,446,387,395,377,362,419,354,425,345,429,396,385,321,446,387,395,377,362,419,354,425,345,429,396,385,321,446,387,395,377,362,419,354,425,345,429,396,385,321,446,387,395,377,362,419,354,425,345,429,396,385,321,446,387,395,377,362,419,354,425,345,429,396,385,321,446,387,395,377,362,419,354,425,345,429,396,385,321,446,387,395,377,362,419,354,425,345,429,396,285
983,967,1034,978,952,1073,937,1059,969,1025,985,1012,998,983,967,1034,978,952,1073,937,1059,969,1025,985,1012,998,983,967,1034,978,952,1073,937,1059,969,1025,985,1012,998,983,967,1034,978,952,1073,937,1059,969,1025,985,1012,998,983,967,1034,978,952,1073,937,1059,969,1025,985,1012,998,983,967,1034,978,952,1073,937,1059,969,1025,985,1012,998,983,967,1034,978,952,1073,937,1059,969,1025,985,1012,998,983,967,1034,978,952,1073,937,1059,969,1025,985,1012,998,983,967,1034,978,952,1073,937,1059,969,1025,985,1012,998,983,967,1034,978,952,1073,937,1059,969,1025,985,1012,998,983,967,1034,978,952,1073,937,1059,969,1025,985,1012,998,983,967,1034,978,952,1073,937,1059,969,1025,985,1012,998,185
409,383,526,570,750,773,790,803,722,717,847,611,409,383,526,570,750,773,790,803,722,717,847,611,409,383,526,570,750,773,790,803,722,717,847,611,409,383,526,570,750,773,790,803,722,717,847,611,409,383,526,570,750,773,790,803,722,717,847,611,409,383,526,570,750,773,790,803,722,717,847,611,409,383,526,570,750,773,790,803,722,717,847,611,409,383,526,570,750,773,790,803,722,717,847,611,409,383,526,570,750,773,790,803,722,717,847,611,409,383,526,570,750,773,790,803,722,717,847,611,409,383,526,570,750,773,790,803,722,717,847,611,409,383,526,570,750,773,790,803,722,717,847,611,82,,,,,,,,,,,,
572,893,1122,827,710,806,1111,802,922,848,869,885,872,572,893,1122,827,710,806,1111,802,922,848,869,885,872,572,893,1122,827,710,806,1111,802,922,848,869,885,872,572,893,1122,827,710,806,1111,802,922,848,869,885,872,572,893,1122,827,710,806,1111,802,922,848,869,885,872,572,893,1122,827,710,806,1111,802,922,848,869,885,872,572,893,1122,827,710,806,1111,802,922,848,869,885,872,572,893,1122,827,710,806,1111,802,922,848,869,885,872,572,893,1122,827,710,806,1111,802,922,848,869,885,872,572,893,1122,827,710,806,1111,802,922,848,869,885,872,572,893,1122,827,710,806,1111,802,922,848,869,885,872,572,893,1122,827,710,806,1111,802,922,848,869,885,872,50
1673,1616,2071,1792,1688,1488,2027,1650,1983,1823,1722,1950,1791,1673,1616,2071,1792,1688,1488,2027,1650,1983,1823,1722,1950,1791,1673,1616,2071,1792,1688,1488,2027,1650,1983,1823,1722,1950,1791,1673,1616,2071,1792,1688,1488,2027,1650,1983,1823,1722,1950,1791,1673,1616,2071,1792,1688,1488,2027,1650,1983,1823,1722,1950,1791,1673,1616,2071,1792,1688,1488,2027,1650,1983,1823,1722,1950,1791,1673,1616,2071,1792,1688,1488,2027,1650,1983,1823,1722,1950,1791,1673,1616,2071,1792,1688,1488,2027,1650,1983,1823,1722,1950,1791,1673,1616,2071,1792,1688,1488,2027,1650,1983,1823,1722,1950,1791,1673,1616,2071,1792,1688,1488,2027,1650,1983,1823,1722,1950,1791,1673,1616,2071,1792,1688,1488,2027,1650,1983,1823,1722,1950,1791,1673,1616,2071,1792,1688,1488,2027,1650,1983,1823,1722,1950,1791,296
318,314,361,401,413,430,349,344,351,304,263,419,318,314,361,401,413,430,349,344,351,304,263,419,318,314,361,401,413,430,349,344,351,304,263,419,318,314,361,401,413,430,349,344,351,304,263,419,318,314,361,401,413,430,349,344,351,304,263,419,318,314,361,401,413,430,349,344,351,304,263,419,318,314,361,401,413,430,349,344,351,304,263,419,318,314,361,401,413,430,349,344,351,304,263,419,318,314,361,401,413,430,349,344,351,304,263,419,318,314,361,401,413,430,349,344,351,304,263,419,318,314,361,401,413,430,349,344,351,304,263,419,318,314,361,401,413,430,349,344,351,304,263,419,244,,,,,,,,,,,,
666,529,682,326,921,796,657,571,846,673,664,669,667,666,529,682,326,921,796,657,571,846,673,664,669,667,666,529,682,326,921,796,657,571,846,673,664,669,667,666,529,682,326,921,796,657,571,846,673,664,669,667,666,529,682,326,921,796,657,571,846,673,664,669,667,666,529,682,326,921,796,657,571,846,673,664,669,667,666,529,682,326,921,796,657,571,846,673,664,669,667,666,529,682,326,921,796,657,571,846,673,664,669,667,666,529,682,326,921,796,657,571,846,673,664,669,667,666,529,682,326,921,796,657,571,846,673,664,669,667,666,529,682,326,921,796,657,571,846,673,664,669,667,666,529,682,326,921,796,657,571,846,673,664,669,667,287
1239,1238,1232,1157,1220,1216,1273,1181,1389,1245,1237,1242,1240,1239,1238,1232,1157,1220,1216,1273,1181,1389,1245,1237,1242,1240,1239,1238,1232,1157,1220,1216,1273,1181,1389,1245,1237,1242,1240,1239,1238,1232,1157,1220,1216,1273,1181,1389,1245,1237,1242,1240,1239,1238,1232,1157,1220,1216,1273,1181,1389,1245,1237,1242,1240,1239,1238,1232,1157,1220,1216,1273,1181,1389,1245,1237,1242,1240,1239,1238,1232,1157,1220,1216,1273,1181,1389,1245,1237,1242,1240,1239,1238,1232,1157,1220,1216,1273,1181,1389,1245,1237,1242,1240,1239,1238,1232,1157,1220,1216,1273,1181,1389,1245,1237,1242,1240,1239,1238,1232,1157,1220,1216,1273,1181,1389,1245,1237,1242,1240,1239,1238,1232,1157,1220,1216,1273,1181,1389,1245,1237,1242,1240,1239,1238,1232,1157,1220,1216,1273,1181,1389,1245,1237,1242,1240,626
261,403,856,508,377,712,531,400,578,443,641,540,525,261,403,856,508,377,712,531,400,578,443,641,540,525,261,403,856,508,377,712,531,400,578,443,641,540,525,261,403,856,508,377,712,531,400,578,443,641,540,525,261,403,856,508,377,712,531,400,578,443,641,540,525,261,403,856,508,377,712,531,400,578,443,641,540,525,261,403,856,508,377,712,531,400,578,443,641,540,525,261,403,856,508,377,712,531,400,578,443,641,540,525,261,403,856,508,377,712,531,400,578,443,641,540,525,261,403,856,508,377,712,531,400,578,443,641,540,525,261,403,856,508,377,712,531,400,578,443,641,540,525,261,403,856,508,377,712,531,400,578,443,641,540,525,45
2733,2753,2743,2062,3371,2546,3014,1624,3772,2776,2190,3336,2779,2733,2753,2743,2062,3371,2546,3014,1624,3772,2776,2190,3336,2779,2733,2753,2743,2062,3371,2546,3014,1624,3772,2776,2190,3336,2779,2733,2753,2743,2062,3371,2546,3014,1624,3772,2776,2190,3336,2779,2733,2753,2743,2062,3371,2546,3014,1624,3772,2776,2190,3336,2779,2733,2753,2743,2062,3371,2546,3014,1624,3772,2776,2190,3336,2779,2733,2753,2743,2062,3371,2546,3014,1624,3772,2776,2190,3336,2779,2733,2753,2743,2062,3371,2546,3014,1624,3772,2776,2190,3336,2779,2733,2753,2743,2062,3371,2546,3014,1624,3772,2776,2190,3336,2779,2733,2753,2743,2062,3371,2546,3014,1624,3772,2776,2190,3336,2779,2733,2753,2743,2062,3371,2546,3014,1624,3772,2776,2190,3336,2779,2733,2753,2743,2062,3371,2546,3014,1624,3772,2776,2190,3336,2779,479
668,416,979,505,678,957,1131,1133,1098,1373,775,668,416,979,505,678,957,1131,1133,1098,1373,775,668,416,979,505,678,957,1131,1133,1098,1373,775,668,416,979,505,678,957,1131,1133,1098,1373,775,668,416,979,505,678,957,1131,1133,1098,1373,775,668,416,979,505,678,957,1131,1133,1098,1373,775,668,416,979,505,678,957,1131,1133,1098,1373,775,668,416,979,505,678,957,1131,1133,1098,1373,775,668,416,979,505,678,957,1131,1133,1098,1373,775,668,416,979,505,678,957,1131,1133,1098,1373,775,668,416,979,505,678,957,1131,1133,1098,1373,775,668,416,979,505,678,957,1131,1133,1098,1373,775,352,,,,,,,,,,,,,,,,,,,,,,,,
1085,1292,1166,1218,1177,1190,1179,1069,1329,1103,1279,1190,1202,1085,1292,1166,1218,1177,1190,1179,1069,1329,1103,1279,1190,1202,1085,1292,1166,1218,1177,1190,1179,1069,1329,1103,1279,1190,1202,1085,1292,1166,1218,1177,1190,1179,1069,1329,1103,1279,1190,1202,1085,1292,1166,1218,1177,1190,1179,1069,1329,1103,1279,1190,1202,1085,1292,1166,1218,1177,1190,1179,1069,1329,1103,1279,1190,1202,1085,1292,1166,1218,1177,1190,1179,1069,1329,1103,1279,1190,1202,1085,1292,1166,1218,1177,1190,1179,1069,1329,1103,1279,1190,1202,1085,1292,1166,1218,1177,1190,1179,1069,1329,1103,1279,1190,1202,1085,1292,1166,1218,1177,1190,1179,1069,1329,1103,1279,1190,1202,1085,1292,1166,1218,1177,1190,1179,1069,1329,1103,1279,1190,1202,1085,1292,1166,1218,1177,1190,1179,1069,1329,1103,1279,1190,1202,48
2209,2172,1977,2694,1652,1610,3827,1036,3602,1939,2701,2358,2606,2209,2172,1977,2694,1652,1610,3827,1036,3602,1939,2701,2358,2606,2209,2172,1977,2694,1652,1610,3827,1036,3602,1939,2701,2358,2606,2209,2172,1977,2694,1652,1610,3827,1036,3602,1939,2701,2358,2606,2209,2172,1977,2694,1652,1610,3827,1036,3602,1939,2701,2358,2606,2209,2172,1977,2694,1652,1610,3827,1036,3602,1939,2701,2358,2606,2209,2172,1977,2694,1652,1610,3827,1036,3602,1939,2701,2358,2606,2209,2172,1977,2694,1652,1610,3827,1036,3602,1939,2701,2358,2606,2209,2172,1977,2694,1652,1610,3827,1036,3602,1939,2701,2358,2606,2209,2172,1977,2694,1652,1610,3827,1036,3602,1939,2701,2358,2606,2209,2172,1977,2694,1652,1610,3827,1036,3602,1939,2701,2358,2606,2209,2172,1977,2694,1652,1610,3827,1036,3602,1939,2701,2358,2606,339
2127,2446,2490,2561,2402,2234,2636,2372,2277,2399,2518,2488,2430,2127,2446,2490,2561,2402,2234,2636,2372,2277,2399,2518,2488,2430,2127,2446,2490,2561,2402,2234,2636,2372,2277,2399,2518,2488,2430,2127,2446,2490,2561,2402,2234,2636,2372,2277,2399,2518,2488,2430,2127,2446,2490,2561,2402,2234,2636,2372,2277,2399,2518,2488,2430,2127,2446,2490,2561,2402,2234,2636,2372,2277,2399,2518,2488,2430,2127,2446,2490,2561,2402,2234,2636,2372,2277,2399,2518,2488,2430,2127,2446,2490,2561,2402,2234,2636,2372,2277,2399,2518,2488,2430,2127,2446,2490,2561,2402,2234,2636,2372,2277,2399,2518,2488,2430,2127,2446,2490,2561,2402,2234,2636,2372,2277,2399,2518,2488,2430,2127,2446,2490,2561,2402,2234,2636,2372,2277,2399,2518,2488,2430,2127,2446,2490,2561,2402,2234,2636,2372,2277,2399,2518,2488,2430,368
1204,1734,1253,1513,1564,1448,1550,983,1845,995,1773,1659,1580,1204,1734,1253,1513,1564,1448,1550,983,1845,995,1773,1659,1580,1204,1734,1253,1513,1564,1448,1550,983,1845,995,1773,1659,1580,1204,1734,1253,1513,1564,1448,1550,983,1845,995,1773,1659,1580,1204,1734,1253,1513,1564,1448,1550,983,1845,995,1773,1659,1580,1204,1734,1253,1513,1564,1448,1550,983,1845,995,1773,1659,1580,1204,1734,1253,1513,1564,1448,1550,983,1845,995,1773,1659,1580,1204,1734,1253,1513,1564,1448,1550,983,1845,995,1773,1659,1580,1204,1734,1253,1513,1564,1448,1550,983,1845,995,1773,1659,1580,1204,1734,1253,1513,1564,1448,1550,983,1845,995,1773,1659,1580,1204,1734,1253,1513,1564,1448,1550,983,1845,995,1773,1659,1580,1204,1734,1253,1513,1564,1448,1550,983,1845,995,1773,1659,1580,632
307,252,314,330,347,322,86,469,373,181,425,348,315,307,252,314,330,347,322,86,469,373,181,425,348,315,307,252,314,330,347,322,86,469,373,181,425,348,315,307,252,314,330,347,322,86,469,373,181,425,348,315,307,252,314,330,347,322,86,469,373,181,425,348,315,307,252,314,330,347,322,86,469,373,181,425,348,315,307,252,314,330,347,322,86,469,373,181,425,348,315,307,252,314,330,347,322,86,469,373,181,425,348,315,307,252,314,330,347,322,86,469,373,181,425,348,315,307,252,314,330,347,322,86,469,373,181,425,348,315,307,252,314,330,347,322,86,469,373,181,425,348,315,307,252,314,330,347,322,86,469,373,181,425,348,315,278
1078,1429,834,1630,1150,1801,1088,1556,1202,1097,1555,1317,1435,1078,1429,834,1630,1150,1801,1088,1556,1202,1097,1555,1317,1435,1078,1429,834,1630,1150,1801,1088,1556,1202,1097,1555,1317,1435,1078,1429,834,1630,1150,1801,1088,1556,1202,1097,1555,1317,1435,1078,1429,834,1630,1150,1801,1088,1556,1202,1097,1555,1317,1435,1078,1429,834,1630,1150,1801,1088,1556,1202,1097,1555,1317,1435,1078,1429,834,1630,1150,1801,1088,1556,1202,1097,1555,1317,1435,1078,1429,834,1630,1150,1801,1088,1556,1202,1097,1555,1317,1435,1078,1429,834,1630,1150,1801,1088,1556,1202,1097,1555,1317,1435,1078,1429,834,1630,1150,1801,1088,1556,1202,1097,1555,1317,1435,1078,1429,834,1630,1150,1801,1088,1556,1202,1097,1555,1317,1435,1078,1429,834,1630,1150,1801,1088,1556,1202,1097,1555,1317,1435,336
149,146,147,151,147,149,144,147,153,149,144,146,155,149,146,147,151,147,149,144,147,153,149,144,146,155,149,146,147,151,147,149,144,147,153,149,144,146,155,149,146,147,151,147,149,144,147,153,149,144,146,155,149,146,147,151,147,149,144,147,153,149,144,146,155,149,146,147,151,147,149,144,147,153,149,144,146,155,149,146,147,151,147,149,144,147,153,149,144,146,155,149,146,147,151,147,149,144,147,153,149,144,146,155,149,146,147,151,147,149,144,147,153,149,144,146,155,149,146,147,151,147,149,144,147,153,149,144,146,155,149,146,147,151,147,149,144,147,153,149,144,146,155,149,146,147,151,147,149,144,147,153,149,144,146,155,518
704,702,706,701,707,700,702,710,658,726,724,705,708,704,702,706,701,707,700,702,710,658,726,724,705,708,704,702,706,701,707,700,702,710,658,726,724,705,708,704,702,706,701,707,700,702,710,658,726,724,705,708,704,702,706,701,707,700,702,710,658,726,724,705,708,704,702,706,701,707,700,702,710,658,726,724,705,708,704,702,706,701,707,700,702,710,658,726,724,705,708,704,702,706,701,707,700,702,710,658,726,724,705,708,704,702,706,701,707,700,702,710,658,726,724,705,708,704,702,706,701,707,700,702,710,658,726,724,705,708,704,702,706,701,707,700,702,710,658,726,724,705,708,704,702,706,701,707,700,702,710,658,726,724,705,708,371
742,718,726,782,649,807,710,780,756,688,790,730,768,742,718,726,782,649,807,710,780,756,688,790,730,768,742,718,726,782,649,807,710,780,756,688,790,730,768,742,718,726,782,649,807,710,780,756,688,790,730,768,742,718,726,782,649,807,710,780,756,688,790,730,768,742,718,726,782,649,807,710,780,756,688,790,730,768,742,718,726,782,649,807,710,780,756,688,790,730,768,742,718,726,782,649,807,710,780,756,688,790,730,768,742,718,726,782,649,807,710,780,756,688,790,730,768,742,718,726,782,649,807,710,780,756,688,790,730,768,742,718,726,782,649,807,710,780,756,688,790,730,768,742,718,726,782,649,807,710,780,756,688,790,730,768,331
