band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
2849,2855,2846,2850,2759,2954,2801,2904,2849,2855,2846,2850,2759,2954,2801,2904,2849,2855,2846,2850,2759,2954,2801,2904,2849,2855,2846,2850,2759,2954,2801,2904,2849,2855,2846,2850,2759,2954,2801,2904,2849,2855,2846,2850,2759,2954,2801,2904,2849,2855,2846,2850,2759,2954,2801,2904,2849,2855,2846,2850,2759,2954,2801,2904,2849,2855,2846,2850,2759,2954,2801,2904,2849,2855,2846,2850,2759,2954,2801,2904,2849,2855,2846,2850,2759,2954,2801,2904,2849,2855,2846,2850,2759,2954,2801,2904,105
5941,5370,6617,6030,5965,5653,6339,6010,5941,5370,6617,6030,5965,5653,6339,6010,5941,5370,6617,6030,5965,5653,6339,6010,5941,5370,6617,6030,5965,5653,6339,6010,5941,5370,6617,6030,5965,5653,6339,6010,5941,5370,6617,6030,5965,5653,6339,6010,5941,5370,6617,6030,5965,5653,6339,6010,5941,5370,6617,6030,5965,5653,6339,6010,5941,5370,6617,6030,5965,5653,6339,6010,5941,5370,6617,6030,5965,5653,6339,6010,5941,5370,6617,6030,5965,5653,6339,6010,5941,5370,6617,6030,5965,5653,6339,6010,548
707,705,699,703,718,698,716,707,707,705,699,703,718,698,716,707,707,705,699,703,718,698,716,707,707,705,699,703,718,698,716,707,707,705,699,703,718,698,716,707,707,705,699,703,718,698,716,707,707,705,699,703,718,698,716,707,707,705,699,703,718,698,716,707,707,705,699,703,718,698,716,707,707,705,699,703,718,698,716,707,707,705,699,703,718,698,716,707,707,705,699,703,718,698,716,707,86
752,716,780,700,810,720,783,753,752,716,780,700,810,720,783,753,752,716,780,700,810,720,783,753,752,716,780,700,810,720,783,753,752,716,780,700,810,720,783,753,752,716,780,700,810,720,783,753,752,716,780,700,810,720,783,753,752,716,780,700,810,720,783,753,752,716,780,700,810,720,783,753,752,716,780,700,810,720,783,753,752,716,780,700,810,720,783,753,752,716,780,700,810,720,783,753,89
1699,1727,348,2383,2073,1651,2342,1810,1699,1727,348,2383,2073,1651,2342,1810,1699,1727,348,2383,2073,1651,2342,1810,1699,1727,348,2383,2073,1651,2342,1810,1699,1727,348,2383,2073,1651,2342,1810,1699,1727,348,2383,2073,1651,2342,1810,1699,1727,348,2383,2073,1651,2342,1810,1699,1727,348,2383,2073,1651,2342,1810,1699,1727,348,2383,2073,1651,2342,1810,1699,1727,348,2383,2073,1651,2342,1810,1699,1727,348,2383,2073,1651,2342,1810,1699,1727,348,2383,2073,1651,2342,1810,280
3330,3306,3311,2593,3749,3616,3413,3333,3330,3306,3311,2593,3749,3616,3413,3333,3330,3306,3311,2593,3749,3616,3413,3333,3330,3306,3311,2593,3749,3616,3413,3333,3330,3306,3311,2593,3749,3616,3413,3333,3330,3306,3311,2593,3749,3616,3413,3333,3330,3306,3311,2593,3749,3616,3413,3333,3330,3306,3311,2593,3749,3616,3413,3333,3330,3306,3311,2593,3749,3616,3413,3333,3330,3306,3311,2593,3749,3616,3413,3333,3330,3306,3311,2593,3749,3616,3413,3333,3330,3306,3311,2593,3749,3616,3413,3333,435
248,250,248,248,250,248,249,249,248,250,248,248,250,248,249,249,248,250,248,248,250,248,249,249,248,250,248,248,250,248,249,249,248,250,248,248,250,248,249,249,248,250,248,248,250,248,249,249,248,250,248,248,250,248,249,249,248,250,248,248,250,248,249,249,248,250,248,248,250,248,249,249,248,250,248,248,250,248,249,249,248,250,248,248,250,248,249,249,248,250,248,248,250,248,249,249,97
3998,4054,4035,4058,3776,4226,4025,4125,3998,4054,4035,4058,3776,4226,4025,4125,3998,4054,4035,4058,3776,4226,4025,4125,3998,4054,4035,4058,3776,4226,4025,4125,3998,4054,4035,4058,3776,4226,4025,4125,3998,4054,4035,4058,3776,4226,4025,4125,3998,4054,4035,4058,3776,4226,4025,4125,3998,4054,4035,4058,3776,4226,4025,4125,3998,4054,4035,4058,3776,4226,4025,4125,3998,4054,4035,4058,3776,4226,4025,4125,3998,4054,4035,4058,3776,4226,4025,4125,3998,4054,4035,4058,3776,4226,4025,4125,466
786,854,823,846,796,835,853,831,786,854,823,846,796,835,853,831,786,854,823,846,796,835,853,831,786,854,823,846,796,835,853,831,786,854,823,846,796,835,853,831,786,854,823,846,796,835,853,831,786,854,823,846,796,835,853,831,786,854,823,846,796,835,853,831,786,854,823,846,796,835,853,831,786,854,823,846,796,835,853,831,786,854,823,846,796,835,853,831,786,854,823,846,796,835,853,831,223
2964,2966,2964,2949,2910,3022,2572,3371,2964,2966,2964,2949,2910,3022,2572,3371,2964,2966,2964,2949,2910,3022,2572,3371,2964,2966,2964,2949,2910,3022,2572,3371,2964,2966,2964,2949,2910,3022,2572,3371,2964,2966,2964,2949,2910,3022,2572,3371,2964,2966,2964,2949,2910,3022,2572,3371,2964,2966,2964,2949,2910,3022,2572,3371,2964,2966,2964,2949,2910,3022,2572,3371,2964,2966,2964,2949,2910,3022,2572,3371,2964,2966,2964,2949,2910,3022,2572,3371,2964,2966,2964,2949,2910,3022,2572,3371,543
298,344,291,435,396,339,369,363,298,344,291,435,396,339,369,363,298,344,291,435,396,339,369,363,298,344,291,435,396,339,369,363,298,344,291,435,396,339,369,363,298,344,291,435,396,339,369,363,298,344,291,435,396,339,369,363,298,344,291,435,396,339,369,363,298,344,291,435,396,339,369,363,298,344,291,435,396,339,369,363,298,344,291,435,396,339,369,363,298,344,291,435,396,339,369,363,228
657,813,751,729,762,59,1290,881,657,813,751,729,762,59,1290,881,657,813,751,729,762,59,1290,881,657,813,751,729,762,59,1290,881,657,813,751,729,762,59,1290,881,657,813,751,729,762,59,1290,881,657,813,751,729,762,59,1290,881,657,813,751,729,762,59,1290,881,657,813,751,729,762,59,1290,881,657,813,751,729,762,59,1290,881,657,813,751,729,762,59,1290,881,657,813,751,729,762,59,1290,881,282
2309,2921,3261,2844,2933,2094,3626,2868,2309,2921,3261,2844,2933,2094,3626,2868,2309,2921,3261,2844,2933,2094,3626,2868,2309,2921,3261,2844,2933,2094,3626,2868,2309,2921,3261,2844,2933,2094,3626,2868,2309,2921,3261,2844,2933,2094,3626,2868,2309,2921,3261,2844,2933,2094,3626,2868,2309,2921,3261,2844,2933,2094,3626,2868,2309,2921,3261,2844,2933,2094,3626,2868,2309,2921,3261,2844,2933,2094,3626,2868,2309,2921,3261,2844,2933,2094,3626,2868,2309,2921,3261,2844,2933,2094,3626,2868,488
9980,9801,9587,9023,11051,10031,10413,9995,9980,9801,9587,9023,11051,10031,10413,9995,9980,9801,9587,9023,11051,10031,10413,9995,9980,9801,9587,9023,11051,10031,10413,9995,9980,9801,9587,9023,11051,10031,10413,9995,9980,9801,9587,9023,11051,10031,10413,9995,9980,9801,9587,9023,11051,10031,10413,9995,9980,9801,9587,9023,11051,10031,10413,9995,9980,9801,9587,9023,11051,10031,10413,9995,9980,9801,9587,9023,11051,10031,10413,9995,9980,9801,9587,9023,11051,10031,10413,9995,9980,9801,9587,9023,11051,10031,10413,9995,553
1149,1446,1245,1363,1240,1353,1310,1301,1149,1446,1245,1363,1240,1353,1310,1301,1149,1446,1245,1363,1240,1353,1310,1301,1149,1446,1245,1363,1240,1353,1310,1301,1149,1446,1245,1363,1240,1353,1310,1301,1149,1446,1245,1363,1240,1353,1310,1301,1149,1446,1245,1363,1240,1353,1310,1301,1149,1446,1245,1363,1240,1353,1310,1301,1149,1446,1245,1363,1240,1353,1310,1301,1149,1446,1245,1363,1240,1353,1310,1301,1149,1446,1245,1363,1240,1353,1310,1301,1149,1446,1245,1363,1240,1353,1310,1301,137
1548,1708,1686,1467,1826,1640,1495,1810,1548,1708,1686,1467,1826,1640,1495,1810,1548,1708,1686,1467,1826,1640,1495,1810,1548,1708,1686,1467,1826,1640,1495,1810,1548,1708,1686,1467,1826,1640,1495,1810,1548,1708,1686,1467,1826,1640,1495,1810,1548,1708,1686,1467,1826,1640,1495,1810,1548,1708,1686,1467,1826,1640,1495,1810,1548,1708,1686,1467,1826,1640,1495,1810,1548,1708,1686,1467,1826,1640,1495,1810,1548,1708,1686,1467,1826,1640,1495,1810,1548,1708,1686,1467,1826,1640,1495,1810,289
2891,2940,2741,2887,2832,3197,2928,2917,2891,2940,2741,2887,2832,3197,2928,2917,2891,2940,2741,2887,2832,3197,2928,2917,2891,2940,2741,2887,2832,3197,2928,2917,2891,2940,2741,2887,2832,3197,2928,2917,2891,2940,2741,2887,2832,3197,2928,2917,2891,2940,2741,2887,2832,3197,2928,2917,2891,2940,2741,2887,2832,3197,2928,2917,2891,2940,2741,2887,2832,3197,2928,2917,2891,2940,2741,2887,2832,3197,2928,2917,2891,2940,2741,2887,2832,3197,2928,2917,2891,2940,2741,2887,2832,3197,2928,2917,421
310,319,362,549,265,532,470,495,310,319,362,549,265,532,470,495,310,319,362,549,265,532,470,495,310,319,362,549,265,532,470,495,310,319,362,549,265,532,470,495,310,319,362,549,265,532,470,495,310,319,362,549,265,532,470,495,310,319,362,549,265,532,470,495,310,319,362,549,265,532,470,495,310,319,362,549,265,532,470,495,310,319,362,549,265,532,470,495,310,319,362,549,265,532,470,495,243
5415,5695,5369,6070,5629,5645,5526,5750,5415,5695,5369,6070,5629,5645,5526,5750,5415,5695,5369,6070,5629,5645,5526,5750,5415,5695,5369,6070,5629,5645,5526,5750,5415,5695,5369,6070,5629,5645,5526,5750,5415,5695,5369,6070,5629,5645,5526,5750,5415,5695,5369,6070,5629,5645,5526,5750,5415,5695,5369,6070,5629,5645,5526,5750,5415,5695,5369,6070,5629,5645,5526,5750,5415,5695,5369,6070,5629,5645,5526,5750,5415,5695,5369,6070,5629,5645,5526,5750,5415,5695,5369,6070,5629,5645,5526,5750,511
2386,2439,2417,2410,2416,2390,2443,2418,2386,2439,2417,2410,2416,2390,2443,2418,2386,2439,2417,2410,2416,2390,2443,2418,2386,2439,2417,2410,2416,2390,2443,2418,2386,2439,2417,2410,2416,2390,2443,2418,2386,2439,2417,2410,2416,2390,2443,2418,2386,2439,2417,2410,2416,2390,2443,2418,2386,2439,2417,2410,2416,2390,2443,2418,2386,2439,2417,2410,2416,2390,2443,2418,2386,2439,2417,2410,2416,2390,2443,2418,2386,2439,2417,2410,2416,2390,2443,2418,2386,2439,2417,2410,2416,2390,2443,2418,80
2290,2415,3064,2412,2637,3665,2720,3159,2290,2415,3064,2412,2637,3665,2720,3159,2290,2415,3064,2412,2637,3665,2720,3159,2290,2415,3064,2412,2637,3665,2720,3159,2290,2415,3064,2412,2637,3665,2720,3159,2290,2415,3064,2412,2637,3665,2720,3159,2290,2415,3064,2412,2637,3665,2720,3159,2290,2415,3064,2412,2637,3665,2720,3159,2290,2415,3064,2412,2637,3665,2720,3159,2290,2415,3064,2412,2637,3665,2720,3159,2290,2415,3064,2412,2637,3665,2720,3159,2290,2415,3064,2412,2637,3665,2720,3159,610
4374,4379,4345,4271,4421,4518,4378,4393,4374,4379,4345,4271,4421,4518,4378,4393,4374,4379,4345,4271,4421,4518,4378,4393,4374,4379,4345,4271,4421,4518,4378,4393,4374,4379,4345,4271,4421,4518,4378,4393,4374,4379,4345,4271,4421,4518,4378,4393,4374,4379,4345,4271,4421,4518,4378,4393,4374,4379,4345,4271,4421,4518,4378,4393,4374,4379,4345,4271,4421,4518,4378,4393,4374,4379,4345,4271,4421,4518,4378,4393,4374,4379,4345,4271,4421,4518,4378,4393,4374,4379,4345,4271,4421,4518,4378,4393,153
4240,5038,4370,4543,5029,2287,6573,5084,4240,5038,4370,4543,5029,2287,6573,5084,4240,5038,4370,4543,5029,2287,6573,5084,4240,5038,4370,4543,5029,2287,6573,5084,4240,5038,4370,4543,5029,2287,6573,5084,4240,5038,4370,4543,5029,2287,6573,5084,4240,5038,4370,4543,5029,2287,6573,5084,4240,5038,4370,4543,5029,2287,6573,5084,4240,5038,4370,4543,5029,2287,6573,5084,4240,5038,4370,4543,5029,2287,6573,5084,4240,5038,4370,4543,5029,2287,6573,5084,4240,5038,4370,4543,5029,2287,6573,5084,446
1876,1889,1928,1884,1883,1918,1919,1902,1876,1889,1928,1884,1883,1918,1919,1902,1876,1889,1928,1884,1883,1918,1919,1902,1876,1889,1928,1884,1883,1918,1919,1902,1876,1889,1928,1884,1883,1918,1919,1902,1876,1889,1928,1884,1883,1918,1919,1902,1876,1889,1928,1884,1883,1918,1919,1902,1876,1889,1928,1884,1883,1918,1919,1902,1876,1889,1928,1884,1883,1918,1919,1902,1876,1889,1928,1884,1883,1918,1919,1902,1876,1889,1928,1884,1883,1918,1919,1902,1876,1889,1928,1884,1883,1918,1919,1902,145
1287,1057,1505,1386,1178,1433,1411,1324,1287,1057,1505,1386,1178,1433,1411,1324,1287,1057,1505,1386,1178,1433,1411,1324,1287,1057,1505,1386,1178,1433,1411,1324,1287,1057,1505,1386,1178,1433,1411,1324,1287,1057,1505,1386,1178,1433,1411,1324,1287,1057,1505,1386,1178,1433,1411,1324,1287,1057,1505,1386,1178,1433,1411,1324,1287,1057,1505,1386,1178,1433,1411,1324,1287,1057,1505,1386,1178,1433,1411,1324,1287,1057,1505,1386,1178,1433,1411,1324,1287,1057,1505,1386,1178,1433,1411,1324,63
2626,2940,2852,2542,2433,3431,2298,3325,2626,2940,2852,2542,2433,3431,2298,3325,2626,2940,2852,2542,2433,3431,2298,3325,2626,2940,2852,2542,2433,3431,2298,3325,2626,2940,2852,2542,2433,3431,2298,3325,2626,2940,2852,2542,2433,3431,2298,3325,2626,2940,2852,2542,2433,3431,2298,3325,2626,2940,2852,2542,2433,3431,2298,3325,2626,2940,2852,2542,2433,3431,2298,3325,2626,2940,2852,2542,2433,3431,2298,3325,2626,2940,2852,2542,2433,3431,2298,3325,2626,2940,2852,2542,2433,3431,2298,3325,452
2615,2646,2665,2641,2589,2688,2630,2663,2615,2646,2665,2641,2589,2688,2630,2663,2615,2646,2665,2641,2589,2688,2630,2663,2615,2646,2665,2641,2589,2688,2630,2663,2615,2646,2665,2641,2589,2688,2630,2663,2615,2646,2665,2641,2589,2688,2630,2663,2615,2646,2665,2641,2589,2688,2630,2663,2615,2646,2665,2641,2589,2688,2630,2663,2615,2646,2665,2641,2589,2688,2630,2663,2615,2646,2665,2641,2589,2688,2630,2663,2615,2646,2665,2641,2589,2688,2630,2663,2615,2646,2665,2641,2589,2688,2630,2663,434
2626,2864,2754,2181,3332,2504,3247,2977,2626,2864,2754,2181,3332,2504,3247,2977,2626,2864,2754,2181,3332,2504,3247,2977,2626,2864,2754,2181,3332,2504,3247,2977,2626,2864,2754,2181,3332,2504,3247,2977,2626,2864,2754,2181,3332,2504,3247,2977,2626,2864,2754,2181,3332,2504,3247,2977,2626,2864,2754,2181,3332,2504,3247,2977,2626,2864,2754,2181,3332,2504,3247,2977,2626,2864,2754,2181,3332,2504,3247,2977,2626,2864,2754,2181,3332,2504,3247,2977,2626,2864,2754,2181,3332,2504,3247,2977,24
1372,1692,1810,1601,1640,1606,1642,1635,1372,1692,1810,1601,1640,1606,1642,1635,1372,1692,1810,1601,1640,1606,1642,1635,1372,1692,1810,1601,1640,1606,1642,1635,1372,1692,1810,1601,1640,1606,1642,1635,1372,1692,1810,1601,1640,1606,1642,1635,1372,1692,1810,1601,1640,1606,1642,1635,1372,1692,1810,1601,1640,1606,1642,1635,1372,1692,1810,1601,1640,1606,1642,1635,1372,1692,1810,1601,1640,1606,1642,1635,1372,1692,1810,1601,1640,1606,1642,1635,1372,1692,1810,1601,1640,1606,1642,1635,189
938,1351,1138,1308,1050,1544,1305,1255,938,1351,1138,1308,1050,1544,1305,1255,938,1351,1138,1308,1050,1544,1305,1255,938,1351,1138,1308,1050,1544,1305,1255,938,1351,1138,1308,1050,1544,1305,1255,938,1351,1138,1308,1050,1544,1305,1255,938,1351,1138,1308,1050,1544,1305,1255,938,1351,1138,1308,1050,1544,1305,1255,938,1351,1138,1308,1050,1544,1305,1255,938,1351,1138,1308,1050,1544,1305,1255,938,1351,1138,1308,1050,1544,1305,1255,938,1351,1138,1308,1050,1544,1305,1255,478
2772,2747,2602,2884,2853,2660,2852,2807,2772,2747,2602,2884,2853,2660,2852,2807,2772,2747,2602,2884,2853,2660,2852,2807,2772,2747,2602,2884,2853,2660,2852,2807,2772,2747,2602,2884,2853,2660,2852,2807,2772,2747,2602,2884,2853,2660,2852,2807,2772,2747,2602,2884,2853,2660,2852,2807,2772,2747,2602,2884,2853,2660,2852,2807,2772,2747,2602,2884,2853,2660,2852,2807,2772,2747,2602,2884,2853,2660,2852,2807,2772,2747,2602,2884,2853,2660,2852,2807,2772,2747,2602,2884,2853,2660,2852,2807,580
715,739,731,771,724,755,733,746,715,739,731,771,724,755,733,746,715,739,731,771,724,755,733,746,715,739,731,771,724,755,733,746,715,739,731,771,724,755,733,746,715,739,731,771,724,755,733,746,715,739,731,771,724,755,733,746,715,739,731,771,724,755,733,746,715,739,731,771,724,755,733,746,715,739,731,771,724,755,733,746,715,739,731,771,724,755,733,746,715,739,731,771,724,755,733,746,51
1815,1771,1892,1831,1770,1884,1835,1830,1815,1771,1892,1831,1770,1884,1835,1830,1815,1771,1892,1831,1770,1884,1835,1830,1815,1771,1892,1831,1770,1884,1835,1830,1815,1771,1892,1831,1770,1884,1835,1830,1815,1771,1892,1831,1770,1884,1835,1830,1815,1771,1892,1831,1770,1884,1835,1830,1815,1771,1892,1831,1770,1884,1835,1830,1815,1771,1892,1831,1770,1884,1835,1830,1815,1771,1892,1831,1770,1884,1835,1830,1815,1771,1892,1831,1770,1884,1835,1830,1815,1771,1892,1831,1770,1884,1835,1830,592
5621,5581,5533,5784,5623,5256,4860,6781,5621,5581,5533,5784,5623,5256,4860,6781,5621,5581,5533,5784,5623,5256,4860,6781,5621,5581,5533,5784,5623,5256,4860,6781,5621,5581,5533,5784,5623,5256,4860,6781,5621,5581,5533,5784,5623,5256,4860,6781,5621,5581,5533,5784,5623,5256,4860,6781,5621,5581,5533,5784,5623,5256,4860,6781,5621,5581,5533,5784,5623,5256,4860,6781,5621,5581,5533,5784,5623,5256,4860,6781,5621,5581,5533,5784,5623,5256,4860,6781,5621,5581,5533,5784,5623,5256,4860,6781,427
2058,2948,2480,1452,3660,3258,2624,2674,2058,2948,2480,1452,3660,3258,2624,2674,2058,2948,2480,1452,3660,3258,2624,2674,2058,2948,2480,1452,3660,3258,2624,2674,2058,2948,2480,1452,3660,3258,2624,2674,2058,2948,2480,1452,3660,3258,2624,2674,2058,2948,2480,1452,3660,3258,2624,2674,2058,2948,2480,1452,3660,3258,2624,2674,2058,2948,2480,1452,3660,3258,2624,2674,2058,2948,2480,1452,3660,3258,2624,2674,2058,2948,2480,1452,3660,3258,2624,2674,2058,2948,2480,1452,3660,3258,2624,2674,81
823,1170,1155,902,635,1461,1025,1247,823,1170,1155,902,635,1461,1025,1247,823,1170,1155,902,635,1461,1025,1247,823,1170,1155,902,635,1461,1025,1247,823,1170,1155,902,635,1461,1025,1247,823,1170,1155,902,635,1461,1025,1247,823,1170,1155,902,635,1461,1025,1247,823,1170,1155,902,635,1461,1025,1247,823,1170,1155,902,635,1461,1025,1247,823,1170,1155,902,635,1461,1025,1247,823,1170,1155,902,635,1461,1025,1247,823,1170,1155,902,635,1461,1025,1247,422
5177,5186,5174,5189,5180,5180,4827,5540,5177,5186,5174,5189,5180,5180,4827,5540,5177,5186,5174,5189,5180,5180,4827,5540,5177,5186,5174,5189,5180,5180,4827,5540,5177,5186,5174,5189,5180,5180,4827,5540,5177,5186,5174,5189,5180,5180,4827,5540,5177,5186,5174,5189,5180,5180,4827,5540,5177,5186,5174,5189,5180,5180,4827,5540,5177,5186,5174,5189,5180,5180,4827,5540,5177,5186,5174,5189,5180,5180,4827,5540,5177,5186,5174,5189,5180,5180,4827,5540,5177,5186,5174,5189,5180,5180,4827,5540,18
2473,2449,2558,2504,2339,2512,2577,2582,2473,2449,2558,2504,2339,2512,2577,2582,2473,2449,2558,2504,2339,2512,2577,2582,2473,2449,2558,2504,2339,2512,2577,2582,2473,2449,2558,2504,2339,2512,2577,2582,2473,2449,2558,2504,2339,2512,2577,2582,2473,2449,2558,2504,2339,2512,2577,2582,2473,2449,2558,2504,2339,2512,2577,2582,2473,2449,2558,2504,2339,2512,2577,2582,2473,2449,2558,2504,2339,2512,2577,2582,2473,2449,2558,2504,2339,2512,2577,2582,2473,2449,2558,2504,2339,2512,2577,2582,564
3352,3492,2521,4146,3313,3342,3814,3718,3352,3492,2521,4146,3313,3342,3814,3718,3352,3492,2521,4146,3313,3342,3814,3718,3352,3492,2521,4146,3313,3342,3814,3718,3352,3492,2521,4146,3313,3342,3814,3718,3352,3492,2521,4146,3313,3342,3814,3718,3352,3492,2521,4146,3313,3342,3814,3718,3352,3492,2521,4146,3313,3342,3814,3718,3352,3492,2521,4146,3313,3342,3814,3718,3352,3492,2521,4146,3313,3342,3814,3718,3352,3492,2521,4146,3313,3342,3814,3718,3352,3492,2521,4146,3313,3342,3814,3718,628
725,796,707,773,809,764,759,767,725,796,707,773,809,764,759,767,725,796,707,773,809,764,759,767,725,796,707,773,809,764,759,767,725,796,707,773,809,764,759,767,725,796,707,773,809,764,759,767,725,796,707,773,809,764,759,767,725,796,707,773,809,764,759,767,725,796,707,773,809,764,759,767,725,796,707,773,809,764,759,767,725,796,707,773,809,764,759,767,725,796,707,773,809,764,759,767,139
1744,1727,1933,1801,1795,1773,1833,1805,1744,1727,1933,1801,1795,1773,1833,1805,1744,1727,1933,1801,1795,1773,1833,1805,1744,1727,1933,1801,1795,1773,1833,1805,1744,1727,1933,1801,1795,1773,1833,1805,1744,1727,1933,1801,1795,1773,1833,1805,1744,1727,1933,1801,1795,1773,1833,1805,1744,1727,1933,1801,1795,1773,1833,1805,1744,1727,1933,1801,1795,1773,1833,1805,1744,1727,1933,1801,1795,1773,1833,1805,1744,1727,1933,1801,1795,1773,1833,1805,1744,1727,1933,1801,1795,1773,1833,1805,163
2925,3563,3245,3223,3173,3351,3249,3248,2925,3563,3245,3223,3173,3351,3249,3248,2925,3563,3245,3223,3173,3351,3249,3248,2925,3563,3245,3223,3173,3351,3249,3248,2925,3563,3245,3223,3173,3351,3249,3248,2925,3563,3245,3223,3173,3351,3249,3248,2925,3563,3245,3223,3173,3351,3249,3248,2925,3563,3245,3223,3173,3351,3249,3248,2925,3563,3245,3223,3173,3351,3249,3248,2925,3563,3245,3223,3173,3351,3249,3248,2925,3563,3245,3223,3173,3351,3249,3248,2925,3563,3245,3223,3173,3351,3249,3248,577
2573,2224,3193,2130,2833,3005,2684,2676,2573,2224,3193,2130,2833,3005,2684,2676,2573,2224,3193,2130,2833,3005,2684,2676,2573,2224,3193,2130,2833,3005,2684,2676,2573,2224,3193,2130,2833,3005,2684,2676,2573,2224,3193,2130,2833,3005,2684,2676,2573,2224,3193,2130,2833,3005,2684,2676,2573,2224,3193,2130,2833,3005,2684,2676,2573,2224,3193,2130,2833,3005,2684,2676,2573,2224,3193,2130,2833,3005,2684,2676,2573,2224,3193,2130,2833,3005,2684,2676,2573,2224,3193,2130,2833,3005,2684,2676,123
264,252,251,287,266,263,258,271,264,252,251,287,266,263,258,271,264,252,251,287,266,263,258,271,264,252,251,287,266,263,258,271,264,252,251,287,266,263,258,271,264,252,251,287,266,263,258,271,264,252,251,287,266,263,258,271,264,252,251,287,266,263,258,271,264,252,251,287,266,263,258,271,264,252,251,287,266,263,258,271,264,252,251,287,266,263,258,271,264,252,251,287,266,263,258,271,496
7152,7290,7150,7180,7419,7216,7284,7247,7152,7290,7150,7180,7419,7216,7284,7247,7152,7290,7150,7180,7419,7216,7284,7247,7152,7290,7150,7180,7419,7216,7284,7247,7152,7290,7150,7180,7419,7216,7284,7247,7152,7290,7150,7180,7419,7216,7284,7247,7152,7290,7150,7180,7419,7216,7284,7247,7152,7290,7150,7180,7419,7216,7284,7247,7152,7290,7150,7180,7419,7216,7284,7247,7152,7290,7150,7180,7419,7216,7284,7247,7152,7290,7150,7180,7419,7216,7284,7247,7152,7290,7150,7180,7419,7216,7284,7247,510
3432,3425,3470,3341,3556,3432,3427,3479,3432,3425,3470,3341,3556,3432,3427,3479,3432,3425,3470,3341,3556,3432,3427,3479,3432,3425,3470,3341,3556,3432,3427,3479,3432,3425,3470,3341,3556,3432,3427,3479,3432,3425,3470,3341,3556,3432,3427,3479,3432,3425,3470,3341,3556,3432,3427,3479,3432,3425,3470,3341,3556,3432,3427,3479,3432,3425,3470,3341,3556,3432,3427,3479,3432,3425,3470,3341,3556,3432,3427,3479,3432,3425,3470,3341,3556,3432,3427,3479,3432,3425,3470,3341,3556,3432,3427,3479,129
1161,1078,1267,1166,1171,1172,1166,1174,1161,1078,1267,1166,1171,1172,1166,1174,1161,1078,1267,1166,1171,1172,1166,1174,1161,1078,1267,1166,1171,1172,1166,1174,1161,1078,1267,1166,1171,1172,1166,1174,1161,1078,1267,1166,1171,1172,1166,1174,1161,1078,1267,1166,1171,1172,1166,1174,1161,1078,1267,1166,1171,1172,1166,1174,1161,1078,1267,1166,1171,1172,1166,1174,1161,1078,1267,1166,1171,1172,1166,1174,1161,1078,1267,1166,1171,1172,1166,1174,1161,1078,1267,1166,1171,1172,1166,1174,354
1116,968,1263,761,1348,1079,1266,1123,1116,968,1263,761,1348,1079,1266,1123,1116,968,1263,761,1348,1079,1266,1123,1116,968,1263,761,1348,1079,1266,1123,1116,968,1263,761,1348,1079,1266,1123,1116,968,1263,761,1348,1079,1266,1123,1116,968,1263,761,1348,1079,1266,1123,1116,968,1263,761,1348,1079,1266,1123,1116,968,1263,761,1348,1079,1266,1123,1116,968,1263,761,1348,1079,1266,1123,1116,968,1263,761,1348,1079,1266,1123,1116,968,1263,761,1348,1079,1266,1123,202
849,1337,1878,1362,1578,958,1681,1567,849,1337,1878,1362,1578,958,1681,1567,849,1337,1878,1362,1578,958,1681,1567,849,1337,1878,1362,1578,958,1681,1567,849,1337,1878,1362,1578,958,1681,1567,849,1337,1878,1362,1578,958,1681,1567,849,1337,1878,1362,1578,958,1681,1567,849,1337,1878,1362,1578,958,1681,1567,849,1337,1878,1362,1578,958,1681,1567,849,1337,1878,1362,1578,958,1681,1567,849,1337,1878,1362,1578,958,1681,1567,849,1337,1878,1362,1578,958,1681,1567,255
