band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
839,840,836,822,863,841,839,840,836,822,863,841,839,840,836,822,863,841,839,840,836,822,863,841,839,840,836,822,863,841,839,840,836,822,863,841,839,840,836,822,863,841,839,840,836,822,863,841,839,840,836,822,863,841,839,840,836,822,863,841,839,840,836,822,863,841,839,840,836,822,863,841,285
2159,2162,2160,2043,2161,2287,2159,2162,2160,2043,2161,2287,2159,2162,2160,2043,2161,2287,2159,2162,2160,2043,2161,2287,2159,2162,2160,2043,2161,2287,2159,2162,2160,2043,2161,2287,2159,2162,2160,2043,2161,2287,2159,2162,2160,2043,2161,2287,2159,2162,2160,2043,2161,2287,2159,2162,2160,2043,2161,2287,2159,2162,2160,2043,2161,2287,2159,2162,2160,2043,2161,2287,185
1306,1306,799,1593,1439,1458,1306,1306,799,1593,1439,1458,1306,1306,799,1593,1439,1458,1306,1306,799,1593,1439,1458,1306,1306,799,1593,1439,1458,1306,1306,799,1593,1439,1458,1306,1306,799,1593,1439,1458,1306,1306,799,1593,1439,1458,1306,1306,799,1593,1439,1458,1306,1306,799,1593,1439,1458,1306,1306,799,1593,1439,1458,1306,1306,799,1593,1439,1458,82
1465,2264,1739,2010,1887,1874,1465,2264,1739,2010,1887,1874,1465,2264,1739,2010,1887,1874,1465,2264,1739,2010,1887,1874,1465,2264,1739,2010,1887,1874,1465,2264,1739,2010,1887,1874,1465,2264,1739,2010,1887,1874,1465,2264,1739,2010,1887,1874,1465,2264,1739,2010,1887,1874,1465,2264,1739,2010,1887,1874,1465,2264,1739,2010,1887,1874,1465,2264,1739,2010,1887,1874,50
3289,4075,4260,3882,3746,4022,3289,4075,4260,3882,3746,4022,3289,4075,4260,3882,3746,4022,3289,4075,4260,3882,3746,4022,3289,4075,4260,3882,3746,4022,3289,4075,4260,3882,3746,4022,3289,4075,4260,3882,3746,4022,3289,4075,4260,3882,3746,4022,3289,4075,4260,3882,3746,4022,3289,4075,4260,3882,3746,4022,3289,4075,4260,3882,3746,4022,3289,4075,4260,3882,3746,4022,296
632,762,413,779,695,986,632,762,413,779,695,986,632,762,413,779,695,986,632,762,413,779,695,986,632,762,413,779,695,986,632,762,413,779,695,986,632,762,413,779,695,986,632,762,413,779,695,986,632,762,413,779,695,986,632,762,413,779,695,986,632,762,413,779,695,986,632,762,413,779,695,986,244
1195,1662,1475,1394,1488,1453,1195,1662,1475,1394,1488,1453,1195,1662,1475,1394,1488,1453,1195,1662,1475,1394,1488,1453,1195,1662,1475,1394,1488,1453,1195,1662,1475,1394,1488,1453,1195,1662,1475,1394,1488,1453,1195,1662,1475,1394,1488,1453,1195,1662,1475,1394,1488,1453,1195,1662,1475,1394,1488,1453,1195,1662,1475,1394,1488,1453,1195,1662,1475,1394,1488,1453,287
2685,2611,2566,2874,2688,2685,2685,2611,2566,2874,2688,2685,2685,2611,2566,2874,2688,2685,2685,2611,2566,2874,2688,2685,2685,2611,2566,2874,2688,2685,2685,2611,2566,2874,2688,2685,2685,2611,2566,2874,2688,2685,2685,2611,2566,2874,2688,2685,2685,2611,2566,2874,2688,2685,2685,2611,2566,2874,2688,2685,2685,2611,2566,2874,2688,2685,2685,2611,2566,2874,2688,2685,626
664,1565,1032,1124,1239,1151,664,1565,1032,1124,1239,1151,664,1565,1032,1124,1239,1151,664,1565,1032,1124,1239,1151,664,1565,1032,1124,1239,1151,664,1565,1032,1124,1239,1151,664,1565,1032,1124,1239,1151,664,1565,1032,1124,1239,1151,664,1565,1032,1124,1239,1151,664,1565,1032,1124,1239,1151,664,1565,1032,1124,1239,1151,664,1565,1032,1124,1239,1151,45
5947,4344,5917,7416,5960,6115,5947,4344,5917,7416,5960,6115,5947,4344,5917,7416,5960,6115,5947,4344,5917,7416,5960,6115,5947,4344,5917,7416,5960,6115,5947,4344,5917,7416,5960,6115,5947,4344,5917,7416,5960,6115,5947,4344,5917,7416,5960,6115,5947,4344,5917,7416,5960,6115,5947,4344,5917,7416,5960,6115,5947,4344,5917,7416,5960,6115,5947,4344,5917,7416,5960,6115,479
1582,1650,971,2264,1098,2148,1582,1650,971,2264,1098,2148,1582,1650,971,2264,1098,2148,1582,1650,971,2264,1098,2148,1582,1650,971,2264,1098,2148,1582,1650,971,2264,1098,2148,1582,1650,971,2264,1098,2148,1582,1650,971,2264,1098,2148,1582,1650,971,2264,1098,2148,1582,1650,971,2264,1098,2148,1582,1650,971,2264,1098,2148,1582,1650,971,2264,1098,2148,352
2565,2588,2577,2577,2566,2606,2565,2588,2577,2577,2566,2606,2565,2588,2577,2577,2566,2606,2565,2588,2577,2577,2566,2606,2565,2588,2577,2577,2566,2606,2565,2588,2577,2577,2566,2606,2565,2588,2577,2577,2566,2606,2565,2588,2577,2577,2566,2606,2565,2588,2577,2577,2566,2606,2565,2588,2577,2577,2566,2606,2565,2588,2577,2577,2566,2606,2565,2588,2577,2577,2566,2606,48
4381,5079,4996,4970,5501,5456,4381,5079,4996,4970,5501,5456,4381,5079,4996,4970,5501,5456,4381,5079,4996,4970,5501,5456,4381,5079,4996,4970,5501,5456,4381,5079,4996,4970,5501,5456,4381,5079,4996,4970,5501,5456,4381,5079,4996,4970,5501,5456,4381,5079,4996,4970,5501,5456,4381,5079,4996,4970,5501,5456,4381,5079,4996,4970,5501,5456,4381,5079,4996,4970,5501,5456,339
5228,4671,5791,5009,5207,5474,5228,4671,5791,5009,5207,5474,5228,4671,5791,5009,5207,5474,5228,4671,5791,5009,5207,5474,5228,4671,5791,5009,5207,5474,5228,4671,5791,5009,5207,5474,5228,4671,5791,5009,5207,5474,5228,4671,5791,5009,5207,5474,5228,4671,5791,5009,5207,5474,5228,4671,5791,5009,5207,5474,5228,4671,5791,5009,5207,5474,5228,4671,5791,5009,5207,5474,368
3121,3073,3208,2733,3727,3239,3121,3073,3208,2733,3727,3239,3121,3073,3208,2733,3727,3239,3121,3073,3208,2733,3727,3239,3121,3073,3208,2733,3727,3239,3121,3073,3208,2733,3727,3239,3121,3073,3208,2733,3727,3239,3121,3073,3208,2733,3727,3239,3121,3073,3208,2733,3727,3239,3121,3073,3208,2733,3727,3239,3121,3073,3208,2733,3727,3239,3121,3073,3208,2733,3727,3239,632
675,651,632,469,951,691,675,651,632,469,951,691,675,651,632,469,951,691,675,651,632,469,951,691,675,651,632,469,951,691,675,651,632,469,951,691,675,651,632,469,951,691,675,651,632,469,951,691,675,651,632,469,951,691,675,651,632,469,951,691,675,651,632,469,951,691,675,651,632,469,951,691,278
2741,2230,3025,2578,3659,2939,2741,2230,3025,2578,3659,2939,2741,2230,3025,2578,3659,2939,2741,2230,3025,2578,3659,2939,2741,2230,3025,2578,3659,2939,2741,2230,3025,2578,3659,2939,2741,2230,3025,2578,3659,2939,2741,2230,3025,2578,3659,2939,2741,2230,3025,2578,3659,2939,2741,2230,3025,2578,3659,2939,2741,2230,3025,2578,3659,2939,2741,2230,3025,2578,3659,2939,336
319,318,325,322,320,323,319,318,325,322,320,323,319,318,325,322,320,323,319,318,325,322,320,323,319,318,325,322,320,323,319,318,325,322,320,323,319,318,325,322,320,323,319,318,325,322,320,323,319,318,325,322,320,323,319,318,325,322,320,323,319,318,325,322,320,323,319,318,325,322,320,323,518
1525,1525,1526,1419,1573,1585,1525,1525,1526,1419,1573,1585,1525,1525,1526,1419,1573,1585,1525,1525,1526,1419,1573,1585,1525,1525,1526,1419,1573,1585,1525,1525,1526,1419,1573,1585,1525,1525,1526,1419,1573,1585,1525,1525,1526,1419,1573,1585,1525,1525,1526,1419,1573,1585,1525,1525,1526,1419,1573,1585,1525,1525,1526,1419,1573,1585,1525,1525,1526,1419,1573,1585,371
1582,1415,1824,1496,1695,1634,1582,1415,1824,1496,1695,1634,1582,1415,1824,1496,1695,1634,1582,1415,1824,1496,1695,1634,1582,1415,1824,1496,1695,1634,1582,1415,1824,1496,1695,1634,1582,1415,1824,1496,1695,1634,1582,1415,1824,1496,1695,1634,1582,1415,1824,1496,1695,1634,1582,1415,1824,1496,1695,1634,1582,1415,1824,1496,1695,1634,1582,1415,1824,1496,1695,1634,331
5121,5107,5123,5135,5120,5123,5121,5107,5123,5135,5120,5123,5121,5107,5123,5135,5120,5123,5121,5107,5123,5135,5120,5123,5121,5107,5123,5135,5120,5123,5121,5107,5123,5135,5120,5123,5121,5107,5123,5135,5120,5123,5121,5107,5123,5135,5120,5123,5121,5107,5123,5135,5120,5123,5121,5107,5123,5135,5120,5123,5121,5107,5123,5135,5120,5123,5121,5107,5123,5135,5120,5123,403
2030,1819,1625,2674,1955,2124,2030,1819,1625,2674,1955,2124,2030,1819,1625,2674,1955,2124,2030,1819,1625,2674,1955,2124,2030,1819,1625,2674,1955,2124,2030,1819,1625,2674,1955,2124,2030,1819,1625,2674,1955,2124,2030,1819,1625,2674,1955,2124,2030,1819,1625,2674,1955,2124,2030,1819,1625,2674,1955,2124,2030,1819,1625,2674,1955,2124,2030,1819,1625,2674,1955,2124,37
4035,4072,4088,4108,4059,4093,4035,4072,4088,4108,4059,4093,4035,4072,4088,4108,4059,4093,4035,4072,4088,4108,4059,4093,4035,4072,4088,4108,4059,4093,4035,4072,4088,4108,4059,4093,4035,4072,4088,4108,4059,4093,4035,4072,4088,4108,4059,4093,4035,4072,4088,4108,4059,4093,4035,4072,4088,4108,4059,4093,4035,4072,4088,4108,4059,4093,4035,4072,4088,4108,4059,4093,127
2015,2139,2151,2261,2283,2170,2015,2139,2151,2261,2283,2170,2015,2139,2151,2261,2283,2170,2015,2139,2151,2261,2283,2170,2015,2139,2151,2261,2283,2170,2015,2139,2151,2261,2283,2170,2015,2139,2151,2261,2283,2170,2015,2139,2151,2261,2283,2170,2015,2139,2151,2261,2283,2170,2015,2139,2151,2261,2283,2170,2015,2139,2151,2261,2283,2170,2015,2139,2151,2261,2283,2170,307
1144,1143,1136,1149,1145,1144,1144,1143,1136,1149,1145,1144,1144,1143,1136,1149,1145,1144,1144,1143,1136,1149,1145,1144,1144,1143,1136,1149,1145,1144,1144,1143,1136,1149,1145,1144,1144,1143,1136,1149,1145,1144,1144,1143,1136,1149,1145,1144,1144,1143,1136,1149,1145,1144,1144,1143,1136,1149,1145,1144,1144,1143,1136,1149,1145,1144,1144,1143,1136,1149,1145,1144,26
3060,3895,3451,3229,3631,3613,3060,3895,3451,3229,3631,3613,3060,3895,3451,3229,3631,3613,3060,3895,3451,3229,3631,3613,3060,3895,3451,3229,3631,3613,3060,3895,3451,3229,3631,3613,3060,3895,3451,3229,3631,3613,3060,3895,3451,3229,3631,3613,3060,3895,3451,3229,3631,3613,3060,3895,3451,3229,3631,3613,3060,3895,3451,3229,3631,3613,3060,3895,3451,3229,3631,3613,459
1608,1731,1766,1507,1873,1743,1608,1731,1766,1507,1873,1743,1608,1731,1766,1507,1873,1743,1608,1731,1766,1507,1873,1743,1608,1731,1766,1507,1873,1743,1608,1731,1766,1507,1873,1743,1608,1731,1766,1507,1873,1743,1608,1731,1766,1507,1873,1743,1608,1731,1766,1507,1873,1743,1608,1731,1766,1507,1873,1743,1608,1731,1766,1507,1873,1743,1608,1731,1766,1507,1873,1743,215
2397,2165,2779,2694,2289,2787,2397,2165,2779,2694,2289,2787,2397,2165,2779,2694,2289,2787,2397,2165,2779,2694,2289,2787,2397,2165,2779,2694,2289,2787,2397,2165,2779,2694,2289,2787,2397,2165,2779,2694,2289,2787,2397,2165,2779,2694,2289,2787,2397,2165,2779,2694,2289,2787,2397,2165,2779,2694,2289,2787,2397,2165,2779,2694,2289,2787,2397,2165,2779,2694,2289,2787,313
2763,2172,2937,3708,3295,3104,2763,2172,2937,3708,3295,3104,2763,2172,2937,3708,3295,3104,2763,2172,2937,3708,3295,3104,2763,2172,2937,3708,3295,3104,2763,2172,2937,3708,3295,3104,2763,2172,2937,3708,3295,3104,2763,2172,2937,3708,3295,3104,2763,2172,2937,3708,3295,3104,2763,2172,2937,3708,3295,3104,2763,2172,2937,3708,3295,3104,2763,2172,2937,3708,3295,3104,194
3151,3199,3142,3112,3269,3185,3151,3199,3142,3112,3269,3185,3151,3199,3142,3112,3269,3185,3151,3199,3142,3112,3269,3185,3151,3199,3142,3112,3269,3185,3151,3199,3142,3112,3269,3185,3151,3199,3142,3112,3269,3185,3151,3199,3142,3112,3269,3185,3151,3199,3142,3112,3269,3185,3151,3199,3142,3112,3269,3185,3151,3199,3142,3112,3269,3185,3151,3199,3142,3112,3269,3185,621
5299,5410,5204,5611,5249,5515,5299,5410,5204,5611,5249,5515,5299,5410,5204,5611,5249,5515,5299,5410,5204,5611,5249,5515,5299,5410,5204,5611,5249,5515,5299,5410,5204,5611,5249,5515,5299,5410,5204,5611,5249,5515,5299,5410,5204,5611,5249,5515,5299,5410,5204,5611,5249,5515,5299,5410,5204,5611,5249,5515,5299,5410,5204,5611,5249,5515,5299,5410,5204,5611,5249,5515,428
2924,2918,2896,2951,2926,2932,2924,2918,2896,2951,2926,2932,2924,2918,2896,2951,2926,2932,2924,2918,2896,2951,2926,2932,2924,2918,2896,2951,2926,2932,2924,2918,2896,2951,2926,2932,2924,2918,2896,2951,2926,2932,2924,2918,2896,2951,2926,2932,2924,2918,2896,2951,2926,2932,2924,2918,2896,2951,2926,2932,2924,2918,2896,2951,2926,2932,2924,2918,2896,2951,2926,2932,345
1321,1552,1589,1421,1531,1606,1321,1552,1589,1421,1531,1606,1321,1552,1589,1421,1531,1606,1321,1552,1589,1421,1531,1606,1321,1552,1589,1421,1531,1606,1321,1552,1589,1421,1531,1606,1321,1552,1589,1421,1531,1606,1321,1552,1589,1421,1531,1606,1321,1552,1589,1421,1531,1606,1321,1552,1589,1421,1531,1606,1321,1552,1589,1421,1531,1606,1321,1552,1589,1421,1531,1606,572
2247,4068,3102,3453,3155,3310,2247,4068,3102,3453,3155,3310,2247,4068,3102,3453,3155,3310,2247,4068,3102,3453,3155,3310,2247,4068,3102,3453,3155,3310,2247,4068,3102,3453,3155,3310,2247,4068,3102,3453,3155,3310,2247,4068,3102,3453,3155,3310,2247,4068,3102,3453,3155,3310,2247,4068,3102,3453,3155,3310,2247,4068,3102,3453,3155,3310,2247,4068,3102,3453,3155,3310,241
10790,11647,11196,11508,11146,11547,10790,11647,11196,11508,11146,11547,10790,11647,11196,11508,11146,11547,10790,11647,11196,11508,11146,11547,10790,11647,11196,11508,11146,11547,10790,11647,11196,11508,11146,11547,10790,11647,11196,11508,11146,11547,10790,11647,11196,11508,11146,11547,10790,11647,11196,11508,11146,11547,10790,11647,11196,11508,11146,11547,10790,11647,11196,11508,11146,11547,10790,11647,11196,11508,11146,11547,541
1307,1296,1313,1326,1357,1326,1307,1296,1313,1326,1357,1326,1307,1296,1313,1326,1357,1326,1307,1296,1313,1326,1357,1326,1307,1296,1313,1326,1357,1326,1307,1296,1313,1326,1357,1326,1307,1296,1313,1326,1357,1326,1307,1296,1313,1326,1357,1326,1307,1296,1313,1326,1357,1326,1307,1296,1313,1326,1357,1326,1307,1296,1313,1326,1357,1326,1307,1296,1313,1326,1357,1326,363
1718,1931,1888,1838,1751,1974,1718,1931,1888,1838,1751,1974,1718,1931,1888,1838,1751,1974,1718,1931,1888,1838,1751,1974,1718,1931,1888,1838,1751,1974,1718,1931,1888,1838,1751,1974,1718,1931,1888,1838,1751,1974,1718,1931,1888,1838,1751,1974,1718,1931,1888,1838,1751,1974,1718,1931,1888,1838,1751,1974,1718,1931,1888,1838,1751,1974,1718,1931,1888,1838,1751,1974,78
4760,4950,4630,5163,4873,4878,4760,4950,4630,5163,4873,4878,4760,4950,4630,5163,4873,4878,4760,4950,4630,5163,4873,4878,4760,4950,4630,5163,4873,4878,4760,4950,4630,5163,4873,4878,4760,4950,4630,5163,4873,4878,4760,4950,4630,5163,4873,4878,4760,4950,4630,5163,4873,4878,4760,4950,4630,5163,4873,4878,4760,4950,4630,5163,4873,4878,4760,4950,4630,5163,4873,4878,249
1877,1858,1731,1925,1818,2155,1877,1858,1731,1925,1818,2155,1877,1858,1731,1925,1818,2155,1877,1858,1731,1925,1818,2155,1877,1858,1731,1925,1818,2155,1877,1858,1731,1925,1818,2155,1877,1858,1731,1925,1818,2155,1877,1858,1731,1925,1818,2155,1877,1858,1731,1925,1818,2155,1877,1858,1731,1925,1818,2155,1877,1858,1731,1925,1818,2155,1877,1858,1731,1925,1818,2155,201
933,941,933,883,986,948,933,941,933,883,986,948,933,941,933,883,986,948,933,941,933,883,986,948,933,941,933,883,986,948,933,941,933,883,986,948,933,941,933,883,986,948,933,941,933,883,986,948,933,941,933,883,986,948,933,941,933,883,986,948,933,941,933,883,986,948,933,941,933,883,986,948,227
826,790,899,890,862,860,826,790,899,890,862,860,826,790,899,890,862,860,826,790,899,890,862,860,826,790,899,890,862,860,826,790,899,890,862,860,826,790,899,890,862,860,826,790,899,890,862,860,826,790,899,890,862,860,826,790,899,890,862,860,826,790,899,890,862,860,826,790,899,890,862,860,269
2549,2527,2600,2559,2557,2560,2549,2527,2600,2559,2557,2560,2549,2527,2600,2559,2557,2560,2549,2527,2600,2559,2557,2560,2549,2527,2600,2559,2557,2560,2549,2527,2600,2559,2557,2560,2549,2527,2600,2559,2557,2560,2549,2527,2600,2559,2557,2560,2549,2527,2600,2559,2557,2560,2549,2527,2600,2559,2557,2560,2549,2527,2600,2559,2557,2560,2549,2527,2600,2559,2557,2560,310
1830,1828,1810,1849,1832,1830,1830,1828,1810,1849,1832,1830,1830,1828,1810,1849,1832,1830,1830,1828,1810,1849,1832,1830,1830,1828,1810,1849,1832,1830,1830,1828,1810,1849,1832,1830,1830,1828,1810,1849,1832,1830,1830,1828,1810,1849,1832,1830,1830,1828,1810,1849,1832,1830,1830,1828,1810,1849,1832,1830,1830,1828,1810,1849,1832,1830,1830,1828,1810,1849,1832,1830,237
4099,3525,4771,4143,4186,4147,4099,3525,4771,4143,4186,4147,4099,3525,4771,4143,4186,4147,4099,3525,4771,4143,4186,4147,4099,3525,4771,4143,4186,4147,4099,3525,4771,4143,4186,4147,4099,3525,4771,4143,4186,4147,4099,3525,4771,4143,4186,4147,4099,3525,4771,4143,4186,4147,4099,3525,4771,4143,4186,4147,4099,3525,4771,4143,4186,4147,4099,3525,4771,4143,4186,4147,433
3255,3269,3257,3281,3242,3291,3255,3269,3257,3281,3242,3291,3255,3269,3257,3281,3242,3291,3255,3269,3257,3281,3242,3291,3255,3269,3257,3281,3242,3291,3255,3269,3257,3281,3242,3291,3255,3269,3257,3281,3242,3291,3255,3269,3257,3281,3242,3291,3255,3269,3257,3281,3242,3291,3255,3269,3257,3281,3242,3291,3255,3269,3257,3281,3242,3291,3255,3269,3257,3281,3242,3291,607
3330,3244,3393,1862,3391,4772,3330,3244,3393,1862,3391,4772,3330,3244,3393,1862,3391,4772,3330,3244,3393,1862,3391,4772,3330,3244,3393,1862,3391,4772,3330,3244,3393,1862,3391,4772,3330,3244,3393,1862,3391,4772,3330,3244,3393,1862,3391,4772,3330,3244,3393,1862,3391,4772,3330,3244,3393,1862,3391,4772,3330,3244,3393,1862,3391,4772,3330,3244,3393,1862,3391,4772,334
2319,2213,2419,1528,2568,2979,2319,2213,2419,1528,2568,2979,2319,2213,2419,1528,2568,2979,2319,2213,2419,1528,2568,2979,2319,2213,2419,1528,2568,2979,2319,2213,2419,1528,2568,2979,2319,2213,2419,1528,2568,2979,2319,2213,2419,1528,2568,2979,2319,2213,2419,1528,2568,2979,2319,2213,2419,1528,2568,2979,2319,2213,2419,1528,2568,2979,2319,2213,2419,1528,2568,2979,300
6977,7275,7055,6370,7287,7798,6977,7275,7055,6370,7287,7798,6977,7275,7055,6370,7287,7798,6977,7275,7055,6370,7287,7798,6977,7275,7055,6370,7287,7798,6977,7275,7055,6370,7287,7798,6977,7275,7055,6370,7287,7798,6977,7275,7055,6370,7287,7798,6977,7275,7055,6370,7287,7798,6977,7275,7055,6370,7287,7798,6977,7275,7055,6370,7287,7798,6977,7275,7055,6370,7287,7798,505
1170,1092,1228,1178,1192,1176,1170,1092,1228,1178,1192,1176,1170,1092,1228,1178,1192,1176,1170,1092,1228,1178,1192,1176,1170,1092,1228,1178,1192,1176,1170,1092,1228,1178,1192,1176,1170,1092,1228,1178,1192,1176,1170,1092,1228,1178,1192,1176,1170,1092,1228,1178,1192,1176,1170,1092,1228,1178,1192,1176,1170,1092,1228,1178,1192,1176,1170,1092,1228,1178,1192,1176,70
2426,2716,2087,2471,3510,2642,2426,2716,2087,2471,3510,2642,2426,2716,2087,2471,3510,2642,2426,2716,2087,2471,3510,2642,2426,2716,2087,2471,3510,2642,2426,2716,2087,2471,3510,2642,2426,2716,2087,2471,3510,2642,2426,2716,2087,2471,3510,2642,2426,2716,2087,2471,3510,2642,2426,2716,2087,2471,3510,2642,2426,2716,2087,2471,3510,2642,2426,2716,2087,2471,3510,2642,38
8719,8674,8761,7160,10295,8977,8719,8674,8761,7160,10295,8977,8719,8674,8761,7160,10295,8977,8719,8674,8761,7160,10295,8977,8719,8674,8761,7160,10295,8977,8719,8674,8761,7160,10295,8977,8719,8674,8761,7160,10295,8977,8719,8674,8761,7160,10295,8977,8719,8674,8761,7160,10295,8977,8719,8674,8761,7160,10295,8977,8719,8674,8761,7160,10295,8977,8719,8674,8761,7160,10295,8977,130
1960,1932,2009,1971,1971,1969,1960,1932,2009,1971,1971,1969,1960,1932,2009,1971,1971,1969,1960,1932,2009,1971,1971,1969,1960,1932,2009,1971,1971,1969,1960,1932,2009,1971,1971,1969,1960,1932,2009,1971,1971,1969,1960,1932,2009,1971,1971,1969,1960,1932,2009,1971,1971,1969,1960,1932,2009,1971,1971,1969,1960,1932,2009,1971,1971,1969,1960,1932,2009,1971,1971,1969,365
2942,2907,2591,3362,2921,3128,2942,2907,2591,3362,2921,3128,2942,2907,2591,3362,2921,3128,2942,2907,2591,3362,2921,3128,2942,2907,2591,3362,2921,3128,2942,2907,2591,3362,2921,3128,2942,2907,2591,3362,2921,3128,2942,2907,2591,3362,2921,3128,2942,2907,2591,3362,2921,3128,2942,2907,2591,3362,2921,3128,2942,2907,2591,3362,2921,3128,2942,2907,2591,3362,2921,3128,562
4243,4216,4218,4148,4327,4302,4243,4216,4218,4148,4327,4302,4243,4216,4218,4148,4327,4302,4243,4216,4218,4148,4327,4302,4243,4216,4218,4148,4327,4302,4243,4216,4218,4148,4327,4302,4243,4216,4218,4148,4327,4302,4243,4216,4218,4148,4327,4302,4243,4216,4218,4148,4327,4302,4243,4216,4218,4148,4327,4302,4243,4216,4218,4148,4327,4302,4243,4216,4218,4148,4327,4302,463
1733,1757,1444,2047,1701,1790,1733,1757,1444,2047,1701,1790,1733,1757,1444,2047,1701,1790,1733,1757,1444,2047,1701,1790,1733,1757,1444,2047,1701,1790,1733,1757,1444,2047,1701,1790,1733,1757,1444,2047,1701,1790,1733,1757,1444,2047,1701,1790,1733,1757,1444,2047,1701,1790,1733,1757,1444,2047,1701,1790,1733,1757,1444,2047,1701,1790,1733,1757,1444,2047,1701,1790,161
1879,1907,1850,1684,2137,1911,1879,1907,1850,1684,2137,1911,1879,1907,1850,1684,2137,1911,1879,1907,1850,1684,2137,1911,1879,1907,1850,1684,2137,1911,1879,1907,1850,1684,2137,1911,1879,1907,1850,1684,2137,1911,1879,1907,1850,1684,2137,1911,1879,1907,1850,1684,2137,1911,1879,1907,1850,1684,2137,1911,1879,1907,1850,1684,2137,1911,1879,1907,1850,1684,2137,1911,181
1330,1313,1344,1335,1315,1352,1330,1313,1344,1335,1315,1352,1330,1313,1344,1335,1315,1352,1330,1313,1344,1335,1315,1352,1330,1313,1344,1335,1315,1352,1330,1313,1344,1335,1315,1352,1330,1313,1344,1335,1315,1352,1330,1313,1344,1335,1315,1352,1330,1313,1344,1335,1315,1352,1330,1313,1344,1335,1315,1352,1330,1313,1344,1335,1315,1352,1330,1313,1344,1335,1315,1352,616
1938,2860,1767,3160,2512,2659,1938,2860,1767,3160,2512,2659,1938,2860,1767,3160,2512,2659,1938,2860,1767,3160,2512,2659,1938,2860,1767,3160,2512,2659,1938,2860,1767,3160,2512,2659,1938,2860,1767,3160,2512,2659,1938,2860,1767,3160,2512,2659,1938,2860,1767,3160,2512,2659,1938,2860,1767,3160,2512,2659,1938,2860,1767,3160,2512,2659,1938,2860,1767,3160,2512,2659,293
26,33,30,28,31,30,26,33,30,28,31,30,26,33,30,28,31,30,26,33,30,28,31,30,26,33,30,28,31,30,26,33,30,28,31,30,26,33,30,28,31,30,26,33,30,28,31,30,26,33,30,28,31,30,26,33,30,28,31,30,26,33,30,28,31,30,26,33,30,28,31,30,94
1145,1128,1172,1158,1149,1152,1145,1128,1172,1158,1149,1152,1145,1128,1172,1158,1149,1152,1145,1128,1172,1158,1149,1152,1145,1128,1172,1158,1149,1152,1145,1128,1172,1158,1149,1152,1145,1128,1172,1158,1149,1152,1145,1128,1172,1158,1149,1152,1145,1128,1172,1158,1149,1152,1145,1128,1172,1158,1149,1152,1145,1128,1172,1158,1149,1152,1145,1128,1172,1158,1149,1152,197
1016,993,725,1029,1171,1161,1016,993,725,1029,1171,1161,1016,993,725,1029,1171,1161,1016,993,725,1029,1171,1161,1016,993,725,1029,1171,1161,1016,993,725,1029,1171,1161,1016,993,725,1029,1171,1161,1016,993,725,1029,1171,1161,1016,993,725,1029,1171,1161,1016,993,725,1029,1171,1161,1016,993,725,1029,1171,1161,1016,993,725,1029,1171,1161,39
3222,3189,3582,3231,3538,3354,3222,3189,3582,3231,3538,3354,3222,3189,3582,3231,3538,3354,3222,3189,3582,3231,3538,3354,3222,3189,3582,3231,3538,3354,3222,3189,3582,3231,3538,3354,3222,3189,3582,3231,3538,3354,3222,3189,3582,3231,3538,3354,3222,3189,3582,3231,3538,3354,3222,3189,3582,3231,3538,3354,3222,3189,3582,3231,3538,3354,3222,3189,3582,3231,3538,3354,431
