band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
5922,5921,5921,5921,5922,5696,6150,5922,5921,5921,5921,5922,5696,6150,5922,5921,5921,5921,5922,5696,6150,5922,5921,5921,5921,5922,5696,6150,5922,5921,5921,5921,5922,5696,6150,5922,5921,5921,5921,5922,5696,6150,5922,5921,5921,5921,5922,5696,6150,5922,5921,5921,5921,5922,5696,6150,5922,5921,5921,5921,5922,5696,6150,5922,5921,5921,5921,5922,5696,6150,5922,5921,5921,5921,5922,5696,6150,5922,5921,5921,5921,5922,5696,6150,18
2835,2872,2818,2823,2933,2727,2986,2835,2872,2818,2823,2933,2727,2986,2835,2872,2818,2823,2933,2727,2986,2835,2872,2818,2823,2933,2727,2986,2835,2872,2818,2823,2933,2727,2986,2835,2872,2818,2823,2933,2727,2986,2835,2872,2818,2823,2933,2727,2986,2835,2872,2818,2823,2933,2727,2986,2835,2872,2818,2823,2933,2727,2986,2835,2872,2818,2823,2933,2727,2986,2835,2872,2818,2823,2933,2727,2986,2835,2872,2818,2823,2933,2727,2986,564
3940,3657,2966,4586,3434,4345,4770,3940,3657,2966,4586,3434,4345,4770,3940,3657,2966,4586,3434,4345,4770,3940,3657,2966,4586,3434,4345,4770,3940,3657,2966,4586,3434,4345,4770,3940,3657,2966,4586,3434,4345,4770,3940,3657,2966,4586,3434,4345,4770,3940,3657,2966,4586,3434,4345,4770,3940,3657,2966,4586,3434,4345,4770,3940,3657,2966,4586,3434,4345,4770,3940,3657,2966,4586,3434,4345,4770,3940,3657,2966,4586,3434,4345,4770,628
870,867,874,859,881,861,888,870,867,874,859,881,861,888,870,867,874,859,881,861,888,870,867,874,859,881,861,888,870,867,874,859,881,861,888,870,867,874,859,881,861,888,870,867,874,859,881,861,888,870,867,874,859,881,861,888,870,867,874,859,881,861,888,870,867,874,859,881,861,888,870,867,874,859,881,861,888,870,867,874,859,881,861,888,139
2059,2010,2057,2075,2015,2136,2059,2059,2010,2057,2075,2015,2136,2059,2059,2010,2057,2075,2015,2136,2059,2059,2010,2057,2075,2015,2136,2059,2059,2010,2057,2075,2015,2136,2059,2059,2010,2057,2075,2015,2136,2059,2059,2010,2057,2075,2015,2136,2059,2059,2010,2057,2075,2015,2136,2059,2059,2010,2057,2075,2015,2136,2059,2059,2010,2057,2075,2015,2136,2059,2059,2010,2057,2075,2015,2136,2059,2059,2010,2057,2075,2015,2136,2059,163
3651,2914,4207,4070,3713,3675,3747,3651,2914,4207,4070,3713,3675,3747,3651,2914,4207,4070,3713,3675,3747,3651,2914,4207,4070,3713,3675,3747,3651,2914,4207,4070,3713,3675,3747,3651,2914,4207,4070,3713,3675,3747,3651,2914,4207,4070,3713,3675,3747,3651,2914,4207,4070,3713,3675,3747,3651,2914,4207,4070,3713,3675,3747,3651,2914,4207,4070,3713,3675,3747,3651,2914,4207,4070,3713,3675,3747,3651,2914,4207,4070,3713,3675,3747,577
3020,3053,2561,3463,3122,2938,3161,3020,3053,2561,3463,3122,2938,3161,3020,3053,2561,3463,3122,2938,3161,3020,3053,2561,3463,3122,2938,3161,3020,3053,2561,3463,3122,2938,3161,3020,3053,2561,3463,3122,2938,3161,3020,3053,2561,3463,3122,2938,3161,3020,3053,2561,3463,3122,2938,3161,3020,3053,2561,3463,3122,2938,3161,3020,3053,2561,3463,3122,2938,3161,3020,3053,2561,3463,3122,2938,3161,3020,3053,2561,3463,3122,2938,3161,123
297,306,300,294,311,301,303,297,306,300,294,311,301,303,297,306,300,294,311,301,303,297,306,300,294,311,301,303,297,306,300,294,311,301,303,297,306,300,294,311,301,303,297,306,300,294,311,301,303,297,306,300,294,311,301,303,297,306,300,294,311,301,303,297,306,300,294,311,301,303,297,306,300,294,311,301,303,297,306,300,294,311,301,303,496
8265,8202,8312,8311,8041,8522,8285,8265,8202,8312,8311,8041,8522,8285,8265,8202,8312,8311,8041,8522,8285,8265,8202,8312,8311,8041,8522,8285,8265,8202,8312,8311,8041,8522,8285,8265,8202,8312,8311,8041,8522,8285,8265,8202,8312,8311,8041,8522,8285,8265,8202,8312,8311,8041,8522,8285,8265,8202,8312,8311,8041,8522,8285,8265,8202,8312,8311,8041,8522,8285,8265,8202,8312,8311,8041,8522,8285,8265,8202,8312,8311,8041,8522,8285,510
3898,3946,3958,3940,3939,3911,3970,3898,3946,3958,3940,3939,3911,3970,3898,3946,3958,3940,3939,3911,3970,3898,3946,3958,3940,3939,3911,3970,3898,3946,3958,3940,3939,3911,3970,3898,3946,3958,3940,3939,3911,3970,3898,3946,3958,3940,3939,3911,3970,3898,3946,3958,3940,3939,3911,3970,3898,3946,3958,3940,3939,3911,3970,3898,3946,3958,3940,3939,3911,3970,3898,3946,3958,3940,3939,3911,3970,3898,3946,3958,3940,3939,3911,3970,129
1329,1260,1416,1341,1336,1334,1339,1329,1260,1416,1341,1336,1334,1339,1329,1260,1416,1341,1336,1334,1339,1329,1260,1416,1341,1336,1334,1339,1329,1260,1416,1341,1336,1334,1339,1329,1260,1416,1341,1336,1334,1339,1329,1260,1416,1341,1336,1334,1339,1329,1260,1416,1341,1336,1334,1339,1329,1260,1416,1341,1336,1334,1339,1329,1260,1416,1341,1336,1334,1339,1329,1260,1416,1341,1336,1334,1339,1329,1260,1416,1341,1336,1334,1339,354
1131,953,1281,1459,1192,1585,1323,1131,953,1281,1459,1192,1585,1323,1131,953,1281,1459,1192,1585,1323,1131,953,1281,1459,1192,1585,1323,1131,953,1281,1459,1192,1585,1323,1131,953,1281,1459,1192,1585,1323,1131,953,1281,1459,1192,1585,1323,1131,953,1281,1459,1192,1585,1323,1131,953,1281,1459,1192,1585,1323,1131,953,1281,1459,1192,1585,1323,1131,953,1281,1459,1192,1585,1323,1131,953,1281,1459,1192,1585,1323,202
1473,1678,913,2322,1576,1608,1640,1473,1678,913,2322,1576,1608,1640,1473,1678,913,2322,1576,1608,1640,1473,1678,913,2322,1576,1608,1640,1473,1678,913,2322,1576,1608,1640,1473,1678,913,2322,1576,1608,1640,1473,1678,913,2322,1576,1608,1640,1473,1678,913,2322,1576,1608,1640,1473,1678,913,2322,1576,1608,1640,1473,1678,913,2322,1576,1608,1640,1473,1678,913,2322,1576,1608,1640,1473,1678,913,2322,1576,1608,1640,255
4006,4316,3731,4574,4200,4188,4170,4006,4316,3731,4574,4200,4188,4170,4006,4316,3731,4574,4200,4188,4170,4006,4316,3731,4574,4200,4188,4170,4006,4316,3731,4574,4200,4188,4170,4006,4316,3731,4574,4200,4188,4170,4006,4316,3731,4574,4200,4188,4170,4006,4316,3731,4574,4200,4188,4170,4006,4316,3731,4574,4200,4188,4170,4006,4316,3731,4574,4200,4188,4170,4006,4316,3731,4574,4200,4188,4170,4006,4316,3731,4574,4200,4188,4170,418
1660,1582,1766,1733,1610,1768,1694,1660,1582,1766,1733,1610,1768,1694,1660,1582,1766,1733,1610,1768,1694,1660,1582,1766,1733,1610,1768,1694,1660,1582,1766,1733,1610,1768,1694,1660,1582,1766,1733,1610,1768,1694,1660,1582,1766,1733,1610,1768,1694,1660,1582,1766,1733,1610,1768,1694,1660,1582,1766,1733,1610,1768,1694,1660,1582,1766,1733,1610,1768,1694,1660,1582,1766,1733,1610,1768,1694,1660,1582,1766,1733,1610,1768,1694,308
4860,5156,4969,4645,5346,4492,5605,4860,5156,4969,4645,5346,4492,5605,4860,5156,4969,4645,5346,4492,5605,4860,5156,4969,4645,5346,4492,5605,4860,5156,4969,4645,5346,4492,5605,4860,5156,4969,4645,5346,4492,5605,4860,5156,4969,4645,5346,4492,5605,4860,5156,4969,4645,5346,4492,5605,4860,5156,4969,4645,5346,4492,5605,4860,5156,4969,4645,5346,4492,5605,4860,5156,4969,4645,5346,4492,5605,4860,5156,4969,4645,5346,4492,5605,566
2486,3152,1909,3721,2842,2805,2842,2486,3152,1909,3721,2842,2805,2842,2486,3152,1909,3721,2842,2805,2842,2486,3152,1909,3721,2842,2805,2842,2486,3152,1909,3721,2842,2805,2842,2486,3152,1909,3721,2842,2805,2842,2486,3152,1909,3721,2842,2805,2842,2486,3152,1909,3721,2842,2805,2842,2486,3152,1909,3721,2842,2805,2842,2486,3152,1909,3721,2842,2805,2842,2486,3152,1909,3721,2842,2805,2842,2486,3152,1909,3721,2842,2805,2842,279
38,42,38,42,40,23,57,38,42,38,42,40,23,57,38,42,38,42,40,23,57,38,42,38,42,40,23,57,38,42,38,42,40,23,57,38,42,38,42,40,23,57,38,42,38,42,40,23,57,38,42,38,42,40,23,57,38,42,38,42,40,23,57,38,42,38,42,40,23,57,38,42,38,42,40,23,57,38,42,38,42,40,23,57,92
3594,3387,4007,3842,3705,3710,3708,3594,3387,4007,3842,3705,3710,3708,3594,3387,4007,3842,3705,3710,3708,3594,3387,4007,3842,3705,3710,3708,3594,3387,4007,3842,3705,3710,3708,3594,3387,4007,3842,3705,3710,3708,3594,3387,4007,3842,3705,3710,3708,3594,3387,4007,3842,3705,3710,3708,3594,3387,4007,3842,3705,3710,3708,3594,3387,4007,3842,3705,3710,3708,3594,3387,4007,3842,3705,3710,3708,3594,3387,4007,3842,3705,3710,3708,258
706,732,717,719,714,732,721,706,732,717,719,714,732,721,706,732,717,719,714,732,721,706,732,717,719,714,732,721,706,732,717,719,714,732,721,706,732,717,719,714,732,721,706,732,717,719,714,732,721,706,732,717,719,714,732,721,706,732,717,719,714,732,721,706,732,717,719,714,732,721,706,732,717,719,714,732,721,706,732,717,719,714,732,721,285
1702,1979,1867,1849,1802,1892,1881,1702,1979,1867,1849,1802,1892,1881,1702,1979,1867,1849,1802,1892,1881,1702,1979,1867,1849,1802,1892,1881,1702,1979,1867,1849,1802,1892,1881,1702,1979,1867,1849,1802,1892,1881,1702,1979,1867,1849,1802,1892,1881,1702,1979,1867,1849,1802,1892,1881,1702,1979,1867,1849,1802,1892,1881,1702,1979,1867,1849,1802,1892,1881,1702,1979,1867,1849,1802,1892,1881,1702,1979,1867,1849,1802,1892,1881,185
792,1096,1491,822,803,1439,1458,792,1096,1491,822,803,1439,1458,792,1096,1491,822,803,1439,1458,792,1096,1491,822,803,1439,1458,792,1096,1491,822,803,1439,1458,792,1096,1491,822,803,1439,1458,792,1096,1491,822,803,1439,1458,792,1096,1491,822,803,1439,1458,792,1096,1491,822,803,1439,1458,792,1096,1491,822,803,1439,1458,792,1096,1491,822,803,1439,1458,792,1096,1491,822,803,1439,1458,82
1465,1745,1531,1653,1543,1689,1613,1465,1745,1531,1653,1543,1689,1613,1465,1745,1531,1653,1543,1689,1613,1465,1745,1531,1653,1543,1689,1613,1465,1745,1531,1653,1543,1689,1613,1465,1745,1531,1653,1543,1689,1613,1465,1745,1531,1653,1543,1689,1613,1465,1745,1531,1653,1543,1689,1613,1465,1745,1531,1653,1543,1689,1613,1465,1745,1531,1653,1543,1689,1613,1465,1745,1531,1653,1543,1689,1613,1465,1745,1531,1653,1543,1689,1613,50
3289,3277,3034,3696,3145,3508,3325,3289,3277,3034,3696,3145,3508,3325,3289,3277,3034,3696,3145,3508,3325,3289,3277,3034,3696,3145,3508,3325,3289,3277,3034,3696,3145,3508,3325,3289,3277,3034,3696,3145,3508,3325,3289,3277,3034,3696,3145,3508,3325,3289,3277,3034,3696,3145,3508,3325,3289,3277,3034,3696,3145,3508,3325,3289,3277,3034,3696,3145,3508,3325,3289,3277,3034,3696,3145,3508,3325,3289,3277,3034,3696,3145,3508,3325,296
318,675,814,430,693,655,682,318,675,814,430,693,655,682,318,675,814,430,693,655,682,318,675,814,430,693,655,682,318,675,814,430,693,655,682,318,675,814,430,693,655,682,318,675,814,430,693,655,682,318,675,814,430,693,655,682,318,675,814,430,693,655,682,318,675,814,430,693,655,682,318,675,814,430,693,655,682,318,675,814,430,693,655,682,244
1195,1008,1448,1271,1268,1236,1241,1195,1008,1448,1271,1268,1236,1241,1195,1008,1448,1271,1268,1236,1241,1195,1008,1448,1271,1268,1236,1241,1195,1008,1448,1271,1268,1236,1241,1195,1008,1448,1271,1268,1236,1241,1195,1008,1448,1271,1268,1236,1241,1195,1008,1448,1271,1268,1236,1241,1195,1008,1448,1271,1268,1236,1241,1195,1008,1448,1271,1268,1236,1241,1195,1008,1448,1271,1268,1236,1241,1195,1008,1448,1271,1268,1236,1241,287
2165,2422,2315,2141,2449,2284,2333,2165,2422,2315,2141,2449,2284,2333,2165,2422,2315,2141,2449,2284,2333,2165,2422,2315,2141,2449,2284,2333,2165,2422,2315,2141,2449,2284,2333,2165,2422,2315,2141,2449,2284,2333,2165,2422,2315,2141,2449,2284,2333,2165,2422,2315,2141,2449,2284,2333,2165,2422,2315,2141,2449,2284,2333,2165,2422,2315,2141,2449,2284,2333,2165,2422,2315,2141,2449,2284,2333,2165,2422,2315,2141,2449,2284,2333,626
664,856,1316,851,1125,949,1014,664,856,1316,851,1125,949,1014,664,856,1316,851,1125,949,1014,664,856,1316,851,1125,949,1014,664,856,1316,851,1125,949,1014,664,856,1316,851,1125,949,1014,664,856,1316,851,1125,949,1014,664,856,1316,851,1125,949,1014,664,856,1316,851,1125,949,1014,664,856,1316,851,1125,949,1014,664,856,1316,851,1125,949,1014,664,856,1316,851,1125,949,1014,45
4920,5255,5095,5113,5084,5079,5153,4920,5255,5095,5113,5084,5079,5153,4920,5255,5095,5113,5084,5079,5153,4920,5255,5095,5113,5084,5079,5153,4920,5255,5095,5113,5084,5079,5153,4920,5255,5095,5113,5084,5079,5153,4920,5255,5095,5113,5084,5079,5153,4920,5255,5095,5113,5084,5079,5153,4920,5255,5095,5113,5084,5079,5153,4920,5255,5095,5113,5084,5079,5153,4920,5255,5095,5113,5084,5079,5153,4920,5255,5095,5113,5084,5079,5153,479
1084,1484,678,2088,1133,1098,2148,1084,1484,678,2088,1133,1098,2148,1084,1484,678,2088,1133,1098,2148,1084,1484,678,2088,1133,1098,2148,1084,1484,678,2088,1133,1098,2148,1084,1484,678,2088,1133,1098,2148,1084,1484,678,2088,1133,1098,2148,1084,1484,678,2088,1133,1098,2148,1084,1484,678,2088,1133,1098,2148,1084,1484,678,2088,1133,1098,2148,1084,1484,678,2088,1133,1098,2148,1084,1484,678,2088,1133,1098,2148,352
2008,2413,2201,2106,2328,2031,2392,2008,2413,2201,2106,2328,2031,2392,2008,2413,2201,2106,2328,2031,2392,2008,2413,2201,2106,2328,2031,2392,2008,2413,2201,2106,2328,2031,2392,2008,2413,2201,2106,2328,2031,2392,2008,2413,2201,2106,2328,2031,2392,2008,2413,2201,2106,2328,2031,2392,2008,2413,2201,2106,2328,2031,2392,2008,2413,2201,2106,2328,2031,2392,2008,2413,2201,2106,2328,2031,2392,2008,2413,2201,2106,2328,2031,2392,48
3899,3453,4962,4863,4210,4032,4964,3899,3453,4962,4863,4210,4032,4964,3899,3453,4962,4863,4210,4032,4964,3899,3453,4962,4863,4210,4032,4964,3899,3453,4962,4863,4210,4032,4964,3899,3453,4962,4863,4210,4032,4964,3899,3453,4962,4863,4210,4032,4964,3899,3453,4962,4863,4210,4032,4964,3899,3453,4962,4863,4210,4032,4964,3899,3453,4962,4863,4210,4032,4964,3899,3453,4962,4863,4210,4032,4964,3899,3453,4962,4863,4210,4032,4964,339
4463,4237,4468,4758,4488,4301,4665,4463,4237,4468,4758,4488,4301,4665,4463,4237,4468,4758,4488,4301,4665,4463,4237,4468,4758,4488,4301,4665,4463,4237,4468,4758,4488,4301,4665,4463,4237,4468,4758,4488,4301,4665,4463,4237,4468,4758,4488,4301,4665,4463,4237,4468,4758,4488,4301,4665,4463,4237,4468,4758,4488,4301,4665,4463,4237,4468,4758,4488,4301,4665,4463,4237,4468,4758,4488,4301,4665,4463,4237,4468,4758,4488,4301,4665,368
2694,2763,2687,2754,2196,2768,3239,2694,2763,2687,2754,2196,2768,3239,2694,2763,2687,2754,2196,2768,3239,2694,2763,2687,2754,2196,2768,3239,2694,2763,2687,2754,2196,2768,3239,2694,2763,2687,2754,2196,2768,3239,2694,2763,2687,2754,2196,2768,3239,2694,2763,2687,2754,2196,2768,3239,2694,2763,2687,2754,2196,2768,3239,2694,2763,2687,2754,2196,2768,3239,2694,2763,2687,2754,2196,2768,3239,2694,2763,2687,2754,2196,2768,3239,632
559,585,540,624,580,518,663,559,585,540,624,580,518,663,559,585,540,624,580,518,663,559,585,540,624,580,518,663,559,585,540,624,580,518,663,559,585,540,624,580,518,663,559,585,540,624,580,518,663,559,585,540,624,580,518,663,559,585,540,624,580,518,663,559,585,540,624,580,518,663,559,585,540,624,580,518,663,559,585,540,624,580,518,663,278
1747,2865,2574,2350,2637,2538,2461,1747,2865,2574,2350,2637,2538,2461,1747,2865,2574,2350,2637,2538,2461,1747,2865,2574,2350,2637,2538,2461,1747,2865,2574,2350,2637,2538,2461,1747,2865,2574,2350,2637,2538,2461,1747,2865,2574,2350,2637,2538,2461,1747,2865,2574,2350,2637,2538,2461,1747,2865,2574,2350,2637,2538,2461,1747,2865,2574,2350,2637,2538,2461,1747,2865,2574,2350,2637,2538,2461,1747,2865,2574,2350,2637,2538,2461,336
275,276,270,279,263,282,282,275,276,270,279,263,282,282,275,276,270,279,263,282,282,275,276,270,279,263,282,282,275,276,270,279,263,282,282,275,276,270,279,263,282,282,275,276,270,279,263,282,282,275,276,270,279,263,282,282,275,276,270,279,263,282,282,275,276,270,279,263,282,282,275,276,270,279,263,282,282,275,276,270,279,263,282,282,518
1306,1305,1309,1309,1305,1311,1308,1306,1305,1309,1309,1305,1311,1308,1306,1305,1309,1309,1305,1311,1308,1306,1305,1309,1309,1305,1311,1308,1306,1305,1309,1309,1305,1311,1308,1306,1305,1309,1309,1305,1311,1308,1306,1305,1309,1309,1305,1311,1308,1306,1305,1309,1309,1305,1311,1308,1306,1305,1309,1309,1305,1311,1308,1306,1305,1309,1309,1305,1311,1308,1306,1305,1309,1309,1305,1311,1308,1306,1305,1309,1309,1305,1311,1308,371
1366,1323,1375,1448,1375,1370,1389,1366,1323,1375,1448,1375,1370,1389,1366,1323,1375,1448,1375,1370,1389,1366,1323,1375,1448,1375,1370,1389,1366,1323,1375,1448,1375,1370,1389,1366,1323,1375,1448,1375,1370,1389,1366,1323,1375,1448,1375,1370,1389,1366,1323,1375,1448,1375,1370,1389,1366,1323,1375,1448,1375,1370,1389,1366,1323,1375,1448,1375,1370,1389,1366,1323,1375,1448,1375,1370,1389,1366,1323,1375,1448,1375,1370,1389,331
4384,4392,4339,4444,4380,4384,4406,4384,4392,4339,4444,4380,4384,4406,4384,4392,4339,4444,4380,4384,4406,4384,4392,4339,4444,4380,4384,4406,4384,4392,4339,4444,4380,4384,4406,4384,4392,4339,4444,4380,4384,4406,4384,4392,4339,4444,4380,4384,4406,4384,4392,4339,4444,4380,4384,4406,4384,4392,4339,4444,4380,4384,4406,4384,4392,4339,4444,4380,4384,4406,4384,4392,4339,4444,4380,4384,4406,4384,4392,4339,4444,4380,4384,4406,403
1734,1759,1744,1622,1417,1827,2124,1734,1759,1744,1622,1417,1827,2124,1734,1759,1744,1622,1417,1827,2124,1734,1759,1744,1622,1417,1827,2124,1734,1759,1744,1622,1417,1827,2124,1734,1759,1744,1622,1417,1827,2124,1734,1759,1744,1622,1417,1827,2124,1734,1759,1744,1622,1417,1827,2124,1734,1759,1744,1622,1417,1827,2124,1734,1759,1744,1622,1417,1827,2124,1734,1759,1744,1622,1417,1827,2124,1734,1759,1744,1622,1417,1827,2124,37
3464,3485,3496,3525,3492,3498,3495,3464,3485,3496,3525,3492,3498,3495,3464,3485,3496,3525,3492,3498,3495,3464,3485,3496,3525,3492,3498,3495,3464,3485,3496,3525,3492,3498,3495,3464,3485,3496,3525,3492,3498,3495,3464,3485,3496,3525,3492,3498,3495,3464,3485,3496,3525,3492,3498,3495,3464,3485,3496,3525,3492,3498,3495,3464,3485,3496,3525,3492,3498,3495,3464,3485,3496,3525,3492,3498,3495,3464,3485,3496,3525,3492,3498,3495,127
1804,1847,1861,1731,2016,1879,1881,1804,1847,1861,1731,2016,1879,1881,1804,1847,1861,1731,2016,1879,1881,1804,1847,1861,1731,2016,1879,1881,1804,1847,1861,1731,2016,1879,1881,1804,1847,1861,1731,2016,1879,1881,1804,1847,1861,1731,2016,1879,1881,1804,1847,1861,1731,2016,1879,1881,1804,1847,1861,1731,2016,1879,1881,1804,1847,1861,1731,2016,1879,1881,1804,1847,1861,1731,2016,1879,1881,1804,1847,1861,1731,2016,1879,1881,307
976,976,986,981,981,980,981,976,976,986,981,981,980,981,976,976,986,981,981,980,981,976,976,986,981,981,980,981,976,976,986,981,981,980,981,976,976,986,981,981,980,981,976,976,986,981,981,980,981,976,976,986,981,981,980,981,976,976,986,981,981,980,981,976,976,986,981,981,980,981,976,976,986,981,981,980,981,976,976,986,981,981,980,981,26
2592,2906,3322,2672,3093,3307,2987,2592,2906,3322,2672,3093,3307,2987,2592,2906,3322,2672,3093,3307,2987,2592,2906,3322,2672,3093,3307,2987,2592,2906,3322,2672,3093,3307,2987,2592,2906,3322,2672,3093,3307,2987,2592,2906,3322,2672,3093,3307,2987,2592,2906,3322,2672,3093,3307,2987,2592,2906,3322,2672,3093,3307,2987,2592,2906,3322,2672,3093,3307,2987,2592,2906,3322,2672,3093,3307,2987,2592,2906,3322,2672,3093,3307,2987,459
1426,1495,1321,1492,1550,1477,1467,1426,1495,1321,1492,1550,1477,1467,1426,1495,1321,1492,1550,1477,1467,1426,1495,1321,1492,1550,1477,1467,1426,1495,1321,1492,1550,1477,1467,1426,1495,1321,1492,1550,1477,1467,1426,1495,1321,1492,1550,1477,1467,1426,1495,1321,1492,1550,1477,1467,1426,1495,1321,1492,1550,1477,1467,1426,1495,1321,1492,1550,1477,1467,1426,1495,1321,1492,1550,1477,1467,1426,1495,1321,1492,1550,1477,1467,215
2123,1906,1759,2615,1726,2781,2201,2123,1906,1759,2615,1726,2781,2201,2123,1906,1759,2615,1726,2781,2201,2123,1906,1759,2615,1726,2781,2201,2123,1906,1759,2615,1726,2781,2201,2123,1906,1759,2615,1726,2781,2201,2123,1906,1759,2615,1726,2781,2201,2123,1906,1759,2615,1726,2781,2201,2123,1906,1759,2615,1726,2781,2201,2123,1906,1759,2615,1726,2781,2201,2123,1906,1759,2615,1726,2781,2201,2123,1906,1759,2615,1726,2781,2201,313
2496,2439,2387,2806,2564,2700,2587,2496,2439,2387,2806,2564,2700,2587,2496,2439,2387,2806,2564,2700,2587,2496,2439,2387,2806,2564,2700,2587,2496,2439,2387,2806,2564,2700,2587,2496,2439,2387,2806,2564,2700,2587,2496,2439,2387,2806,2564,2700,2587,2496,2439,2387,2806,2564,2700,2587,2496,2439,2387,2806,2564,2700,2587,2496,2439,2387,2806,2564,2700,2587,2496,2439,2387,2806,2564,2700,2587,2496,2439,2387,2806,2564,2700,2587,194
2430,3015,2715,2687,2766,2564,2881,2430,3015,2715,2687,2766,2564,2881,2430,3015,2715,2687,2766,2564,2881,2430,3015,2715,2687,2766,2564,2881,2430,3015,2715,2687,2766,2564,2881,2430,3015,2715,2687,2766,2564,2881,2430,3015,2715,2687,2766,2564,2881,2430,3015,2715,2687,2766,2564,2881,2430,3015,2715,2687,2766,2564,2881,2430,3015,2715,2687,2766,2564,2881,2430,3015,2715,2687,2766,2564,2881,2430,3015,2715,2687,2766,2564,2881,621
3967,3380,5221,5840,4274,4964,4642,3967,3380,5221,5840,4274,4964,4642,3967,3380,5221,5840,4274,4964,4642,3967,3380,5221,5840,4274,4964,4642,3967,3380,5221,5840,4274,4964,4642,3967,3380,5221,5840,4274,4964,4642,3967,3380,5221,5840,4274,4964,4642,3967,3380,5221,5840,4274,4964,4642,3967,3380,5221,5840,4274,4964,4642,3967,3380,5221,5840,4274,4964,4642,3967,3380,5221,5840,4274,4964,4642,3967,3380,5221,5840,4274,4964,4642,428
2487,2520,2424,2299,2785,2100,2932,2487,2520,2424,2299,2785,2100,2932,2487,2520,2424,2299,2785,2100,2932,2487,2520,2424,2299,2785,2100,2932,2487,2520,2424,2299,2785,2100,2932,2487,2520,2424,2299,2785,2100,2932,2487,2520,2424,2299,2785,2100,2932,2487,2520,2424,2299,2785,2100,2932,2487,2520,2424,2299,2785,2100,2932,2487,2520,2424,2299,2785,2100,2932,2487,2520,2424,2299,2785,2100,2932,2487,2520,2424,2299,2785,2100,2932,345
1204,1165,1495,1065,1441,1241,1409,1204,1165,1495,1065,1441,1241,1409,1204,1165,1495,1065,1441,1241,1409,1204,1165,1495,1065,1441,1241,1409,1204,1165,1495,1065,1441,1241,1409,1204,1165,1495,1065,1441,1241,1409,1204,1165,1495,1065,1441,1241,1409,1204,1165,1495,1065,1441,1241,1409,1204,1165,1495,1065,1441,1241,1409,1204,1165,1495,1065,1441,1241,1409,1204,1165,1495,1065,1441,1241,1409,1204,1165,1495,1065,1441,1241,1409,572
2247,2755,3027,2789,2978,2759,2780,2247,2755,3027,2789,2978,2759,2780,2247,2755,3027,2789,2978,2759,2780,2247,2755,3027,2789,2978,2759,2780,2247,2755,3027,2789,2978,2759,2780,2247,2755,3027,2789,2978,2759,2780,2247,2755,3027,2789,2978,2759,2780,2247,2755,3027,2789,2978,2759,2780,2247,2755,3027,2789,2978,2759,2780,2247,2755,3027,2789,2978,2759,2780,2247,2755,3027,2789,2978,2759,2780,2247,2755,3027,2789,2978,2759,2780,241
9395,9975,8311,9781,10894,9787,9691,9395,9975,8311,9781,10894,9787,9691,9395,9975,8311,9781,10894,9787,9691,9395,9975,8311,9781,10894,9787,9691,9395,9975,8311,9781,10894,9787,9691,9395,9975,8311,9781,10894,9787,9691,9395,9975,8311,9781,10894,9787,9691,9395,9975,8311,9781,10894,9787,9691,9395,9975,8311,9781,10894,9787,9691,9395,9975,8311,9781,10894,9787,9691,9395,9975,8311,9781,10894,9787,9691,9395,9975,8311,9781,10894,9787,9691,541
